driver,total_races,wins,win_pct,avg_start,best_start,worst_start,avg_finish,best_finish,worst_finish,avg_laps_led,total_laps_led,most_laps_led,avg_points,avg_playoff_pts,total_money,avg_money,max_race_money,min_race_money
Glen Armstrong,5,0,0.0,28.5,24,35,16.4,12,24,0.0,0,0,113.8,,3655,731,1560,400
"Glenn Allen, Jr.",113,0,0.0,23.66,3,43,21.97,4,43,0.19,21,11,97.74,,1039575,9200,29350,1260
Glenn Jarrett,67,0,0.0,17.95,3,42,19.37,4,42,0.01,1,1,104.09,,92217,1376,8850,205
Glenn Sears,8,0,0.0,29.5,20,40,26.75,13,40,0.0,0,0,75.88,,6685,836,1700,420
Glenn Sullivan,6,0,0.0,30.83,16,41,32.17,19,45,0.0,0,0,66.5,,20240,3373,7775,1375
Grant Adcox,1,0,0.0,31.0,31,31,18.0,18,18,0.0,0,0,109.0,,445,445,445,445
Grant Enfinger,1,0,0.0,35.0,35,35,36.0,36,36,0.0,0,0,0.0,0.0,0,,,
Gray Gaulding,79,0,0.0,25.54,5,40,22.85,2,40,0.1,8,2,12.68,0.0,0,,,
Greg Biffle,244,20,0.08197,12.16,1,43,12.75,1,43,16.57,4043,185,131.94,,7601310,31153,94870,3445
Greg Clark,9,0,0.0,28.56,7,38,27.0,19,33,0.11,1,1,82.0,,29095,3233,4145,2145
Greg Sacks,34,1,0.02941,21.79,1,43,24.85,1,44,1.44,49,18,90.03,,280959,8264,28145,340
Greg Trammell,1,0,0.0,35.0,35,35,35.0,35,35,0.0,0,0,58.0,,1140,1140,1140,1140
Greg Van Alst,2,0,0.0,37.0,36,38,38.0,38,38,0.0,0,0,1.0,0.0,0,,,
Gregg Lessard,2,0,0.0,32.0,30,34,23.5,18,29,0.0,0,0,0.0,,1405,703,725,680
Gus Wasson,51,0,0.0,34.16,12,42,30.47,18,43,0.14,7,7,71.02,,942522,18481,39375,5590
Hailie Deegan,15,0,0.0,27.93,19,38,25.6,12,37,0.0,0,0,9.87,0.0,0,,,
Hal Browning,2,0,0.0,37.5,37,38,31.5,25,38,0.0,0,0,68.5,,9370,4685,5200,4170
Hal Goodson,9,0,0.0,24.67,14,39,26.67,16,39,0.0,0,0,83.0,,20785,2309,8530,490
Hal Martin,17,0,0.0,27.94,14,36,28.35,23,38,0.06,1,1,15.71,,382328,22490,53913,15040
"Hank Parker, Jr.",137,2,0.0146,21.4,1,43,21.34,1,43,0.93,127,32,100.82,,2544523,18573,87545,4065
Harold Crooms,1,0,0.0,38.0,38,38,35.0,35,35,0.0,0,0,2.0,0.0,0,,,
Harold Lemley,1,0,0.0,19.0,19,19,12.0,12,12,0.0,0,0,127.0,,925,925,925,925
Harrison Burton,75,4,0.05333,8.01,1,36,11.99,1,39,6.33,475,81,29.12,0.31,0,,,
Harrison Rhodes,84,0,0.0,31.39,15,40,28.85,9,39,0.02,2,1,11.79,0.0,914715,22310,40960,10325
Harry Gant,128,21,0.16406,12.34,1,45,13.94,1,41,24.41,3124,153,126.39,,778665,6083,73225,250
Harry Lee Hill,14,0,0.0,29.08,13,38,19.93,9,39,0.0,0,0,103.36,,10155,725,2075,225
Harvey Sprague,1,0,0.0,17.0,17,17,37.0,37,37,0.0,0,0,0.0,,1000,1000,1000,1000
Haskell Willingham,11,0,0.0,20.18,9,28,17.45,4,30,0.09,1,1,99.18,,15825,1439,3500,220
Hermie Sadler,266,2,0.00752,20.98,1,43,21.18,1,43,2.53,674,85,98.65,0.0,2682693,10200,37030,790
Heywood Jacobs,1,0,0.0,35.0,35,35,36.0,36,36,0.0,0,0,0.0,,350,350,350,350
Howard Rose,2,0,0.0,28.5,28,29,17.0,17,17,0.0,0,0,112.0,,2375,1188,1775,600
Howie DiSavino III,5,0,0.0,26.8,19,34,28.2,17,36,0.0,0,0,8.8,0.0,0,,,
Hut Stricklin,54,0,0.0,21.11,1,43,23.26,2,42,2.69,145,71,93.0,,363585,6733,24075,200
Ian Henderson,1,0,0.0,39.0,39,39,37.0,37,37,0.0,0,0,52.0,,15920,15920,15920,15920
J.C. Stout,9,0,0.0,34.67,28,43,37.56,29,40,0.0,0,0,50.33,,150718,16746,22395,12150
J.D. Gibbs,5,0,0.0,29.8,13,37,31.4,20,41,0.0,0,0,68.8,,38220,7644,13050,4300
J.D. McDuffie,11,0,0.0,22.55,12,32,17.09,8,32,0.09,1,1,99.09,,12760,1160,2700,375
J.F. Dumoulin,1,0,0.0,16.0,16,16,7.0,7,7,0.0,0,0,146.0,,37475,37475,37475,37475
J.J. Yeley,390,0,0.0,23.38,1,43,23.12,2,43,0.67,263,86,43.26,0.0,4847233,22235,62950,9336
J.R Robbs,3,0,0.0,38.0,37,39,33.33,27,37,0.0,0,0,63.0,,40985,13662,18775,10135
J.R. Fitzpatrick,14,0,0.0,24.5,14,42,22.07,5,43,0.0,0,0,61.14,,366451,26175,47278,9855
Jabe Jones,1,0,0.0,42.0,42,42,33.0,33,33,0.0,0,0,64.0,,3875,3875,3875,3875
Jack Baldwin,4,0,0.0,21.25,4,32,17.75,4,24,0.5,2,2,113.25,,26275,6569,14250,2750
Jack Bland,37,0,0.0,20.68,10,32,19.51,6,39,0.0,0,0,99.3,,18365,496,995,150
Jack Cornett,2,0,0.0,30.0,30,30,21.0,18,24,0.0,0,0,100.0,,1030,515,750,280
Jack Hawksworth,1,0,0.0,2.0,2,2,15.0,15,15,5.0,5,5,32.0,1.0,0,,,
Jack Horowitz,1,0,0.0,13.0,13,13,23.0,23,23,0.0,0,0,94.0,,570,570,570,570
Jack Ingram,275,31,0.11273,13.42,1,42,11.24,1,40,13.2,3631,188,135.24,,947094,3444,22563,600
Jack Pennington,6,0,0.0,26.33,12,36,18.5,3,39,0.0,0,0,92.17,,29880,4980,22315,400
Jack Sprague,108,1,0.00926,16.19,1,46,19.61,1,46,3.17,342,144,106.06,,1062147,9835,58775,670
Jack Wallace,1,0,0.0,,,,17.0,17,17,0.0,0,0,112.0,,775,775,775,775
Jackie Carithers,1,0,0.0,26.0,26,26,16.0,16,16,0.0,0,0,115.0,,905,905,905,905
Jacques Villeneuve,9,0,0.0,3.56,1,6,10.56,3,27,10.56,95,43,92.56,,319382,35487,53368,21238
Jade Buford,47,0,0.0,20.79,3,35,23.64,8,39,0.09,4,4,14.47,0.0,0,,,
"Jairo Avila, Jr.",8,0,0.0,31.25,24,38,27.75,18,38,0.0,0,0,9.63,0.0,0,,,
Jake Crum,4,0,0.0,33.75,32,36,28.75,24,33,0.0,0,0,0.0,,65050,16263,18470,11310
James Buescher,91,1,0.01099,17.84,1,41,17.21,1,37,0.73,66,24,34.74,,2268240,24926,114288,13175
James Cogdill,1,0,0.0,,,,24.0,24,24,0.0,0,0,91.0,,200,200,200,200
James Coleman,3,0,0.0,,,,21.0,19,22,0.0,0,0,101.5,,645,215,225,210
James Davison,6,0,0.0,14.0,2,34,15.0,4,37,2.0,12,11,24.33,0.2,0,,,
James French,1,0,0.0,34.0,34,34,38.0,38,38,0.0,0,0,1.0,0.0,0,,,
James Hylton,4,0,0.0,40.33,38,43,35.75,23,43,0.0,0,0,47.25,,50856,12714,26568,420
Jamey Caudill,1,0,0.0,33.0,33,33,38.0,38,38,0.0,0,0,49.0,,15350,15350,15350,15350
Jamie Aube,46,1,0.02174,26.15,4,46,21.24,1,39,0.76,35,29,88.28,,193274,4202,31100,500
Jamie Dick,60,0,0.0,27.95,7,38,27.72,12,38,0.03,2,2,15.68,,1186001,19767,55071,10088
Jamie McMurray,190,8,0.04211,16.15,1,38,17.21,1,43,4.91,933,192,108.37,0.0,4029690,21549,58200,10550
Jamie Mosley,13,0,0.0,37.31,30,43,31.85,21,40,0.0,0,0,62.77,,198393,15261,18700,11010
Jamie Skinner,4,0,0.0,29.0,9,43,36.5,29,43,0.0,0,0,53.5,,35165,8791,13500,6620
Jamie Tomaino,1,0,0.0,34.0,34,34,41.0,41,41,0.0,0,0,40.0,,1950,1950,1950,1950
Jarit Johnson,4,0,0.0,34.75,22,42,32.5,31,34,0.0,0,0,65.5,,91902,22976,26733,19543
Jason Bowles,40,0,0.0,23.48,10,40,23.9,13,41,0.05,2,1,23.18,,834195,20855,47333,9950
Jason Jarrett,40,0,0.0,28.8,6,43,28.88,16,43,0.0,0,0,76.38,,404230,10106,25050,3025
Jason Jefferson,1,0,0.0,42.0,42,42,41.0,41,41,0.0,0,0,40.0,,19285,19285,19285,19285
Jason Keller,520,10,0.01923,17.84,1,42,16.72,1,44,3.97,2062,182,115.53,,11271968,21719,70864,575
Jason Leffler,294,2,0.0068,16.67,1,43,16.6,1,43,2.08,612,81,104.29,,7973353,27120,71295,6225
Jason Rudd,9,0,0.0,36.22,21,43,35.0,24,42,0.0,0,0,55.22,,92765,10307,15875,8305
Jason Schuler,52,0,0.0,31.94,6,43,31.88,13,43,0.27,14,11,67.63,,889288,17102,46775,9170
Jason White,55,0,0.0,34.8,23,43,29.64,8,43,0.02,1,1,54.65,0.0,870716,17073,54571,6405
Jay Fogleman,19,0,0.0,16.58,2,34,17.16,8,33,2.68,51,51,99.89,,40420,2127,12025,525
Jay Hedgecock,15,0,0.0,12.7,7,27,21.0,6,38,0.0,0,0,100.4,,7190,479,1525,150
Jay Sauter,130,0,0.0,23.06,1,42,23.11,3,43,0.72,93,29,93.96,,2452964,18869,55120,8935
Jay Sommers,1,0,0.0,33.0,33,33,28.0,28,28,0.0,0,0,79.0,,17115,17115,17115,17115
Jeb Burton,156,2,0.01282,15.82,1,38,17.38,1,38,1.09,170,26,21.6,0.09,34945,17473,19680,15265
Jeff Barry,15,0,0.0,29.6,12,42,27.53,14,40,0.0,0,0,80.4,,49386,3292,8950,805
Jeff Berry,14,0,0.0,23.89,14,38,19.0,7,42,0.0,0,0,97.0,,9130,652,1325,200
Jeff Burton,306,27,0.08824,14.43,1,41,13.95,1,42,15.76,4823,197,127.2,,5050828,16506,98250,300
Jeff Falk,4,0,0.0,38.75,32,43,27.25,24,31,0.0,0,0,81.25,,37625,9406,10540,8725
Jeff Finley,1,0,0.0,31.0,31,31,13.0,13,13,0.0,0,0,124.0,,21000,21000,21000,21000
Jeff Fuller,188,1,0.00532,25.12,1,43,28.76,1,43,1.15,217,145,77.07,,2281072,12133,39560,1415
Jeff Fultz,7,0,0.0,32.29,27,35,27.57,16,42,0.0,0,0,80.29,,119590,17084,33425,8525
Jeff Gordon,73,5,0.06849,11.66,1,44,13.75,1,42,19.56,1428,177,125.34,,741376,10156,113844,400
Jeff Green,535,16,0.02991,21.65,1,43,25.69,1,43,8.65,4629,210,65.26,0.0,7515183,17893,100020,400
Jeff Hall,5,0,0.0,20.67,15,28,16.4,10,24,0.0,0,0,114.0,,1780,356,550,200
Jeff Halverson,1,0,0.0,,,,12.0,12,12,0.0,0,0,127.0,,400,400,400,400
Jeff Hensley,90,0,0.0,15.83,5,40,15.16,4,33,0.13,12,12,118.24,,63980,711,2000,200
Jeff Krogh,57,0,0.0,30.77,4,43,27.37,5,43,0.23,13,5,80.72,,445282,7951,25100,2785
Jeff McClure,20,0,0.0,35.2,12,42,28.0,16,42,0.0,0,0,64.9,,76160,3808,12400,250
Jeff Neal,4,0,0.0,27.5,10,38,36.0,32,44,0.0,0,0,55.0,,18485,4621,10400,1850
Jeff Oakley,1,0,0.0,43.0,43,43,36.0,36,36,0.0,0,0,55.0,,8340,8340,8340,8340
Jeff Purvis,187,4,0.02139,18.12,1,42,18.39,1,43,3.2,599,121,109.98,,2927565,15655,84070,750
Jeff Spraker,23,0,0.0,34.96,14,43,32.43,17,42,0.0,0,0,63.7,,150314,6535,29305,700
Jeff Stevens,3,0,0.0,26.0,15,34,38.67,31,47,12.33,37,37,0.0,,6250,2083,3950,1100
Jeff Streeter,9,0,0.0,34.44,18,43,34.33,29,41,0.0,0,0,45.44,,117410,13046,18750,7720
Jeffrey Earnhardt,170,0,0.0,26.45,1,43,24.32,2,40,0.28,47,29,16.22,0.0,1485378,22506,57876,10520
Jennifer Jo Cobb,31,0,0.0,37.84,28,43,32.68,22,43,0.0,0,0,14.13,0.0,414607,14807,24098,9385
Jeremy Clements,478,2,0.00418,21.91,3,43,20.96,1,42,0.19,90,11,24.53,0.04,4417677,22088,58476,12590
Jeremy Mayfield,36,0,0.0,23.72,3,43,25.94,4,43,0.75,27,14,85.39,,405268,11257,41525,1945
Jerick Johnson,7,0,0.0,41.71,39,43,39.71,35,42,0.0,0,0,30.71,,129788,18541,31640,13375
Jerry Foyt,2,0,0.0,36.5,36,37,26.0,25,27,0.0,0,0,85.0,,6100,3050,3130,2970
Jerry Glanville,6,0,0.0,28.5,23,35,27.17,20,40,0.0,0,0,81.5,,10620,1770,3900,890
Jerry Hill,2,0,0.0,32.0,24,40,24.0,22,26,0.0,0,0,91.0,,43445,21723,22245,21200
Jerry Marquis,2,0,0.0,23.0,7,39,33.5,29,38,0.0,0,0,62.5,,8770,4385,5970,2800
Jerry McCart,1,0,0.0,42.0,42,42,43.0,43,43,0.0,0,0,34.0,,7943,7943,7943,7943
Jerry Nadeau,8,0,0.0,22.38,10,32,27.25,19,39,0.0,0,0,81.25,,36185,4523,14420,1755
Jerry Reary,3,0,0.0,41.67,39,43,35.0,31,38,0.0,0,0,58.0,,42580,14193,18075,10080
Jerry Robertson,24,0,0.0,30.21,14,43,33.21,22,42,0.13,3,3,61.71,,377630,15735,21700,2945
Jerry Taylor,6,0,0.0,34.0,34,34,22.17,17,28,0.0,0,0,96.5,,1695,283,765,100
Jesse Iwuji,17,0,0.0,31.12,17,38,28.24,11,36,0.0,0,0,5.94,0.0,0,,,
Jesse Little,56,0,0.0,22.91,2,37,23.84,10,40,0.09,5,5,13.25,0.0,0,,,
Jesse Love,14,1,0.07143,7.29,1,15,12.29,1,28,18.21,255,157,31.07,0.64,0,,,
Jim Bown,122,0,0.0,20.65,1,42,24.57,3,42,0.39,48,25,89.87,,533411,4372,23636,575
"Jim Brinkley, Jr.",1,0,0.0,27.0,27,27,24.0,24,24,0.0,0,0,91.0,,770,770,770,770
Jim Coltrane,2,0,0.0,,,,21.5,20,23,0.0,0,0,98.5,,425,213,220,205
Jim Dottellis,4,0,0.0,19.33,15,22,29.0,14,38,0.0,0,0,76.0,,1725,431,680,175
Jim Keeker,1,0,0.0,27.0,27,27,25.0,25,25,0.0,0,0,88.0,,1125,1125,1125,1125
Jim Sauter,4,0,0.0,23.25,10,31,21.75,16,29,0.0,0,0,76.5,,20750,5188,11315,625
Jimmie Johnson,93,1,0.01075,17.03,1,43,18.14,1,43,3.81,354,90,107.99,,1737660,18685,88220,4765
Jimmy Burns,1,0,0.0,40.0,40,40,25.0,25,25,0.0,0,0,0.0,,1730,1730,1730,1730
Jimmy Cope,1,0,0.0,26.0,26,26,18.0,18,18,0.0,0,0,109.0,,1655,1655,1655,1655
"Jimmy Edwards, Jr.",1,0,0.0,39.0,39,39,34.0,34,34,0.0,0,0,61.0,,535,535,535,535
Jimmy Foster,16,0,0.0,26.13,9,40,34.75,16,42,0.0,0,0,58.75,,96537,6034,11320,2860
Jimmy Hardin,1,0,0.0,,,,24.0,24,24,0.0,0,0,91.0,,100,100,100,100
Jimmy Henderson,1,0,0.0,35.0,35,35,33.0,33,33,0.0,0,0,64.0,,14920,14920,14920,14920
Jimmy Hensley,255,9,0.03529,11.55,1,42,12.6,1,42,7.44,1897,192,128.22,,838592,3289,25250,175
Jimmy Horton,7,0,0.0,25.14,18,34,28.14,15,41,0.0,0,0,62.14,,10058,1437,3350,385
Jimmy Jennings,2,0,0.0,,,,15.5,11,20,0.0,0,0,116.5,,670,335,450,220
Jimmy Kitchens,47,0,0.0,36.19,18,43,33.77,7,43,0.0,0,0,61.06,,639433,13605,37675,2280
Jimmy Lawson,113,0,0.0,17.77,3,41,16.51,5,35,0.0,0,0,114.09,,74090,656,1645,210
Jimmy Means,3,0,0.0,21.0,14,30,23.33,10,30,0.0,0,0,93.33,,4810,1603,2575,935
Jimmy Morales,2,0,0.0,28.5,25,32,29.5,20,39,0.0,0,0,74.5,,79095,39548,39970,39125
Jimmy Poovey,2,0,0.0,30.5,26,35,16.0,16,16,0.0,0,0,115.0,,1650,825,825,825
Jimmy Spencer,211,12,0.05687,17.16,1,40,17.08,1,42,11.65,2458,192,115.22,,2048070,9706,72950,270
Jimmy Vasser,2,0,0.0,18.5,5,32,26.5,25,28,0.0,0,0,83.5,,45175,22588,32600,12575
Jimmy Weller III,10,0,0.0,32.1,25,37,31.9,26,40,0.0,0,0,11.7,,217371,21737,27347,18336
Jody Lavender,1,0,0.0,34.0,34,34,23.0,23,23,0.0,0,0,94.0,,11780,11780,11780,11780
Jody Ridley,3,0,0.0,6.33,3,12,11.0,2,29,6.67,20,20,138.67,,21380,7127,15950,780
Joe Aramendia,3,0,0.0,36.33,25,43,22.67,20,25,0.0,0,0,95.0,,49005,16335,18950,11450
Joe Bessey,163,1,0.00613,21.85,1,43,23.21,1,43,2.08,339,107,92.02,,1163192,7136,30260,700
Joe Buford,18,0,0.0,33.61,10,43,34.61,17,43,0.06,1,1,59.44,,196826,10935,15025,5650
Joe Bush,3,0,0.0,38.67,35,42,31.33,29,33,0.0,0,0,69.0,,33425,11142,14325,8825
Joe Cooksey,3,0,0.0,42.33,42,43,33.67,29,43,0.0,0,0,62.0,,37850,12617,16575,8140
Joe Cudmore,5,0,0.0,31.8,22,42,23.6,12,37,0.0,0,0,92.2,,9886,1977,3935,650
Joe Falk,1,0,0.0,23.0,23,23,17.0,17,17,0.0,0,0,0.0,,250,250,250,250
Joe Fields,2,0,0.0,,,,14.5,11,18,0.0,0,0,119.5,,775,388,450,325
Joe Fox,2,0,0.0,38.5,36,41,39.5,38,41,0.0,0,0,20.0,,48480,24240,31700,16780
Joe Frasson,1,0,0.0,16.0,16,16,12.0,12,12,0.0,0,0,127.0,,2350,2350,2350,2350
Joe Graf Jr,126,0,0.0,26.35,3,40,25.75,7,40,0.16,20,8,11.44,0.0,0,,,
Joe Harrison,39,0,0.0,23.69,6,41,22.26,11,44,0.0,0,0,96.23,,30110,772,2315,200
Joe Kelly,27,0,0.0,17.89,5,34,18.11,5,40,0.0,0,0,94.3,,32925,1219,5070,275
Joe Millikan,5,0,0.0,23.2,16,32,24.2,8,44,0.0,0,0,91.0,,3380,676,1010,270
Joe Nemechek,453,16,0.03532,18.64,1,43,18.99,1,43,6.42,2906,147,87.13,0.0,7384429,17375,85175,360
Joe Nott,1,0,0.0,27.0,27,27,33.0,33,33,0.0,0,0,64.0,,3485,3485,3485,3485
Joe Pezza,2,0,0.0,39.0,38,40,36.0,34,38,0.0,0,0,55.0,,5275,2638,2750,2525
Joe Ruttman,21,1,0.04762,12.14,2,36,24.0,1,40,2.43,51,27,78.19,,111515,5310,17860,365
Joe Thurman,184,0,0.0,21.99,2,43,17.65,4,40,0.3,56,47,110.72,,231629,1259,11400,200
Joe Varde,1,0,0.0,18.0,18,18,34.0,34,34,0.0,0,0,61.0,,8180,8180,8180,8180
Joel Kauffman,18,0,0.0,28.94,12,42,31.22,22,43,0.0,0,0,69.33,,370426,20579,42180,13965
Joey Clanton,18,0,0.0,23.06,10,37,22.78,5,41,0.11,2,2,95.33,,338345,18797,34625,11865
Joey Coulter,5,0,0.0,13.4,6,21,15.4,10,21,0.6,3,3,0.0,,96450,19290,23550,15825
Joey Gase,280,0,0.0,31.86,14,43,27.23,5,43,0.01,2,1,13.03,0.0,2283055,20945,55701,9286
Joey Kourafas,12,0,0.0,20.92,1,39,21.25,3,41,0.33,4,4,62.25,,44928,3744,11094,450
Joey Logano,176,30,0.17045,6.41,1,38,6.94,1,36,26.59,4680,300,56.61,0.0,5078327,34783,107488,10825
Joey McCarthy,9,0,0.0,38.78,32,43,36.11,28,43,0.0,0,0,50.89,,47465,5274,15045,2285
Joey Michaels,2,0,0.0,14.0,14,14,20.5,14,27,0.0,0,0,101.5,,975,488,875,100
Joey Miller,1,0,0.0,33.0,33,33,36.0,36,36,0.0,0,0,55.0,,19150,19150,19150,19150
Joey Scarallo,2,0,0.0,38.0,37,39,38.5,38,39,0.0,0,0,23.0,,26180,13090,13875,12305
Johanna Long,42,0,0.0,21.64,8,42,23.55,12,40,0.0,0,0,20.45,,943361,22461,54013,13875
John Alexander,1,0,0.0,34.0,34,34,40.0,40,40,0.0,0,0,43.0,,2535,2535,2535,2535
John Anderson,5,0,0.0,17.4,13,22,19.4,6,36,0.0,0,0,106.4,,10830,2166,3800,700
John Andretti,37,0,0.0,21.68,5,39,20.97,5,42,0.08,3,1,100.86,,981164,26518,49645,17051
John Blankenship,4,0,0.0,29.5,26,39,27.5,23,36,0.0,0,0,16.5,,82522,20631,22608,19093
John Britt,1,0,0.0,27.0,27,27,28.0,28,28,0.0,0,0,79.0,,630,630,630,630
John Cleek,2,0,0.0,22.5,14,31,32.0,24,40,0.0,0,0,67.0,,1050,525,820,230
John Currence,1,0,0.0,,,,23.0,23,23,0.0,0,0,94.0,,205,205,205,205
John Finger,1,0,0.0,31.0,31,31,24.0,24,24,0.0,0,0,91.0,,10600,10600,10600,10600
John Graham,14,0,0.0,38.71,32,42,31.5,23,41,0.0,0,0,52.14,0.0,197845,19785,35350,12905
John H. Nemechek,107,10,0.09346,11.37,1,38,11.79,1,37,16.41,1756,198,27.07,0.5,0,,,
John Hayden,16,0,0.0,34.25,22,43,30.88,18,43,0.0,0,0,62.75,,223924,13995,19150,10560
John Jackson,37,0,0.0,37.27,24,42,36.41,30,42,0.0,0,0,3.84,0.0,185908,12394,17889,9661
John Linville,136,0,0.0,24.84,10,44,20.74,8,42,0.0,0,0,98.76,,118148,869,4880,200
John Livingston,4,0,0.0,36.0,36,36,20.25,15,29,0.0,0,0,102.25,,1420,355,760,175
John McFadden,4,0,0.0,31.0,20,37,26.25,17,33,0.0,0,0,84.25,,4210,1053,1850,205
John Nemechek,1,0,0.0,23.0,23,23,30.0,30,30,0.0,0,0,73.0,,2275,2275,2275,2275
John Plemmons,2,0,0.0,,,,16.0,16,16,0.0,0,0,115.0,,510,255,270,240
John Preston,6,0,0.0,32.17,10,44,32.0,24,40,0.0,0,0,67.0,,39275,6546,8500,5025
John Settlemyre,6,1,0.16667,11.5,5,18,8.83,1,20,8.83,53,53,142.33,,4860,810,2200,220
John Tanner,4,0,0.0,33.5,31,37,29.25,21,39,0.0,0,0,75.25,,11665,2916,3510,2065
John Utsman,7,0,0.0,16.75,9,24,17.57,8,27,0.0,0,0,110.71,,6240,891,3030,215
John Wes Townley,76,0,0.0,22.86,5,43,25.03,13,42,0.21,16,10,40.25,,1749946,23648,55651,11369
John Young,5,0,0.0,35.4,27,42,32.6,28,39,0.0,0,0,28.6,,106168,21234,40945,11520
"Johnny Benson, Jr.",91,3,0.03297,19.03,1,44,17.53,1,43,8.18,744,113,112.34,,1043215,11464,48525,1625
Johnny Borneman III,20,0,0.0,33.3,19,43,27.65,5,43,0.0,0,0,80.4,,402426,20121,27775,13175
Johnny Chapman,117,0,0.0,32.44,11,43,35.74,11,43,0.0,0,0,48.62,,1565421,13380,28808,1560
Johnny O'Connell,1,0,0.0,12.0,12,12,12.0,12,12,0.0,0,0,32.0,,19400,19400,19400,19400
Johnny Rumley,51,2,0.03922,24.78,1,44,23.22,1,42,3.9,199,135,94.49,,313627,6150,23174,1205
Johnny Sauter,207,3,0.01449,18.86,1,41,20.32,1,43,4.53,937,162,100.67,0.0,5448419,26708,92470,10825
Johnny Smith,2,0,0.0,12.0,8,16,20.5,19,22,0.0,0,0,101.5,,3280,1640,1650,1630
Johnny Talley,1,0,0.0,36.0,36,36,37.0,37,37,0.0,0,0,0.0,,525,525,525,525
Jon Lizotte,1,0,0.0,41.0,41,41,34.0,34,34,0.0,0,0,0.0,,1200,1200,1200,1200
Jon Wood,85,0,0.0,22.98,2,41,22.73,2,43,0.04,3,2,95.62,,2177924,25623,72925,12025
Jonathan Lee Edwards,2,0,0.0,,,,18.5,16,21,0.0,0,0,107.5,,510,255,295,215
Jordan Anderson,23,0,0.0,31.09,18,38,29.78,4,40,0.3,7,6,3.13,0.0,20227,20227,20227,20227
Jordan Taylor,2,0,0.0,9.0,6,12,21.5,16,27,0.0,0,0,10.5,0.0,0,,,
Jorge Goeters,10,0,0.0,21.2,1,43,25.7,7,41,2.7,27,24,87.5,,283745,28375,54860,14265
Jose Luis Ramirez,2,0,0.0,31.0,29,33,35.0,31,39,0.0,0,0,58.0,,78720,39360,40985,37735
Josh Berry,95,5,0.05263,12.32,1,33,13.44,1,38,8.24,783,95,29.49,0.39,74064,24688,26739,23575
Josh Bilicki,98,0,0.0,28.89,8,40,26.97,8,40,0.16,16,10,9.84,0.0,0,,,
Josh Reaume,35,0,0.0,36.43,24,40,34.31,23,40,0.0,0,0,8.57,0.0,492660,18948,50590,9970
Josh Richards,14,0,0.0,26.14,17,36,25.71,16,34,0.0,0,0,18.29,,202469,14462,23848,11395
Josh Richeson,24,0,0.0,33.54,19,42,37.33,27,43,0.0,0,0,49.33,,334071,13920,38250,8010
Josh Williams,200,0,0.0,24.74,7,40,22.65,6,40,0.1,19,10,14.56,0.0,0,,,
Josh Wise,150,0,0.0,27.17,4,43,29.31,4,43,0.14,21,7,33.69,,2737826,19280,52278,9160
Juan Carlos Blum,13,0,0.0,37.31,30,41,30.15,26,37,0.0,0,0,13.85,,281174,21629,42120,14095
Juan Pablo Montoya,23,1,0.04348,17.65,2,37,21.0,1,40,2.26,52,43,102.48,,658146,28615,125646,14625
Julia Landauer,2,0,0.0,34.5,32,37,32.0,28,36,0.0,0,0,5.0,0.0,0,,,
Junior Franks,1,0,0.0,39.0,39,39,33.0,33,33,0.0,0,0,64.0,,3685,3685,3685,3685
Junior Garrett,1,0,0.0,38.0,38,38,25.0,25,25,0.0,0,0,88.0,,900,900,900,900
Junior Miller,11,0,0.0,29.57,20,38,17.91,8,28,0.0,0,0,109.55,,5540,504,965,210
Junior Niedecken,4,0,0.0,27.0,16,35,11.75,9,14,0.0,0,0,128.25,,7750,1938,2955,700
Justin Allgaier,452,24,0.0531,10.13,1,42,11.67,1,40,12.94,5849,182,49.33,0.66,4868875,27982,94318,15140
Justin Ashburn,30,0,0.0,37.77,27,43,36.9,14,43,0.03,1,1,45.6,,485157,16172,37625,9799
Justin Boston,2,0,0.0,11.5,11,12,10.5,9,12,0.0,0,0,0.0,,42290,21145,21550,20740
Justin Diercks,14,0,0.0,37.29,28,43,31.5,22,43,0.0,0,0,58.29,,253527,18109,25235,12935
Justin Haley,107,4,0.03738,9.74,1,40,11.48,1,38,2.58,276,80,29.76,0.27,0,,,
Justin Hobgood,15,0,0.0,31.6,11,43,39.53,27,43,0.0,0,0,44.4,,267121,17808,21865,14665
Justin Jennings,2,0,0.0,34.5,34,35,29.0,26,32,0.0,0,0,0.0,,25760,12880,13350,12410
Justin Labonte,76,1,0.01316,27.88,4,43,25.7,1,43,0.25,19,12,84.93,,1561602,20547,79985,5885
Justin Lofton,4,0,0.0,22.75,9,32,24.0,16,37,0.0,0,0,91.0,,89274,22319,25763,18250
Justin Marks,36,1,0.02778,16.67,2,40,21.86,1,43,1.19,43,43,31.17,0.0,349508,26885,55846,9715
Kaden Honeycutt,2,0,0.0,25.5,18,33,30.5,23,38,0.0,0,0,0.0,0.0,0,,,
Kasey Kahne,215,8,0.03721,12.28,1,41,15.79,1,43,6.41,1378,152,88.08,0.0,5127899,24188,94050,9675
Kat Teasdale,1,0,0.0,40.0,40,40,31.0,31,31,0.0,0,0,70.0,,5375,5375,5375,5375
Katherine Legge,5,0,0.0,26.0,22,32,28.6,14,38,0.0,0,0,9.4,0.0,0,,,
Kaz Grala,77,0,0.0,21.13,3,40,18.78,4,40,0.23,18,8,17.18,0.01,0,,,
Keith Murt,1,0,0.0,28.0,28,28,38.0,38,38,0.0,0,0,49.0,,17545,17545,17545,17545
