driver,total_races,wins,win_pct,avg_start,best_start,worst_start,avg_finish,best_finish,worst_finish,avg_laps_led,total_laps_led,most_laps_led,avg_points,avg_playoff_pts,total_money,avg_money,max_race_money,min_race_money
"Tim Bainey, Jr.",1,0,0.0,41.0,41,41,28.0,28,28,0.0,0,0,16.0,,19118,19118,19118,19118
Tim Bender,19,0,0.0,19.74,1,38,30.53,17,41,0.0,0,0,66.63,,103275,5436,13850,500
Tim Connolly,1,0,0.0,39.0,39,39,25.0,25,25,0.0,0,0,19.0,,17518,17518,17518,17518
Tim Cowen,7,0,0.0,33.57,30,36,27.43,18,37,0.0,0,0,13.14,0.0,46065,15355,16543,13350
Tim Dwiggins,1,0,0.0,25.0,25,25,24.0,24,24,0.0,0,0,91.0,,700,700,700,700
Tim Edwards,1,0,0.0,34.0,34,34,39.0,39,39,0.0,0,0,46.0,,10980,10980,10980,10980
Tim Fedewa,333,4,0.01201,21.35,1,44,20.28,1,43,2.14,711,118,102.79,,4350723,13065,55350,1130
"Tim George, Jr.",4,0,0.0,22.0,16,29,27.5,21,36,0.0,0,0,30.5,,61398,15350,20518,10775
Tim McCreadie,6,0,0.0,28.17,17,37,21.0,12,32,0.0,0,0,100.0,,147000,24500,32140,21100
Tim McGuire,7,0,0.0,24.86,20,31,19.29,13,28,0.0,0,0,105.14,,4090,584,1020,220
Tim Nooner,2,0,0.0,24.0,24,24,20.0,20,20,0.0,0,0,103.0,,945,473,725,220
Tim Richmond,10,2,0.2,4.2,1,18,15.9,1,30,44.8,448,151,95.7,,73355,7336,37200,470
Tim Sauter,111,0,0.0,27.4,3,43,24.41,6,43,0.21,23,6,89.29,,1963634,17690,49920,7110
Tim Schendel,24,0,0.0,36.67,26,42,34.25,24,43,0.0,0,0,12.46,,334858,13952,19280,10050
Tim Steele,10,0,0.0,20.1,2,38,23.6,5,37,2.6,26,24,93.4,,89770,8977,24275,2245
Tim Viens,4,0,0.0,36.25,29,40,29.0,18,36,0.0,0,0,0.0,0.0,26528,26528,26528,26528
Tim Zock,1,0,0.0,35.0,35,35,37.0,37,37,0.0,0,0,52.0,,4700,4700,4700,4700
Timmy Hill,243,0,0.0,30.51,9,42,28.33,2,40,0.09,22,4,7.16,0.0,1656342,20199,50770,9875
Timothy Peters,8,0,0.0,21.13,4,30,22.25,13,41,0.0,0,0,96.25,,211455,26432,33110,21125
Tina Gordon,14,0,0.0,39.43,30,43,34.5,10,43,0.0,0,0,57.14,,243798,17414,23815,8148
Toby Porter,1,0,0.0,31.0,31,31,26.0,26,26,0.0,0,0,85.0,,32500,32500,32500,32500
"Toby Tobias, Jr.",3,0,0.0,39.0,36,41,36.67,32,40,0.0,0,0,53.0,,13520,4507,6700,3135
Todd Bodine,333,15,0.04505,16.86,1,41,15.48,1,44,7.02,2336,146,118.46,0.0,4887226,14765,98370,215
Todd Cray,4,0,0.0,22.75,18,28,26.0,21,29,0.0,0,0,85.0,,2285,571,625,500
Todd Kluever,51,0,0.0,22.0,1,41,21.92,7,42,0.49,25,17,97.86,,1424257,27927,55770,14275
Todd Peck,13,0,0.0,37.0,29,40,32.0,25,40,0.0,0,0,8.15,0.0,21115,21115,21115,21115
Todd Souza,2,0,0.0,37.0,36,38,31.5,23,40,0.0,0,0,68.5,,61680,30840,42050,19630
Todd Szegedy,3,0,0.0,24.0,12,37,25.0,15,39,0.0,0,0,88.0,,52200,17400,19635,15910
Todd Taylor,2,0,0.0,25.0,17,33,26.5,25,28,0.0,0,0,83.5,,1485,743,775,710
Tom Bolles,11,0,0.0,30.45,15,42,25.36,9,45,0.0,0,0,87.27,,48263,4388,10450,2325
"Tom Carey, Jr.",2,0,0.0,41.0,40,42,41.5,40,43,0.0,0,0,38.5,,20930,10465,13640,7290
Tom Harrington,8,0,0.0,17.63,12,25,20.38,9,32,0.0,0,0,102.13,,5235,654,1300,320
"Tom Hessert, Jr.",3,0,0.0,32.67,31,34,29.33,24,38,0.0,0,0,75.0,,7135,2378,2885,1790
Tom Hubert,14,0,0.0,29.5,14,42,31.93,18,43,1.07,15,15,63.43,,170293,12164,31643,7300
Tom Peck,171,0,0.0,21.25,3,44,16.54,3,41,0.5,86,35,114.29,,583320,3411,26546,335
Tom Quinney,1,0,0.0,33.0,33,33,30.0,30,30,0.0,0,0,0.0,,1255,1255,1255,1255
Tom Rosati,2,0,0.0,29.5,22,37,37.5,36,39,0.0,0,0,50.5,,6675,3338,4350,2325
Tom Usry,5,0,0.0,24.8,11,40,26.4,15,37,0.0,0,0,42.6,,4488,898,2718,220
Tommy Ellis,235,22,0.09362,10.62,1,40,14.28,1,43,23.14,5438,200,123.63,,825942,3515,49456,200
Tommy Hilbert,8,0,0.0,22.43,13,37,18.13,8,40,0.0,0,0,109.38,,5510,689,1405,225
Tommy Houston,417,24,0.05755,15.81,1,42,14.77,1,45,10.2,4252,198,122.7,,1608654,3858,19957,130
Tommy Joe Martins,128,0,0.0,25.89,1,40,24.7,10,40,0.15,19,5,13.29,0.0,151676,13789,18625,10740
Tommy Kendall,1,0,0.0,21.0,21,21,15.0,15,15,0.0,0,0,118.0,,3200,3200,3200,3200
Tommy Riggins,12,0,0.0,24.0,14,40,27.17,9,38,0.33,4,3,70.17,,13844,1154,2265,315
Tommy Sigmon,59,0,0.0,22.14,4,43,20.34,7,35,0.0,0,0,100.42,,60800,1031,2795,215
Tommy Wood,2,0,0.0,35.0,30,40,24.5,18,31,0.0,0,0,89.5,,1510,755,865,645
Tomy Drissi,11,0,0.0,31.18,25,39,26.91,18,36,0.0,0,0,15.27,,177167,19685,26425,10375
Tony Anderson,2,0,0.0,29.0,29,29,30.0,18,42,0.0,0,0,73.0,,1150,575,920,230
Tony Ave,4,0,0.0,25.0,10,43,27.5,15,39,0.25,1,1,81.75,,100556,25139,32070,15700
Tony Cunningham,3,0,0.0,30.67,21,39,22.0,18,24,0.0,0,0,60.67,,2860,953,1275,310
Tony Hirschman,7,0,0.0,22.29,8,34,29.14,11,44,0.0,0,0,75.57,,19338,2763,4325,900
Tony Hulin,3,0,0.0,29.0,20,39,19.0,15,24,0.0,0,0,106.0,,1700,567,770,230
Tony Mrakovich,1,0,0.0,35.0,35,35,24.0,24,24,0.0,0,0,13.0,0.0,0,,,
Tony Raines,283,0,0.0,26.17,1,43,20.66,2,43,0.8,227,123,97.19,,5843359,20721,55828,9115
Tony Roper,19,0,0.0,22.89,4,43,28.16,8,43,0.0,0,0,78.79,,202735,10670,16325,6010
Tony Stewart,94,11,0.11702,15.28,1,42,15.35,1,42,14.36,1350,136,116.17,,2617422,27845,117295,3280
Tony Warren,9,0,0.0,21.71,2,40,16.0,5,25,0.0,0,0,116.78,,9055,1006,4695,200
Toshio Suzuki,1,0,0.0,40.0,40,40,33.0,33,33,0.0,0,0,64.0,,2290,2290,2290,2290
Tracy Hines,17,0,0.0,25.06,5,41,28.71,13,43,0.0,0,0,76.88,,369592,21741,50545,14000
Tracy Leslie,206,1,0.00485,21.96,1,43,19.83,1,43,0.85,175,48,104.68,,1238600,6013,28778,1345
Travis Geisler,12,0,0.0,30.17,20,39,26.5,21,40,0.0,0,0,83.5,,213965,17830,20910,14270
Travis Kittleson,11,0,0.0,29.55,22,40,28.73,17,38,0.0,0,0,76.82,,189383,17217,31685,13020
Travis Kvapil,13,0,0.0,28.31,3,40,25.54,20,33,0.23,3,2,33.85,,101103,20221,26450,14275
Travis Pastrana,42,0,0.0,18.1,1,42,21.33,9,36,0.26,11,6,22.74,,906698,21588,59713,10465
Travis Powell,1,0,0.0,39.0,39,39,41.0,41,41,0.0,0,0,40.0,,10560,10560,10560,10560
Travis Sauter,1,0,0.0,36.0,36,36,30.0,30,30,0.0,0,0,14.0,,20000,20000,20000,20000
Trevor Bayne,164,2,0.0122,10.23,1,39,13.33,1,41,4.19,687,64,57.26,0.17,4224447,27976,87066,14475
Trevor Boys,3,0,0.0,41.0,40,42,32.67,29,35,0.0,0,0,65.0,,85523,28508,38613,14875
Troy Beebe,48,0,0.0,27.73,4,45,24.58,10,43,0.06,3,3,89.27,,97379,2029,10814,725
Troy Cline,5,0,0.0,30.0,19,37,26.6,21,38,0.0,0,0,83.2,,62205,12441,19000,10105
Ty Dillon,165,1,0.00606,11.76,1,38,11.67,1,37,3.7,611,155,21.72,0.0,2335265,29939,82916,16745
Ty Gibbs,62,12,0.19355,6.95,1,36,10.11,1,37,24.0,1488,197,31.58,1.1,0,,,
Ty Majeski,15,0,0.0,16.67,8,39,23.73,7,37,0.27,4,4,14.4,0.0,0,,,
Tyler Hill,4,0,0.0,29.5,27,33,28.5,20,35,0.0,0,0,1.5,0.0,0,,,
Tyler Matthews,9,0,0.0,30.67,23,38,27.89,20,37,0.0,0,0,9.22,0.0,0,,,
Tyler Reddick,98,10,0.10204,10.83,1,40,11.91,1,40,9.19,901,110,29.5,0.51,0,,,
Tyler Walker,19,0,0.0,21.0,8,40,27.42,12,43,0.0,0,0,80.74,,355501,18711,41675,11025
Tyler Young,2,0,0.0,29.5,28,31,33.5,28,39,0.0,0,0,0.0,,21826,21826,21826,21826
Vern Slagh,1,0,0.0,34.0,34,34,30.0,30,30,0.0,0,0,73.0,,13825,13825,13825,13825
"Victor Gonzalez, Jr.",8,0,0.0,29.25,16,41,22.88,14,37,0.0,0,0,64.88,0.0,151857,21694,33700,14800
Victor Sifton,1,0,0.0,30.0,30,30,31.0,31,31,0.0,0,0,70.0,,2045,2045,2045,2045
Vinnie Miller,95,0,0.0,31.82,14,40,27.17,11,40,0.0,0,0,9.93,0.0,0,,,
Wade Day,2,0,0.0,36.0,34,38,30.0,29,31,0.0,0,0,73.0,,30530,15265,16995,13535
"Wally Dallenbach, Jr.",16,0,0.0,25.88,13,39,24.13,7,42,0.0,0,0,91.06,,297245,18578,42605,9310
Wally Lambert,3,0,0.0,30.0,26,36,19.0,13,26,0.0,0,0,106.0,,2525,842,1175,575
Ward Burton,161,4,0.02484,15.53,1,42,17.4,1,41,7.47,1202,259,113.06,,1291377,8021,45100,455
Wayne Broome,1,0,0.0,,,,22.0,22,22,0.0,0,0,97.0,,210,210,210,210
Wayne Carden,1,0,0.0,27.0,27,27,13.0,13,13,0.0,0,0,124.0,,345,345,345,345
Wayne Edwards,2,0,0.0,40.5,38,43,39.5,36,43,0.0,0,0,17.0,,33281,16641,16981,16300
Wayne Grubb,52,0,0.0,23.77,1,42,27.13,4,43,0.6,31,28,82.08,,483400,9296,19775,2975
Wayne Patterson,39,0,0.0,18.71,5,32,19.1,4,31,0.0,0,0,103.72,,27475,704,3175,150
Wes Burnette,2,0,0.0,23.5,16,31,20.5,19,22,0.0,0,0,53.0,,950,475,675,275
Wheeler Boys,3,0,0.0,40.0,38,41,33.33,32,35,0.0,0,0,63.0,,71448,23816,32215,17480
Will Kimmel,6,0,0.0,25.5,15,32,30.17,22,38,0.0,0,0,13.83,,119210,19868,25970,15336
Will Rodgers,9,0,0.0,22.44,9,37,26.22,12,38,0.0,0,0,11.11,0.0,0,,,
William Byron,39,4,0.10256,9.82,1,38,11.05,1,36,8.38,327,78,27.38,0.59,0,,,
Willie Allen,29,0,0.0,24.31,4,43,29.28,11,43,0.0,0,0,72.21,,600739,20715,44025,10025
Willie Blevins,4,0,0.0,28.5,25,32,18.0,10,32,0.0,0,0,109.25,,1520,380,545,175
Yvon Bedard,1,0,0.0,22.0,22,22,40.0,40,40,0.0,0,0,0.0,,1100,1100,1100,1100
Zach Bruenger,1,0,0.0,40.0,40,40,38.0,38,38,0.0,0,0,0.0,,13678,13678,13678,13678
Zane Smith,12,0,0.0,9.33,3,16,12.17,5,36,0.42,5,3,26.83,0.0,0,,,
