owner,total_races,wins,win_pct,avg_start,best_start,worst_start,avg_finish,best_finish,worst_finish,avg_laps_led,total_laps_led,most_laps_led,avg_points,avg_playoff_pts,total_money,avg_money,max_race_money,min_race_money
Walther's Auto Wrecking,3,0,0.0,29.67,21,37,24.0,12,34,0.0,0,0,91.0,,2885,962,1060,900
Warren Racing,1,0,0.0,18.0,18,18,24.0,24,24,0.0,0,0,91.0,,200,200,200,200
Watts Racing,2,0,0.0,32.0,28,36,34.5,34,35,0.0,0,0,59.5,,2500,1250,1650,850
Wayne Beahr,5,0,0.0,41.2,36,43,35.4,24,42,0.0,0,0,56.8,,59870,11974,20200,5220
Wayne Day,276,1,0.00362,30.57,1,45,30.89,1,43,0.26,71,67,68.13,,3985808,14441,51073,500
Wayne Grissom,160,8,0.05,20.2,1,41,15.58,1,46,6.05,968,150,118.31,,736156,4601,23031,210
Wayne Jesel,70,1,0.01429,19.31,2,43,22.29,1,43,0.67,47,23,97.37,,1309066,18701,77820,9686
Weast Racing,4,0,0.0,27.25,14,40,24.5,10,37,0.0,0,0,89.75,,9375,2344,3630,1075
Weese Racing,1,0,0.0,36.0,36,36,36.0,36,36,0.0,0,0,55.0,,350,350,350,350
Welding Specialties,1,0,0.0,34.0,34,34,42.0,42,42,0.0,0,0,0.0,,1000,1000,1000,1000
Wellman Racing,1,0,0.0,37.0,37,37,34.0,34,34,0.0,0,0,61.0,,965,965,965,965
Wendy's,10,0,0.0,11.4,1,34,20.8,6,40,0.1,1,1,77.8,,11253,1125,2738,220
Wendy's Hamburgers,1,0,0.0,7.0,7,7,7.0,7,7,0.0,0,0,146.0,,4850,4850,4850,4850
West Hartford Tool & Die,1,0,0.0,39.0,39,39,29.0,29,29,0.0,0,0,76.0,,1580,1580,1580,1580
West Virginia Tourism,9,0,0.0,20.33,13,26,16.0,6,26,0.0,0,0,115.56,,10485,1165,2400,600
Wheelers Grocery,3,0,0.0,29.5,19,40,23.33,21,27,0.0,0,0,93.0,,1555,518,700,425
Wheels Discount Auto,1,0,0.0,23.0,23,23,25.0,25,25,0.0,0,0,88.0,,2875,2875,2875,2875
Who's For Kids,1,0,0.0,34.0,34,34,40.0,40,40,0.0,0,0,43.0,,2535,2535,2535,2535
William Alsup,5,0,0.0,33.6,28,43,35.4,29,42,0.0,0,0,48.8,,52870,13218,14655,11130
William Fain,1,0,0.0,41.0,41,41,40.0,40,40,0.0,0,0,43.0,,8590,8590,8590,8590
William Grubb,72,0,0.0,22.22,1,42,25.75,4,43,0.43,31,28,86.14,,527000,7319,19775,360
William Herzog,36,0,0.0,17.58,4,43,19.61,6,43,0.67,24,22,105.14,,500165,13893,32725,6925
William Spencer,10,0,0.0,22.1,12,32,25.3,13,33,0.0,0,0,87.1,,178543,17854,23543,13355
Williams Racing,4,0,0.0,28.75,24,36,27.5,18,33,0.0,0,0,80.5,,1445,361,475,285
Williford Prod. Builders,2,0,0.0,28.5,28,29,14.0,11,17,0.0,0,0,121.0,,3220,1610,2380,840
Wilmington Trust,1,0,0.0,34.0,34,34,33.0,33,33,0.0,0,0,64.0,,2750,2750,2750,2750
Wilson Racing,2,0,0.0,19.0,17,21,28.5,26,31,0.0,0,0,77.5,,1000,500,500,500
Winner's Circle Auto Parts,1,0,0.0,38.0,38,38,24.0,24,24,0.0,0,0,91.0,,4176,4176,4176,4176
Wiseco / Gillogly,1,0,0.0,14.0,14,14,24.0,24,24,0.0,0,0,0.0,,500,500,500,500
Wolfe & Swickard,1,0,0.0,8.0,8,8,18.0,18,18,0.0,0,0,109.0,,825,825,825,825
XCI Racing,3,0,0.0,17.0,14,21,20.33,8,37,0.33,1,1,16.67,0.0,0,,,
Yates Racing,129,1,0.00775,19.13,2,43,20.99,1,42,1.02,131,34,101.54,,2992375,23197,103823,9675
Zerex,3,0,0.0,25.0,17,33,22.0,13,28,0.0,0,0,97.0,,2335,778,850,710
