season,race,site,track,track_length,track_type,finish,start,driver,manufacturer,truck_number,owner,sponsor,win,top_5,top_10,top_20,laps,laps_led,status,money,pts,playoff_pts
2000,22,Dover,Dover International Speedway,1.0,paved track,23,28,Wayne Edwards,Chevrolet,93.0,Lonnie Troxell,WorldBestBuy.com,0,0,0,0,194,0,running,10470.0,94,
2000,22,Dover,Dover International Speedway,1.0,paved track,24,34,Jeff Beck,Ford,9.0,Marty Walsh,Economy Rent-a-Car,0,0,0,0,193,0,running,10370.0,91,
2000,22,Dover,Dover International Speedway,1.0,paved track,25,16,Ricky Hendrick,Chevrolet,17.0,Rick Hendrick,GMAC / Quaker State,0,0,0,0,190,0,running,10270.0,88,
2000,22,Dover,Dover International Speedway,1.0,paved track,26,21,J.D. Gibbs,Chevrolet,20.0,Joe Gibbs,MBNA,0,0,0,0,173,0,running,10170.0,85,
2000,22,Dover,Dover International Speedway,1.0,paved track,27,5,Jack Sprague,Chevrolet,24.0,Rick Hendrick,GMAC Financial Services,0,0,0,0,131,0,crash,12070.0,82,
2000,22,Dover,Dover International Speedway,1.0,paved track,28,33,Tom Boston,Chevrolet,51.0,Rick Ware,Ware Racing,0,0,0,0,89,0,crash,9970.0,79,
2000,22,Dover,Dover International Speedway,1.0,paved track,29,13,Bryan Reffner,Chevrolet,3.0,John Menard,Johns Manville / Menards,0,0,0,0,78,0,engine,10870.0,76,
2000,22,Dover,Dover International Speedway,1.0,paved track,30,29,"Tom Carey, Jr.",Dodge,10.0,Kevin Banning,AAA Aircraft Supply,0,0,0,0,76,0,crash,9770.0,73,
2000,22,Dover,Dover International Speedway,1.0,paved track,31,25,Lance Norick,Chevrolet,90.0,Ron Norick,Victory Lane Karting,0,0,0,0,76,0,crash,10670.0,70,
2000,22,Dover,Dover International Speedway,1.0,paved track,32,26,Jimmy Hensley,Chevrolet,16.0,Ed Rensi,eLink / Shure-Line Electrical,0,0,0,0,68,0,engine,10620.0,67,
2000,22,Dover,Dover International Speedway,1.0,paved track,33,19,Coy Gibbs,Chevrolet,48.0,Joe Gibbs,MBNA,0,0,0,0,50,0,crash,9570.0,64,
2000,22,Dover,Dover International Speedway,1.0,paved track,34,32,B.A. Wilson,Chevrolet,73.0,Joey Sonntag,Berryman Chem Tool,0,0,0,0,2,0,crash,9470.0,61,
2000,23,Fort Worth,Texas Motor Speedway,1.5,paved track,1,1,Bryan Reffner,Chevrolet,3.0,John Menard,Johns Manville / Menards,1,1,1,1,167,28,running,70485.0,180,
2000,23,Fort Worth,Texas Motor Speedway,1.5,paved track,2,6,Andy Houston,Chevrolet,60.0,Mike Addington,CAT Rental Stores,0,1,1,1,167,50,running,41625.0,175,
2000,23,Fort Worth,Texas Motor Speedway,1.5,paved track,3,4,Kurt Busch,Ford,99.0,Jack Roush,Exide Batteries,0,1,1,1,167,23,running,29805.0,170,
2000,23,Fort Worth,Texas Motor Speedway,1.5,paved track,4,17,Jimmy Hensley,Chevrolet,16.0,Ed Rensi,eLink / Mobile Max2,0,1,1,1,167,0,running,18000.0,160,
2000,23,Fort Worth,Texas Motor Speedway,1.5,paved track,5,10,Dennis Setzer,Dodge,1.0,Bob Keselowski,Mopar Performance,0,1,1,1,167,0,running,13505.0,155,
2000,23,Fort Worth,Texas Motor Speedway,1.5,paved track,6,29,Rick Crawford,Ford,14.0,Tom Mitchell,Milwaukee Electric Tool,0,0,1,1,167,0,running,11100.0,150,
2000,23,Fort Worth,Texas Motor Speedway,1.5,paved track,7,20,Randy Tolsma,Chevrolet,25.0,David Hodson,Citgo Supergard,0,0,1,1,167,0,running,10475.0,146,
2000,23,Fort Worth,Texas Motor Speedway,1.5,paved track,8,8,Ricky Hendrick,Chevrolet,17.0,Rick Hendrick,GMAC / Quaker State,0,0,1,1,167,0,running,8975.0,142,
2000,23,Fort Worth,Texas Motor Speedway,1.5,paved track,9,18,Rick Carelli,Ford,66.0,Dale Phelon,R.E. Phelon / Carlin Burners,0,0,1,1,167,0,running,9875.0,138,
2000,23,Fort Worth,Texas Motor Speedway,1.5,paved track,10,16,Mark Petty,Dodge,44.0,Maurice Petty,Maurice Petty & Associates,0,0,1,1,167,0,running,9675.0,134,
2000,23,Fort Worth,Texas Motor Speedway,1.5,paved track,11,25,Joe Ruttman,Dodge,18.0,Bobby Hamilton Racing,Dana Corporation,0,0,0,1,167,0,running,10175.0,130,
2000,23,Fort Worth,Texas Motor Speedway,1.5,paved track,12,2,David Starr,Dodge,41.0,Mike Farris,Case Construction Equipment,0,0,0,1,167,6,running,8490.0,132,
2000,23,Fort Worth,Texas Motor Speedway,1.5,paved track,13,34,Rick Ware,Chevrolet,51.0,Rick Ware,Line-X Bedliners / Johnsen's,0,0,0,1,164,0,running,8390.0,124,
2000,23,Fort Worth,Texas Motor Speedway,1.5,paved track,14,33,Randy MacDonald,Chevrolet,72.0,Doc MacDonald,3M,0,0,0,1,163,0,running,9290.0,121,
2000,23,Fort Worth,Texas Motor Speedway,1.5,paved track,15,31,Carlos Contreras,Dodge,12.0,Russell Kersh,Hot Wheels,0,0,0,1,160,0,running,9490.0,118,
2000,23,Fort Worth,Texas Motor Speedway,1.5,paved track,16,35,Ricky Sanders,Ford,27.0,Mike Albernaz,Hastings Filters / Trucktrix.com,0,0,0,1,153,0,running,8090.0,115,
2000,23,Fort Worth,Texas Motor Speedway,1.5,paved track,17,9,Terry Cook,Chevrolet,88.0,Duke Thorson,PickupTruck.com,0,0,0,1,151,0,running,9000.0,112,
2000,23,Fort Worth,Texas Motor Speedway,1.5,paved track,18,24,Chris Horn,Chevrolet,58.0,Fred Horn,Hornengines.com,0,0,0,1,140,0,engine,7915.0,109,
2000,23,Fort Worth,Texas Motor Speedway,1.5,paved track,19,7,Marty Houston,Chevrolet,75.0,Wayne Spears,Spears Manufacturing,0,0,0,1,126,0,running,8815.0,106,
2000,23,Fort Worth,Texas Motor Speedway,1.5,paved track,20,32,Lance Norick,Chevrolet,90.0,Ron Norick,Victory Lane Kids,0,0,0,1,119,0,running,8965.0,103,
2000,23,Fort Worth,Texas Motor Speedway,1.5,paved track,21,12,Mike Wallace,Ford,2.0,Jim Smith,Team ASE Racing,0,0,0,0,117,0,engine,8615.0,100,
2000,23,Fort Worth,Texas Motor Speedway,1.5,paved track,22,5,Jack Sprague,Chevrolet,24.0,Rick Hendrick,GMAC Financial Services,0,0,0,0,114,54,crash,12015.0,107,
2000,23,Fort Worth,Texas Motor Speedway,1.5,paved track,23,13,Derrike Cope,Dodge,86.0,David Hodson,Royal Crown Cola,0,0,0,0,114,0,crash,7415.0,94,
2000,23,Fort Worth,Texas Motor Speedway,1.5,paved track,24,22,Brian Sockwell,Chevrolet,54.0,Dennis Sockwell,Team Sockwell,0,0,0,0,109,0,running,7315.0,91,
2000,23,Fort Worth,Texas Motor Speedway,1.5,paved track,25,3,Greg Biffle,Ford,50.0,Jack Roush,Grainger,0,0,0,0,79,6,crash,8215.0,93,
2000,23,Fort Worth,Texas Motor Speedway,1.5,paved track,26,26,Larry Gunselman,Ford,31.0,Bob Brevak,Brevak Racing,0,0,0,0,52,0,engine,7115.0,85,
2000,23,Fort Worth,Texas Motor Speedway,1.5,paved track,27,21,B.A. Wilson,Chevrolet,73.0,Joey Sonntag,Berryman Chem Tool,0,0,0,0,43,0,running,8015.0,82,
2000,23,Fort Worth,Texas Motor Speedway,1.5,paved track,28,19,Steve Grissom,Dodge,43.0,Petty Enterprises,Dodge Motorsports,0,0,0,0,40,0,engine,7915.0,79,
2000,23,Fort Worth,Texas Motor Speedway,1.5,paved track,29,15,Tony Roper,Ford,26.0,Mike Mittler,Mittler Tool,0,0,0,0,31,0,crash,6815.0,76,
2000,23,Fort Worth,Texas Motor Speedway,1.5,paved track,30,36,Randy Renfrow,Chevrolet,7.0,John Conely,Anderson's Engine Remanufacturing,0,0,0,0,17,0,fatigue,6715.0,73,
2000,23,Fort Worth,Texas Motor Speedway,1.5,paved track,31,11,Rob Morgan,Ford,46.0,David Dollar,Acxiom,0,0,0,0,17,0,crash,7590.0,70,
2000,23,Fort Worth,Texas Motor Speedway,1.5,paved track,32,28,Patrick Lawler,Chevrolet,38.0,Jeff Russell,Total Turbine / Interstate Wire,0,0,0,0,10,0,crash,6590.0,67,
2000,23,Fort Worth,Texas Motor Speedway,1.5,paved track,33,14,Chad Chaffin,Chevrolet,61.0,Ed Rensi,eLink / Mobile Max2,0,0,0,0,1,0,crash,6590.0,64,
2000,23,Fort Worth,Texas Motor Speedway,1.5,paved track,34,23,Coy Gibbs,Chevrolet,20.0,Joe Gibbs,Hot Rod Magazine,0,0,0,0,1,0,crash,6590.0,61,
2000,23,Fort Worth,Texas Motor Speedway,1.5,paved track,35,27,Eric Norris,Ford,5.0,Jim Smith,Jani-King / Ultra Wheels,0,0,0,0,1,0,crash,6590.0,58,
2000,23,Fort Worth,Texas Motor Speedway,1.5,paved track,36,30,Tommy Croft,Chevrolet,71.0,Stanley Rowland,Rowland Racing,0,0,0,0,1,0,crash,6590.0,55,
2000,24,Fontana,California Speedway,2.0,paved track,1,1,Kurt Busch,Ford,99.0,Jack Roush,Exide Batteries,1,1,1,1,100,20,running,51435.0,180,
2000,24,Fontana,California Speedway,2.0,paved track,2,2,Andy Houston,Chevrolet,60.0,Mike Addington,CAT Rental Stores,0,1,1,1,100,34,running,35865.0,180,
2000,24,Fontana,California Speedway,2.0,paved track,3,10,Joe Ruttman,Dodge,18.0,Bobby Hamilton Racing,Dana Corporation,0,1,1,1,100,7,running,25555.0,170,
2000,24,Fontana,California Speedway,2.0,paved track,4,11,Jack Sprague,Chevrolet,24.0,Rick Hendrick,GMAC Financial Services,0,1,1,1,100,0,running,16880.0,160,
2000,24,Fontana,California Speedway,2.0,paved track,5,3,Greg Biffle,Ford,50.0,Jack Roush,Grainger,0,1,1,1,100,7,running,15455.0,160,
2000,24,Fontana,California Speedway,2.0,paved track,6,21,Bryan Reffner,Chevrolet,3.0,John Menard,Johns Manville / Menards,0,0,1,1,100,30,running,13150.0,155,
2000,24,Fontana,California Speedway,2.0,paved track,7,25,Terry Cook,Dodge,29.0,Ron Keselowski,Precision Gear,0,0,1,1,100,0,running,12825.0,146,
2000,24,Fontana,California Speedway,2.0,paved track,8,15,Marty Houston,Chevrolet,75.0,Wayne Spears,Spears Manufacturing,0,0,1,1,100,2,running,12625.0,147,
2000,24,Fontana,California Speedway,2.0,paved track,9,17,Matt Crafton,Chevrolet,88.0,Duke Thorson,PickupTruck.com,0,0,1,1,100,0,running,11325.0,138,
2000,24,Fontana,California Speedway,2.0,paved track,10,24,Jimmy Hensley,Chevrolet,16.0,Ed Rensi,Mobile Max2,0,0,1,1,100,0,running,13225.0,134,
2000,24,Fontana,California Speedway,2.0,paved track,11,4,Dennis Setzer,Dodge,1.0,Bob Keselowski,Mopar Performance,0,0,0,1,99,0,running,11825.0,130,
2000,24,Fontana,California Speedway,2.0,paved track,12,6,Rick Crawford,Ford,14.0,Tom Mitchell,Milwaukee Electric Tool,0,0,0,1,99,0,running,11640.0,127,
2000,24,Fontana,California Speedway,2.0,paved track,13,29,Rob Morgan,Ford,46.0,David Dollar,Acxiom,0,0,0,1,99,0,running,11590.0,124,
2000,24,Fontana,California Speedway,2.0,paved track,14,9,Mark Petty,Dodge,44.0,Maurice Petty,Maurice Petty & Associates,0,0,0,1,99,0,running,10340.0,121,
2000,24,Fontana,California Speedway,2.0,paved track,15,18,Jim Inglebright,Chevrolet,2.0,Jim Inglebright,Jelly Belly,0,0,0,1,99,0,running,10540.0,118,
2000,24,Fontana,California Speedway,2.0,paved track,16,31,Scott Riggs,Ford,31.0,Bob Brevak,Waterloo Industries / Galpin,0,0,0,1,99,0,running,10965.0,115,
2000,24,Fontana,California Speedway,2.0,paved track,17,13,Ken Schrader,Chevrolet,52.0,Ken Schrader,Federated Auto Parts,0,0,0,1,99,0,running,9840.0,112,
2000,24,Fontana,California Speedway,2.0,paved track,18,22,Steve Grissom,Dodge,43.0,Petty Enterprises,Dodge Motorsports,0,0,0,1,99,0,running,10815.0,109,
2000,24,Fontana,California Speedway,2.0,paved track,19,16,Brendan Gaughan,Chevrolet,62.0,Bill McAnally,NAPA / Martin Senour,0,0,0,1,98,0,running,9790.0,106,
2000,24,Fontana,California Speedway,2.0,paved track,20,7,Randy Tolsma,Dodge,25.0,David Hodson,Citgo Supergard,0,0,0,1,98,0,running,10890.0,103,
2000,24,Fontana,California Speedway,2.0,paved track,21,5,Rick Carelli,Ford,66.0,Dale Phelon,Carlin Burners / R.E. Phelon,0,0,0,0,98,0,running,10740.0,100,
2000,24,Fontana,California Speedway,2.0,paved track,22,20,B.A. Wilson,Dodge,73.0,Joey Sonntag,Berryman Chem Tool,0,0,0,0,97,0,crash,9715.0,97,
2000,24,Fontana,California Speedway,2.0,paved track,23,27,Ronnie Hornaday,Chevrolet,94.0,"Ron Hornaday, Jr.",Lucas Oil,0,0,0,0,97,0,running,9665.0,94,
2000,24,Fontana,California Speedway,2.0,paved track,24,23,Stan Boyd,Chevrolet,89.0,James Liguori,Pontiac Lake Service,0,0,0,0,96,0,running,9640.0,0,
2000,24,Fontana,California Speedway,2.0,paved track,25,32,Randy MacDonald,Chevrolet,72.0,Doc MacDonald,3M,0,0,0,0,96,0,running,10640.0,88,
2000,24,Fontana,California Speedway,2.0,paved track,26,12,Carlos Contreras,Dodge,12.0,Russell Kersh,Hot Wheels,0,0,0,0,95,0,running,10615.0,85,
2000,24,Fontana,California Speedway,2.0,paved track,27,26,Lance Norick,Chevrolet,90.0,Ron Norick,Aventis Behring / Helixate FS,0,0,0,0,95,0,running,10590.0,82,
2000,24,Fontana,California Speedway,2.0,paved track,28,28,Derrike Cope,Dodge,86.0,David Hodson,Royal Crown Cola,0,0,0,0,93,0,suspension,9565.0,79,
2000,24,Fontana,California Speedway,2.0,paved track,29,33,Coy Gibbs,Chevrolet,20.0,Joe Gibbs,Hot Rod Magazine,0,0,0,0,93,0,running,9540.0,76,
2000,24,Fontana,California Speedway,2.0,paved track,30,34,Donnie Neuenberger,Chevrolet,51.0,Rick Ware,Line-X Bedliners,0,0,0,0,91,0,running,9515.0,73,
2000,24,Fontana,California Speedway,2.0,paved track,31,14,Chuck Hossfeld,Ford,49.0,Jack Roush,Roush Performance Products,0,0,0,0,77,0,engine,9490.0,70,
2000,24,Fontana,California Speedway,2.0,paved track,32,8,Mike Wallace,Ford,2.0,Jim Smith,Team ASE Racing,0,0,0,0,60,0,engine,10465.0,67,
2000,24,Fontana,California Speedway,2.0,paved track,33,35,Jeff Beck,Ford,9.0,Marty Walsh,Economy Body Shop,0,0,0,0,48,0,engine,9440.0,64,
2000,24,Fontana,California Speedway,2.0,paved track,34,19,David Starr,Dodge,41.0,Mike Farris,Case Construction Equipment,0,0,0,0,42,0,engine,9415.0,61,
2000,24,Fontana,California Speedway,2.0,paved track,35,30,"Rich Woodland, Jr.",Chevrolet,6.0,Richard Woodland,National Cold Storage,0,0,0,0,31,0,engine,9390.0,58,
2000,24,Fontana,California Speedway,2.0,paved track,36,36,Phil Bonifield,Chevrolet,23.0,Tom Mazzuchi,Red Line Synthetic Oil,0,0,0,0,11,0,engine,9365.0,55,
2001,1,Daytona,Daytona International Speedway,2.5,paved track,1,1,Joe Ruttman,Dodge,18.0,Bobby Hamilton Racing,Dana Corporation,1,1,1,1,104,30,running,84310.0,185,
2001,1,Daytona,Daytona International Speedway,2.5,paved track,2,5,Ricky Hendrick,Chevrolet,17.0,Rick Hendrick,GMAC Financial Services,0,1,1,1,104,7,running,52150.0,175,
2001,1,Daytona,Daytona International Speedway,2.5,paved track,3,2,Scott Riggs,Dodge,2.0,Jim Smith,Team ASE Racing,0,1,1,1,104,19,running,39615.0,170,
2001,1,Daytona,Daytona International Speedway,2.5,paved track,4,19,Lance Norick,Chevrolet,90.0,Ron Norick,Aventis Behring Choice,0,1,1,1,104,0,running,27650.0,160,
2001,1,Daytona,Daytona International Speedway,2.5,paved track,5,20,Randy Tolsma,Chevrolet,61.0,Ed Rensi,TeamRensi.com,0,1,1,1,104,2,running,23500.0,160,
2001,1,Daytona,Daytona International Speedway,2.5,paved track,6,16,Terry Cook,Ford,29.0,Bob Keselowski,HotJobs.com,0,0,1,1,104,7,running,18550.0,155,
2001,1,Daytona,Daytona International Speedway,2.5,paved track,7,24,Coy Gibbs,Chevrolet,20.0,Joe Gibbs,MBNA,0,0,1,1,104,0,running,16150.0,146,
2001,1,Daytona,Daytona International Speedway,2.5,paved track,8,15,Bryan Reffner,Chevrolet,3.0,John Menard,Menards,0,0,1,1,104,1,running,16150.0,147,
2001,1,Daytona,Daytona International Speedway,2.5,paved track,9,8,Lyndon Amick,Chevrolet,52.0,Ken Schrader,Federated Auto Parts,0,0,1,1,104,0,running,14150.0,138,
2001,1,Daytona,Daytona International Speedway,2.5,paved track,10,33,Rick Crawford,Ford,14.0,Tom Mitchell,Milwaukee Electric Tool,0,0,1,1,104,6,running,16150.0,139,
2001,1,Daytona,Daytona International Speedway,2.5,paved track,11,23,Morgan Shepherd,Ford,21.0,DeWilton Genzman,Genzman Racing,0,0,0,1,104,2,running,13050.0,135,
2001,1,Daytona,Daytona International Speedway,2.5,paved track,12,6,Jack Sprague,Chevrolet,24.0,Rick Hendrick,NetZero,0,0,0,1,104,1,running,13865.0,132,
2001,1,Daytona,Daytona International Speedway,2.5,paved track,13,14,Rick Carelli,Ford,66.0,Dale Phelon,Phelon Motorsports,0,0,0,1,103,0,running,13765.0,124,
2001,1,Daytona,Daytona International Speedway,2.5,paved track,14,12,Bobby Dotter,Chevrolet,8.0,Gene Christensen,People Against Drugs,0,0,0,1,103,0,running,12665.0,121,
2001,1,Daytona,Daytona International Speedway,2.5,paved track,15,36,Donnie Neuenberger,Chevrolet,51.0,Rick Ware,World Champs Baltimore Ravens / RV TwoWay,0,0,0,1,103,0,running,14135.0,118,
2001,1,Daytona,Daytona International Speedway,2.5,paved track,16,25,Derrike Cope,Ford,86.0,David Hodson,National Wild Turkey Federation,0,0,0,1,102,0,running,13365.0,115,
2001,1,Daytona,Daytona International Speedway,2.5,paved track,17,22,Brian Sockwell,Chevrolet,54.0,Dennis Sockwell,Cutler-Hammer,0,0,0,1,100,0,running,12265.0,112,
2001,1,Daytona,Daytona International Speedway,2.5,paved track,18,29,Larry Gunselman,Ford,63.0,Mike Mittler,Waterloo Tool Storage,0,0,0,1,97,0,crash,12165.0,109,
2001,1,Daytona,Daytona International Speedway,2.5,paved track,19,21,Chuck Hossfeld,Ford,50.0,Jack Roush,J.R.'s Garage,0,0,0,1,97,1,crash,13065.0,111,
2001,1,Daytona,Daytona International Speedway,2.5,paved track,20,7,Carlos Contreras,Dodge,43.0,Petty Enterprises,Hot Wheels,0,0,0,1,96,0,running,13915.0,103,
2001,1,Daytona,Daytona International Speedway,2.5,paved track,21,28,Ronnie Hornaday,Chevrolet,94.0,"Ron Hornaday, Jr.",Lucas Oil,0,0,0,0,87,0,engine,11890.0,100,
2001,1,Daytona,Daytona International Speedway,2.5,paved track,22,4,Ted Musgrave,Dodge,1.0,Jim Smith,Mopar Performance,0,0,0,0,86,26,water pump,11790.0,102,
2001,1,Daytona,Daytona International Speedway,2.5,paved track,23,3,Willy T. Ribbs,Dodge,8.0,Bobby Hamilton Racing,Dodge Motorsports,0,0,0,0,84,0,running,11665.0,94,
2001,1,Daytona,Daytona International Speedway,2.5,paved track,24,13,Dennis Setzer,Chevrolet,46.0,David Dollar,Acxiom,0,0,0,0,79,2,engine,12565.0,96,
2001,1,Daytona,Daytona International Speedway,2.5,paved track,25,9,Travis Kvapil,Chevrolet,60.0,Mike Addington,CAT Rental Stores,0,0,0,0,73,0,running,12865.0,88,
2001,1,Daytona,Daytona International Speedway,2.5,paved track,26,30,"Billy Bigley, Jr.",Chevrolet,75.0,Wayne Spears,Spears Manufacturing,0,0,0,0,72,0,running,12365.0,85,
2001,1,Daytona,Daytona International Speedway,2.5,paved track,27,34,Matt Crafton,Chevrolet,88.0,Duke Thorson,Sealmaster Racing,0,0,0,0,50,0,engine,12265.0,82,
2001,1,Daytona,Daytona International Speedway,2.5,paved track,28,17,David Donohue,Chevrolet,16.0,Sam Rensi,TeamRensi.com,0,0,0,0,38,0,engine,11165.0,79,
2001,1,Daytona,Daytona International Speedway,2.5,paved track,29,32,Nathan Haseleu,Ford,99.0,Jack Roush,Roush Performance,0,0,0,0,26,0,crash,12065.0,76,
2001,1,Daytona,Daytona International Speedway,2.5,paved track,30,27,Randy MacDonald,Chevrolet,72.0,Doc MacDonald,Manitowoc / 3M,0,0,0,0,26,0,crash,11965.0,73,
2001,1,Daytona,Daytona International Speedway,2.5,paved track,31,18,Nathan Buttke,Chevrolet,81.0,Rick Ware,FansTeam.com,0,0,0,0,15,0,engine,10915.0,70,
2001,1,Daytona,Daytona International Speedway,2.5,paved track,32,11,Mark Petty,Dodge,10.0,Tex Powell,Richmond Gear,0,0,0,0,4,0,crash,11865.0,67,
2001,1,Daytona,Daytona International Speedway,2.5,paved track,33,26,Michael Dokken,Ford,31.0,Bob Brevak,Howes Lubricator,0,0,0,0,3,0,crash,10815.0,64,
2001,1,Daytona,Daytona International Speedway,2.5,paved track,34,10,David Starr,Dodge,41.0,Mike Farris,Red Cell Batteries,0,0,0,0,3,0,crash,10765.0,61,
2001,1,Daytona,Daytona International Speedway,2.5,paved track,35,35,"Rich Woodland, Jr.",Dodge,12.0,Russell Kersh,Impact Motorsports,0,0,0,0,3,0,crash,10715.0,58,
2001,1,Daytona,Daytona International Speedway,2.5,paved track,36,31,Barry Bodine,Dodge,25.0,David Hodson,Miccosukee Gaming Group,0,0,0,0,3,0,crash,10615.0,55,
2001,2,Homestead,Homestead-Miami Speedway,1.5,paved track,1,3,Ted Musgrave,Dodge,1.0,Jim Smith,Mopar Performance,1,1,1,1,167,86,running,46635.0,185,
2001,2,Homestead,Homestead-Miami Speedway,1.5,paved track,2,7,Travis Kvapil,Chevrolet,60.0,Mike Addington,CAT Rental Stores,0,1,1,1,167,0,running,32850.0,170,
2001,2,Homestead,Homestead-Miami Speedway,1.5,paved track,3,6,Jack Sprague,Chevrolet,24.0,Rick Hendrick,NetZero,0,1,1,1,167,53,running,21115.0,170,
2001,2,Homestead,Homestead-Miami Speedway,1.5,paved track,4,1,Scott Riggs,Dodge,2.0,Jim Smith,Team ASE Racing,0,1,1,1,167,12,running,18175.0,165,
2001,2,Homestead,Homestead-Miami Speedway,1.5,paved track,5,2,Ricky Hendrick,Chevrolet,17.0,Rick Hendrick,GMAC Financial Services,0,1,1,1,167,0,running,14425.0,155,
2001,2,Homestead,Homestead-Miami Speedway,1.5,paved track,6,14,Randy Tolsma,Chevrolet,61.0,Ed Rensi,Team Rensi Motorsports,0,0,1,1,167,0,running,16525.0,150,
2001,2,Homestead,Homestead-Miami Speedway,1.5,paved track,7,11,Carlos Contreras,Dodge,43.0,Petty Enterprises,Hot Wheels,0,0,1,1,166,0,running,14325.0,146,
2001,2,Homestead,Homestead-Miami Speedway,1.5,paved track,8,10,Rick Crawford,Ford,14.0,Tom Mitchell,Milwaukee Electric Tool,0,0,1,1,166,9,running,13975.0,147,
2001,2,Homestead,Homestead-Miami Speedway,1.5,paved track,9,5,Joe Ruttman,Dodge,18.0,Bobby Hamilton Racing,Dana Corporation,0,0,1,1,166,4,running,13425.0,143,
2001,2,Homestead,Homestead-Miami Speedway,1.5,paved track,10,21,Terry Cook,Ford,29.0,Bob Keselowski,K Automotive,0,0,1,1,166,0,running,15075.0,134,
2001,2,Homestead,Homestead-Miami Speedway,1.5,paved track,11,29,Coy Gibbs,Chevrolet,20.0,Joe Gibbs,MBNA,0,0,0,1,166,0,running,11975.0,130,
2001,2,Homestead,Homestead-Miami Speedway,1.5,paved track,12,26,Barry Bodine,Ford,25.0,David Hodson,Miccosukee Gaming Group,0,0,0,1,166,0,running,12790.0,127,
2001,2,Homestead,Homestead-Miami Speedway,1.5,paved track,13,4,Lance Norick,Chevrolet,90.0,Ron Norick,Aventis Behring Choice,0,0,0,1,166,0,running,12665.0,124,
2001,2,Homestead,Homestead-Miami Speedway,1.5,paved track,14,31,Nathan Haseleu,Ford,99.0,Jack Roush,Roush Performance,0,0,0,1,166,0,running,12565.0,121,
2001,2,Homestead,Homestead-Miami Speedway,1.5,paved track,15,24,Lance Hooper,Ford,9.0,Marty Walsh,Economy Rent-a-Car,0,0,0,1,166,0,running,13015.0,118,
2001,2,Homestead,Homestead-Miami Speedway,1.5,paved track,16,22,Nathan Buttke,Chevrolet,81.0,Rick Ware,FansTeam.com,0,0,0,1,166,0,running,11365.0,115,
2001,2,Homestead,Homestead-Miami Speedway,1.5,paved track,17,9,Dennis Setzer,Chevrolet,46.0,David Dollar,Acxiom / Computer Associates,0,0,0,1,166,0,running,12265.0,112,
2001,2,Homestead,Homestead-Miami Speedway,1.5,paved track,18,25,Ronnie Hornaday,Chevrolet,94.0,"Ron Hornaday, Jr.",Lucas Oil,0,0,0,1,165,0,running,11165.0,109,
2001,2,Homestead,Homestead-Miami Speedway,1.5,paved track,19,23,Willy T. Ribbs,Dodge,8.0,Bobby Hamilton Racing,Dodge Motorsports,0,0,0,1,165,0,running,11065.0,106,
2001,2,Homestead,Homestead-Miami Speedway,1.5,paved track,20,17,Chuck Hossfeld,Ford,50.0,Jack Roush,J.R.'s Garage / roushracing.com,0,0,0,1,165,0,running,12890.0,103,
2001,2,Homestead,Homestead-Miami Speedway,1.5,paved track,21,28,Bobby Dotter,Chevrolet,8.0,Gene Christensen,People Against Drugs,0,0,0,0,165,0,running,10765.0,100,
2001,2,Homestead,Homestead-Miami Speedway,1.5,paved track,22,32,Michael Dokken,Ford,31.0,Bob Brevak,Brevak Racing,0,0,0,0,165,0,running,11540.0,97,
2001,2,Homestead,Homestead-Miami Speedway,1.5,paved track,23,27,Derrike Cope,Ford,86.0,David Hodson,National Wild Turkey Federation,0,0,0,0,164,0,running,11415.0,94,
2001,2,Homestead,Homestead-Miami Speedway,1.5,paved track,24,13,"Billy Bigley, Jr.",Chevrolet,75.0,Wayne Spears,Spears Manufacturing,0,0,0,0,164,0,running,11115.0,91,
2001,2,Homestead,Homestead-Miami Speedway,1.5,paved track,25,19,Jason Small,Chevrolet,73.0,Joey Sonntag,Berryman Products / B-12 Chemtool,0,0,0,0,164,0,running,10315.0,88,
2001,2,Homestead,Homestead-Miami Speedway,1.5,paved track,26,15,Matt Crafton,Chevrolet,88.0,Duke Thorson,Sealmaster Racing,0,0,0,0,164,0,running,10715.0,85,
2001,2,Homestead,Homestead-Miami Speedway,1.5,paved track,27,20,Rob Morgan,Chevrolet,72.0,Doc MacDonald,leftbehind.com,0,0,0,0,163,0,running,10515.0,82,
2001,2,Homestead,Homestead-Miami Speedway,1.5,paved track,28,8,Bryan Reffner,Chevrolet,3.0,John Menard,Menards,0,0,0,0,163,0,running,10315.0,79,
2001,2,Homestead,Homestead-Miami Speedway,1.5,paved track,29,36,Tom Powers,Dodge,55.0,Tom Powers,Truckseries.com / Potamkin,0,0,0,0,157,0,running,9115.0,76,
2001,2,Homestead,Homestead-Miami Speedway,1.5,paved track,30,12,Rick Carelli,Chevrolet,66.0,Dale Phelon,Phelon Motorsports,0,0,0,0,114,0,engine,8390.0,73,
2001,2,Homestead,Homestead-Miami Speedway,1.5,paved track,31,34,Loni Richardson,Chevrolet,23.0,Tom Mazzuchi,Red Line Synthetic Oil,0,0,0,0,110,0,running,8365.0,70,
2001,2,Homestead,Homestead-Miami Speedway,1.5,paved track,32,35,Mark Petty,Dodge,10.0,Tex Powell,Richmond Gear,0,0,0,0,103,0,ignition,8340.0,67,
