owner,owner_overall_races,owner_overall_wins,owner_overall_win_pct,owner_overall_top_5,owner_overall_top_10,owner_overall_top_20,owner_overall_cars_raced,owner_overall_car_win_pct,owner_overall_avg_start,owner_overall_avg_finish,owner_overall_laps_led,owner_overall_avg_laps_led
Bud Reeder,54,0,0.0,3,10,26,54,0.0,18.96,20.61,80,1.48
Bud Vaughn,2,0,0.0,0,0,2,2,0.0,17.0,16.0,0,0.0
Budd Hagelin,3,0,0.0,0,0,1,3,0.0,28.67,29.0,0,0.0
Budd Olsen,1,0,0.0,0,0,1,1,0.0,12.0,13.0,0,0.0
Buddie Boys,3,0,0.0,0,0,1,3,0.0,32.67,30.33,0,0.0
Buddy Arrington,585,0,0.0,15,105,389,615,0.0,23.37,18.74,14,0.02
Buddy Baker / Danny Schiff,124,0,0.0,12,39,71,124,0.0,19.52,19.13,319,2.57
Buddy Elliott,16,0,0.0,3,9,15,17,0.0,5.43,12.88,0,0.0
Buddy Helms,12,0,0.0,0,1,9,12,0.0,24.33,17.83,0,0.0
Buddy Krebs,1,0,0.0,0,0,0,1,0.0,16.0,35.0,0,0.0
Buddy Shuman,11,0,0.0,1,4,7,11,0.0,16.0,17.45,0,0.0
Buddy Teasley,1,0,0.0,0,0,1,1,0.0,25.0,11.0,0,0.0
Busch Breakthrough,1,0,0.0,0,0,0,1,0.0,32.0,34.0,0,0.0
Buster Davis,15,0,0.0,0,0,2,15,0.0,31.4,29.0,0,0.0
Butch Gilliland,4,0,0.0,0,0,0,4,0.0,33.75,30.5,0,0.0
Butch Hartman,19,0,0.0,0,4,12,19,0.0,20.89,18.63,10,0.53
Butch Hawkersmith,12,0,0.0,1,4,6,12,0.0,30.17,22.08,0,0.0
Butch Lindley,4,0,0.0,0,0,0,4,0.0,9.0,24.75,28,7.0
Butch Mock,209,0,0.0,4,21,65,209,0.0,25.01,25.22,199,0.95
Buz McCall,53,0,0.0,0,0,9,53,0.0,24.6,30.51,2,0.04
Buzz McCann,1,0,0.0,0,0,0,1,0.0,17.0,33.0,0,0.0
Buzz Wilson,2,0,0.0,0,0,1,2,0.0,14.5,16.5,0,0.0
Buzz Woodward,11,0,0.0,1,4,10,11,0.0,19.86,11.64,0,0.0
Buzzy Boehmen,1,0,0.0,0,0,0,1,0.0,,23.0,0,0.0
Byrd Johnson,6,0,0.0,0,1,4,6,0.0,19.5,19.67,0,0.0
Byron Beatty,1,0,0.0,0,0,0,1,0.0,71.0,25.0,0,0.0
Byron King,1,0,0.0,0,0,1,1,0.0,27.0,14.0,0,0.0
C.B. Gwyn,1,0,0.0,0,0,0,1,0.0,15.0,24.0,0,0.0
C.C. Holt,2,0,0.0,0,0,0,2,0.0,26.0,22.5,0,0.0
C.D. Wilson,7,0,0.0,2,3,3,7,0.0,16.86,21.86,0,0.0
C.H. Dingler,16,0,0.0,0,4,12,16,0.0,16.71,15.94,0,0.0
C.J. Grana,5,0,0.0,0,1,3,5,0.0,20.0,19.4,0,0.0
C.L. Crawford,21,0,0.0,0,5,17,21,0.0,25.48,16.33,0,0.0
C.L. Kilpatrick,21,0,0.0,1,4,15,21,0.0,20.71,16.38,0,0.0
C.M. Julian,15,0,0.0,0,2,11,15,0.0,21.27,18.87,0,0.0
Cain-Bowman,1,0,0.0,0,0,0,1,0.0,69.0,50.0,0,0.0
Cal Connell,1,0,0.0,0,0,0,1,0.0,40.0,48.0,0,0.0
Cal Wells,239,2,0.00837,10,26,75,260,0.00769,25.13,26.92,598,2.3
Cale Yarborough,371,1,0.0027,13,32,141,371,0.0027,21.9,23.96,529,1.43
Cannonball Brown,2,0,0.0,0,0,1,2,0.0,36.0,30.5,0,0.0
Carl Anderson,1,0,0.0,0,0,0,1,0.0,32.0,37.0,0,0.0
Carl Burris,4,0,0.0,0,1,2,4,0.0,27.33,24.5,0,0.0
Carl Dane,11,1,0.09091,4,5,7,12,0.08333,17.64,20.17,54,4.5
Carl Hammill,2,0,0.0,0,0,2,2,0.0,19.0,12.5,0,0.0
Carl Joiner,5,0,0.0,0,0,1,5,0.0,27.6,25.8,0,0.0
Carl Kiekhaefer,90,52,0.57778,116,139,170,190,0.27368,6.01,8.15,8065,42.45
Carl Krueger,9,0,0.0,1,3,7,10,0.0,16.67,16.0,0,0.0
Carl Long,112,0,0.0,0,0,3,120,0.0,37.21,33.91,2,0.02
Carl Manis,2,0,0.0,0,0,0,2,0.0,33.0,35.0,0,0.0
Carl Mays,4,0,0.0,1,2,3,4,0.0,9.5,13.0,0,0.0
Carl Miller,3,0,0.0,0,0,1,3,0.0,29.67,31.67,0,0.0
Carl Price,5,0,0.0,0,0,0,5,0.0,24.8,34.6,0,0.0
Carl Rupert,26,2,0.07692,12,18,22,26,0.07692,10.92,10.42,199,7.65
Carl Tyler,12,0,0.0,0,0,4,12,0.0,27.0,23.75,0,0.0
Carl Wesson,3,0,0.0,0,0,2,3,0.0,28.67,20.0,0,0.0
Carmen Amica,23,0,0.0,2,6,15,23,0.0,17.67,16.96,0,0.0
Carson Dyer,3,0,0.0,0,0,1,3,0.0,24.0,32.0,0,0.0
Casper Hensley,28,0,0.0,4,12,22,41,0.0,18.05,19.05,0,0.0
Cathy Venturini,7,0,0.0,0,0,1,7,0.0,34.86,31.0,0,0.0
Cecil Gordon,406,0,0.0,29,108,280,416,0.0,20.8,17.24,128,0.31
Central Chevrolet Corp.,1,0,0.0,0,0,0,1,0.0,20.0,42.0,0,0.0
Chapman Racing,1,0,0.0,0,0,0,1,0.0,39.0,33.0,0,0.0
Charles Bell,3,0,0.0,0,0,1,3,0.0,25.67,20.67,0,0.0
Charles Dean,10,0,0.0,0,0,3,10,0.0,29.1,28.5,2,0.2
Charles French,7,0,0.0,0,0,4,7,0.0,19.86,20.0,0,0.0
Charles Gattalia,10,0,0.0,0,3,10,10,0.0,14.0,12.5,0,0.0
Charles Griffin,1,0,0.0,0,0,0,1,0.0,28.0,28.0,0,0.0
Charles Hardy,6,0,0.0,0,1,4,6,0.0,30.33,18.83,4,0.67
Charles Heckert,1,0,0.0,0,0,0,1,0.0,36.0,31.0,0,0.0
Charles Johnson,1,0,0.0,0,0,0,1,0.0,32.0,22.0,0,0.0
Charles Little,7,0,0.0,0,0,3,7,0.0,31.0,26.0,0,0.0
Charles Meacham,4,0,0.0,0,0,0,4,0.0,37.25,36.5,0,0.0
Charles Mobley,2,0,0.0,0,0,1,2,0.0,42.0,27.5,0,0.0
Charles Noble,1,0,0.0,0,0,0,1,0.0,17.0,23.0,0,0.0
Charles Oldham,1,0,0.0,0,0,0,1,0.0,61.0,37.0,0,0.0
Charles Powell,2,0,0.0,0,0,0,2,0.0,42.5,42.0,0,0.0
Charles Robinson,104,9,0.08654,49,66,93,104,0.08654,6.9,9.67,2367,22.76
Charles Roscoe,3,0,0.0,0,2,3,3,0.0,16.0,11.33,0,0.0
Charles Vance,11,1,0.09091,2,4,8,11,0.09091,10.71,17.18,211,19.18
Charles Venable,2,0,0.0,0,0,1,2,0.0,42.5,44.0,0,0.0
Charles Wagoner,2,0,0.0,0,0,0,2,0.0,30.0,34.5,0,0.0
Charles Weidler,2,0,0.0,0,0,0,2,0.0,48.0,38.5,0,0.0
Charles Williamson,1,0,0.0,0,0,0,1,0.0,16.0,30.0,0,0.0
Charley Griffith,9,0,0.0,1,3,6,9,0.0,20.11,19.78,0,0.0
Charlie Bradberry,2,0,0.0,0,0,0,2,0.0,29.5,42.0,0,0.0
Charlie Causey,4,0,0.0,0,0,2,4,0.0,40.0,18.75,0,0.0
Charlie Chapman,13,0,0.0,0,1,9,13,0.0,30.27,18.23,0,0.0
Charlie Cregar,6,0,0.0,0,3,3,6,0.0,19.0,21.83,0,0.0
Charlie DePriest,3,0,0.0,0,0,2,3,0.0,27.33,22.67,0,0.0
Charlie Henderson,24,0,0.0,0,0,9,24,0.0,23.13,22.67,0,0.0
Charlie Hill,1,0,0.0,0,0,1,1,0.0,7.0,15.0,0,0.0
Charlie Hughes,2,0,0.0,0,0,1,2,0.0,23.0,31.5,0,0.0
Charlie McGee,40,0,0.0,2,8,22,40,0.0,23.73,19.58,12,0.3
Charlie Padovich,1,0,0.0,0,0,0,1,0.0,19.0,59.0,0,0.0
Charlie Roberts,79,0,0.0,0,4,40,84,0.0,29.74,24.13,0,0.0
Charlie Rudolph,2,0,0.0,0,0,1,2,0.0,36.0,20.5,0,0.0
Charlie Schwam,22,1,0.04545,10,18,27,38,0.02632,11.21,16.47,527,13.87
Charlie Stone,1,0,0.0,0,0,1,1,0.0,39.0,15.0,0,0.0
Chauncey Crist,1,0,0.0,0,0,1,1,0.0,27.0,16.0,0,0.0
Chester Alford,1,0,0.0,0,0,0,1,0.0,17.0,24.0,0,0.0
Chester Barron,9,0,0.0,0,2,6,9,0.0,16.67,20.89,0,0.0
Chester Papienski,8,0,0.0,0,2,4,9,0.0,30.33,22.56,0,0.0
Chester Price,2,0,0.0,0,0,1,2,0.0,14.5,24.0,0,0.0
Chet Chiroso,4,0,0.0,0,1,3,4,0.0,17.5,17.75,0,0.0
Chet Thomson,2,0,0.0,0,0,1,2,0.0,21.5,17.5,0,0.0
Chet Williams,2,0,0.0,0,0,1,2,0.0,33.5,22.0,0,0.0
Chick DiNatale,2,0,0.0,0,0,0,2,0.0,28.0,30.0,0,0.0
Chick Garno,1,0,0.0,0,0,1,1,0.0,25.0,20.0,0,0.0
Chip Ganassi,576,15,0.02604,161,390,781,1351,0.0111,19.02,19.24,6866,5.08
Chip Lain,4,0,0.0,0,0,0,4,0.0,32.5,31.5,1,0.25
Chip MacPherson,2,0,0.0,0,0,0,2,0.0,31.5,41.0,0,0.0
Chris Milovich,2,0,0.0,0,1,2,2,0.0,9.5,12.5,0,0.0
Chris Monoleos,1,0,0.0,0,0,0,1,0.0,30.0,34.0,0,0.0
Chris Virtue,1,0,0.0,0,0,0,1,0.0,26.0,33.0,0,0.0
Chuck Garrett,1,0,0.0,0,1,1,1,0.0,,7.0,0,0.0
Chuck Green,5,0,0.0,1,2,4,5,0.0,12.2,11.2,0,0.0
Chuck Hansen,15,0,0.0,0,1,9,15,0.0,25.54,22.47,0,0.0
Chuck Hobbs,1,0,0.0,0,0,0,1,0.0,55.0,32.0,0,0.0
Chuck Housley,1,0,0.0,0,0,1,1,0.0,,12.0,0,0.0
Chuck Little,46,0,0.0,0,1,17,46,0.0,26.13,23.37,21,0.46
Chuck Meekins,5,0,0.0,1,1,3,5,0.0,16.33,16.0,0,0.0
Chuck Parkko,8,0,0.0,3,3,5,8,0.0,15.14,14.38,0,0.0
Chuck Pittinger,1,0,0.0,0,0,0,1,0.0,14.0,28.0,0,0.0
Chuck Rider,395,0,0.0,16,70,212,395,0.0,20.91,20.43,568,1.44
Chuck Wellings,2,0,0.0,0,0,1,2,0.0,22.0,19.5,0,0.0
Clarence Benton,1,0,0.0,0,0,0,1,0.0,,31.0,0,0.0
Clarence Brewer,1,0,0.0,0,0,0,1,0.0,34.0,31.0,0,0.0
Clarence Burbank,2,0,0.0,0,0,0,2,0.0,47.0,36.5,0,0.0
Clarence DeZalia,67,0,0.0,0,12,55,68,0.0,21.95,16.93,0,0.0
Clark-Warwick,6,0,0.0,3,4,6,6,0.0,13.0,8.17,0,0.0
Claude Alexander,9,0,0.0,2,4,6,9,0.0,12.57,14.67,0,0.0
Claude Porter,1,0,0.0,0,0,0,1,0.0,53.0,47.0,0,0.0
Clay Blackwell,6,0,0.0,0,0,0,6,0.0,22.5,33.17,0,0.0
Clay Eastridge,14,0,0.0,0,3,9,14,0.0,27.71,20.43,0,0.0
Clay Young,2,0,0.0,0,0,0,2,0.0,38.0,30.0,0,0.0
Clayton Cunningham,1,0,0.0,0,0,0,1,0.0,40.0,29.0,0,0.0
Clayton D'Aniello,3,0,0.0,0,0,1,3,0.0,26.0,20.67,0,0.0
Clem Proctor,6,0,0.0,0,0,1,7,0.0,15.14,27.29,0,0.0
Cliff Caldwell,4,0,0.0,1,1,3,4,0.0,13.0,15.0,0,0.0
Cliff Stewart,264,2,0.00758,40,85,175,265,0.00755,14.15,17.21,1107,4.18
Clint Folsom,3,0,0.0,0,0,0,3,0.0,35.67,38.33,0,0.0
Clinton Washburn,1,0,0.0,0,0,0,1,0.0,34.0,40.0,0,0.0
Clyde Dagit,2,0,0.0,0,0,2,2,0.0,30.0,16.5,0,0.0
Clyde Lynn,167,0,0.0,9,76,143,177,0.0,19.21,14.13,0,0.0
Clyde Minter,20,0,0.0,4,6,11,20,0.0,19.89,20.1,0,0.0
Clyde Mitchell,2,0,0.0,0,0,2,2,0.0,22.0,19.5,0,0.0
Clyde Pittinger,1,0,0.0,0,0,1,1,0.0,21.0,17.0,0,0.0
Coleman Lawrence,22,0,0.0,0,8,23,26,0.0,28.93,15.77,0,0.0
Coo Coo Marlin,1,0,0.0,0,0,0,1,0.0,29.0,28.0,0,0.0
Corey Fillip,12,0,0.0,0,0,4,12,0.0,29.33,26.83,0,0.0
Cos Cancilla,25,1,0.04,5,6,16,28,0.03571,21.61,17.64,34,1.21
Cotton Hodges,1,0,0.0,0,0,1,1,0.0,25.0,18.0,0,0.0
Cotton Owens,344,38,0.11047,177,241,325,407,0.09337,7.85,11.62,9729,23.9
Cotton Priddy,3,0,0.0,0,0,1,3,0.0,28.5,25.0,0,0.0
Cozze Brothers,8,0,0.0,0,1,2,8,0.0,31.25,26.88,0,0.0
Crash Carson,1,0,0.0,0,0,0,1,0.0,34.0,34.0,0,0.0
Crawford Brothers,24,1,0.04167,1,1,5,24,0.04167,28.0,27.54,43,1.79
Crawford Clements,2,0,0.0,0,0,0,2,0.0,39.0,38.5,0,0.0
Curley Barker,4,0,0.0,3,4,4,4,0.0,13.67,5.0,182,45.5
Curly Weida,9,1,0.11111,1,2,8,9,0.11111,8.0,13.22,28,3.11
Curtis Crider,221,0,0.0,14,70,209,287,0.0,19.92,16.87,0,0.0
Curtis Key,32,0,0.0,0,0,0,32,0.0,37.81,35.56,0,0.0
Curtis Larimer,11,0,0.0,0,1,3,11,0.0,23.45,23.09,0,0.0
Curtis Payne,4,0,0.0,0,0,1,4,0.0,27.25,27.5,0,0.0
Curtis Reid,1,0,0.0,0,0,0,1,0.0,75.0,28.0,0,0.0
Curtis Satterfield,6,0,0.0,0,0,0,6,0.0,24.17,31.83,0,0.0
Curtis Turner,3,0,0.0,0,1,2,3,0.0,6.0,18.0,0,0.0
D. Nienberg Hay,1,0,0.0,0,0,1,1,0.0,35.0,17.0,0,0.0
D. Wayne Strout,1,0,0.0,0,0,0,1,0.0,37.0,26.0,0,0.0
D.G. Hall,3,0,0.0,0,0,2,3,0.0,16.0,20.0,0,0.0
D.K. Ulrich,498,0,0.0,1,33,240,547,0.0,26.66,22.47,127,0.23
Dailey Moyer,11,1,0.09091,2,4,9,12,0.08333,17.86,18.58,66,5.5
"Dale Earnhardt, Inc.",393,24,0.06107,128,250,517,972,0.02469,19.94,20.3,8366,8.61
Dale Swanson,10,1,0.1,3,5,8,10,0.1,16.5,13.5,3,0.3
Damon Leonard,2,0,0.0,0,0,0,2,0.0,33.0,40.5,0,0.0
Dan Bray,1,0,0.0,0,0,0,1,0.0,20.0,25.0,0,0.0
Dan Breithaupt,1,0,0.0,0,1,1,1,0.0,15.0,9.0,0,0.0
Dan Colone,8,0,0.0,5,7,8,8,0.0,8.5,6.0,0,0.0
Dan Dostinich,3,0,0.0,0,1,3,4,0.0,35.5,21.5,0,0.0
Dan Obrist,1,0,0.0,0,0,0,1,0.0,43.0,43.0,0,0.0
Dana Patten,4,0,0.0,0,0,0,4,0.0,35.75,28.25,0,0.0
Danny Eames,1,0,0.0,0,0,0,1,0.0,32.0,27.0,0,0.0
Danny Graves,8,1,0.125,3,4,6,8,0.125,2.88,13.5,174,21.75
Danny Letner,4,0,0.0,0,1,3,4,0.0,9.33,18.0,0,0.0
Danny Queen,2,0,0.0,0,0,0,2,0.0,30.0,30.0,0,0.0
Danny Weinberg,3,0,0.0,0,1,2,3,0.0,16.33,18.67,0,0.0
Darin Brassfield,3,0,0.0,0,0,1,3,0.0,31.67,21.33,0,0.0
Darrell Bryant,1,0,0.0,0,0,0,1,0.0,24.0,34.0,0,0.0
Darrell Waltrip,269,6,0.0223,45,95,149,270,0.02222,18.94,18.53,1566,5.8
Darvin Randahl,7,0,0.0,0,1,4,7,0.0,22.29,19.43,0,0.0
Darwin Oordt,30,0,0.0,0,1,5,30,0.0,29.13,28.37,2,0.07
Daugherty Enterprises / Slenderizers,1,0,0.0,0,0,0,1,0.0,29.0,24.0,0,0.0
Dave Alonzo,4,0,0.0,0,0,1,4,0.0,28.25,24.75,0,0.0
Dave Dion,11,0,0.0,0,1,4,11,0.0,22.36,25.45,0,0.0
Dave Everett,9,0,0.0,0,3,9,9,0.0,21.56,12.56,0,0.0
Dave Hill,5,0,0.0,0,1,1,5,0.0,24.6,27.2,0,0.0
Dave Kennedy,2,0,0.0,0,0,1,3,0.0,22.67,27.0,0,0.0
Dave Kent,24,0,0.0,2,7,19,24,0.0,14.75,13.83,1,0.04
Dave Mader,4,0,0.0,0,0,1,4,0.0,22.75,27.0,0,0.0
Dave Marcis,711,1,0.00141,40,127,312,711,0.00141,23.73,22.0,1041,1.46
Dave McCredy,2,0,0.0,0,0,2,2,0.0,22.0,14.0,0,0.0
Dave Quate,12,0,0.0,3,4,8,14,0.0,10.75,19.71,0,0.0
Dave Terrell,68,0,0.0,4,23,47,68,0.0,17.73,16.97,9,0.13
Dave Watson,6,0,0.0,0,0,1,6,0.0,33.67,35.67,0,0.0
Dave White,7,0,0.0,0,2,5,7,0.0,14.0,17.43,0,0.0
David Bean,1,0,0.0,0,0,0,1,0.0,43.0,36.0,0,0.0
David Blair,18,0,0.0,0,1,5,18,0.0,19.17,25.17,13,0.72
David Chester,1,0,0.0,0,0,1,1,0.0,3.0,15.0,0,0.0
David Ezell,1,0,0.0,1,1,1,1,0.0,6.0,3.0,0,0.0
David Lee Sellers,10,0,0.0,0,1,4,10,0.0,27.2,23.4,0,0.0
David Pearson,79,0,0.0,6,15,44,79,0.0,17.81,20.39,6,0.08
David Ray Boggs,31,0,0.0,0,2,13,31,0.0,24.58,24.35,0,0.0
David Sisco,94,0,0.0,4,23,57,95,0.0,21.91,18.68,86,0.91
David Vaughn,1,0,0.0,0,0,1,1,0.0,,18.0,0,0.0
David Walker,11,0,0.0,1,3,6,12,0.0,21.25,17.83,0,0.0
David Warren,71,0,0.0,0,4,45,71,0.0,21.75,19.08,0,0.0
Davis Brothers,4,0,0.0,0,1,1,4,0.0,21.0,28.25,5,1.25
Dawson Lechlider,4,0,0.0,0,0,1,4,0.0,24.0,31.0,0,0.0
Dean Barnicle,11,0,0.0,0,5,8,13,0.0,22.77,17.69,0,0.0
Dean Dalton,122,0,0.0,0,10,60,122,0.0,25.84,21.58,6,0.05
Dean Monroe,2,0,0.0,0,0,0,2,0.0,16.0,33.0,0,0.0
Dean Myers,42,0,0.0,0,1,8,42,0.0,28.31,29.64,1,0.02
Dean Thorne,10,0,0.0,1,2,6,10,0.0,25.67,21.0,0,0.0
Del Smith,4,0,0.0,0,1,1,4,0.0,40.5,21.0,0,0.0
Delbert Puro,4,0,0.0,0,0,0,4,0.0,24.0,33.25,0,0.0
Dell Pearson,9,0,0.0,1,3,7,9,0.0,31.0,15.22,0,0.0
Dennis Gallion,6,0,0.0,0,0,3,6,0.0,25.0,23.5,0,0.0
Dennis Holt,73,0,0.0,0,1,47,73,0.0,23.04,19.32,0,0.0
Derick Close,32,0,0.0,0,0,8,32,0.0,30.31,26.5,7,0.22
Derrike Cope,21,0,0.0,0,0,0,21,0.0,37.57,39.14,0,0.0
Detroit Kaiser Dealers.,1,0,0.0,0,0,0,1,0.0,12.0,28.0,0,0.0
DiGard Racing,371,43,0.1159,158,211,260,377,0.11406,8.53,13.44,14368,38.11
Dick Bahre,31,0,0.0,0,0,4,31,0.0,29.13,29.74,0,0.0
Dick Bailey,1,0,0.0,0,0,1,1,0.0,9.0,20.0,0,0.0
Dick Beaty,26,0,0.0,2,10,24,26,0.0,16.16,11.96,0,0.0
Dick Behling,1,0,0.0,0,0,1,1,0.0,32.0,12.0,0,0.0
Dick Bown,27,0,0.0,0,2,9,27,0.0,23.3,27.37,0,0.0
Dick Brooks,127,0,0.0,19,36,64,127,0.0,17.44,20.1,200,1.57
Dick Carter,3,0,0.0,0,0,1,3,0.0,27.0,28.0,0,0.0
Dick Clothier,5,0,0.0,0,2,4,5,0.0,39.0,16.4,0,0.0
Dick Curry,1,0,0.0,0,0,0,1,0.0,31.0,44.0,0,0.0
Dick Dixon,1,0,0.0,0,0,0,1,0.0,17.0,22.0,0,0.0
Dick Eagan,6,0,0.0,1,3,4,6,0.0,14.0,14.33,0,0.0
Dick Foley,7,0,0.0,0,0,2,7,0.0,33.71,34.29,0,0.0
Dick Freeman,7,0,0.0,0,0,4,7,0.0,31.57,26.86,0,0.0
Dick Getty,24,0,0.0,2,8,18,24,0.0,18.59,15.46,0,0.0
Dick Guldstrand,1,0,0.0,0,0,0,1,0.0,21.0,32.0,0,0.0
Dick Hutcherson,4,0,0.0,2,2,4,4,0.0,4.25,8.75,75,18.75
Dick Johnson,59,0,0.0,0,4,26,59,0.0,20.19,22.05,0,0.0
Dick Joslin,5,0,0.0,0,0,1,5,0.0,33.8,30.2,0,0.0
Dick Kranzler,9,0,0.0,0,0,3,9,0.0,28.67,25.89,0,0.0
Dick Meyer,2,0,0.0,1,1,2,2,0.0,14.5,10.5,0,0.0
Dick Midgley,25,0,0.0,0,2,9,26,0.0,25.69,26.81,8,0.31
Dick Moroso,66,0,0.0,1,3,26,68,0.0,24.31,25.24,9,0.13
Dick Niles,3,0,0.0,1,2,3,3,0.0,12.67,10.0,0,0.0
Dick Passwater,1,0,0.0,0,1,1,1,0.0,22.0,9.0,0,0.0
Dick Poling,1,0,0.0,0,0,0,1,0.0,39.0,27.0,0,0.0
Dick Ross,2,0,0.0,0,0,0,2,0.0,,26.0,0,0.0
Dick Stanley,5,0,0.0,0,0,2,5,0.0,27.0,24.8,0,0.0
Dick Walters,7,0,0.0,0,1,6,7,0.0,18.71,17.71,0,0.0
Dick Wearing,3,0,0.0,0,1,2,3,0.0,26.0,17.67,0,0.0
Dick Whalen,1,0,0.0,0,0,1,1,0.0,32.0,19.0,0,0.0
Dick Wright,8,0,0.0,0,1,3,8,0.0,15.38,26.63,0,0.0
Dietrich Mateschitz,172,2,0.01163,20,56,140,324,0.00617,21.06,22.94,887,2.74
Dingman Brothers,29,0,0.0,0,2,7,29,0.0,24.69,28.34,1,0.03
Dink Widenhouse,27,0,0.0,2,11,18,27,0.0,14.68,17.41,0,0.0
Doc Faustina,36,0,0.0,0,1,7,36,0.0,29.44,27.67,0,0.0
Doc White,44,3,0.06818,9,16,31,47,0.06383,16.57,15.7,637,13.55
Doe & Associates,1,0,0.0,0,0,0,1,0.0,36.0,37.0,0,0.0
Dominic Persicketti,4,0,0.0,0,2,4,4,0.0,21.0,13.5,0,0.0
Don Angel,22,0,0.0,2,6,15,23,0.0,19.25,16.43,0,0.0
Don Arnold,44,0,0.0,0,0,0,44,0.0,34.64,35.02,8,0.18
Don Bailey,3,0,0.0,0,0,2,3,0.0,41.0,21.33,0,0.0
Don Biederman,1,0,0.0,0,0,0,1,0.0,21.0,23.0,0,0.0
Don Bierschwale,81,0,0.0,1,4,19,81,0.0,28.38,26.98,4,0.05
Don Cecchini,2,0,0.0,0,0,1,2,0.0,24.5,27.5,0,0.0
Don Culpepper,104,0,0.0,1,18,66,104,0.0,21.09,18.25,24,0.23
Don Eggert,2,0,0.0,0,0,1,2,0.0,,21.0,0,0.0
Don Every,27,0,0.0,4,12,21,27,0.0,17.63,16.19,0,0.0
Don Freymiller,3,0,0.0,0,0,0,3,0.0,38.33,34.67,4,1.33
Don Gallagher,1,0,0.0,0,0,1,1,0.0,26.0,13.0,0,0.0
Don Gibbs,15,0,0.0,0,0,3,15,0.0,29.07,30.4,3,0.2
Don Gray,2,0,0.0,0,0,2,2,0.0,16.0,18.5,0,0.0
Don Guy,2,0,0.0,0,0,0,2,0.0,35.5,25.5,0,0.0
Don Hamilton,2,0,0.0,0,0,0,2,0.0,23.0,23.0,0,0.0
Don Harrison,8,0,0.0,0,0,1,8,0.0,23.63,27.63,0,0.0
Don Henison,2,0,0.0,0,0,1,2,0.0,20.5,25.5,0,0.0
Don Holcomb,14,0,0.0,0,4,13,14,0.0,25.36,14.43,0,0.0
Don House,9,0,0.0,0,1,4,9,0.0,23.11,24.89,0,0.0
Don Hume,3,0,0.0,0,0,1,3,0.0,35.33,27.33,0,0.0
Don Noel,12,0,0.0,0,0,3,12,0.0,27.0,29.83,0,0.0
Don Nuzum,8,0,0.0,0,0,3,8,0.0,28.75,25.25,0,0.0
Don Oldenberg,14,0,0.0,2,8,11,15,0.0,17.89,15.93,0,0.0
Don Oliver,6,0,0.0,1,2,5,6,0.0,14.33,13.0,0,0.0
Don Pruitt,1,0,0.0,0,0,0,1,0.0,30.0,32.0,0,0.0
Don Robertson,430,2,0.00465,6,91,311,521,0.00384,23.46,19.02,217,0.42
Don Rogala,24,3,0.125,6,13,18,28,0.10714,8.75,15.25,464,16.57
Don Satterfield,8,0,0.0,0,0,0,8,0.0,31.5,29.13,0,0.0
Don Simkins,1,0,0.0,0,0,1,1,0.0,38.0,12.0,0,0.0
Don Snyder,9,0,0.0,1,3,4,9,0.0,19.44,20.0,0,0.0
Don Tarr,62,0,0.0,1,7,27,62,0.0,24.82,23.71,5,0.08
Don Taylor,3,0,0.0,0,0,2,3,0.0,20.0,23.33,0,0.0
Don Walker,3,0,0.0,0,0,1,3,0.0,31.33,26.0,0,0.0
Don Waterman,9,0,0.0,0,1,5,9,0.0,26.56,20.22,2,0.22
Don White,4,0,0.0,3,3,4,4,0.0,11.33,4.5,0,0.0
Don Whittington,2,0,0.0,0,0,0,2,0.0,23.0,28.0,0,0.0
Donald Brackins,83,7,0.08434,32,41,66,84,0.08333,9.23,12.93,1990,23.69
Donald Dean,1,0,0.0,0,0,0,1,0.0,33.0,21.0,0,0.0
Donald Green,1,0,0.0,0,0,1,1,0.0,29.0,18.0,0,0.0
Donald Thomas,2,0,0.0,0,1,2,2,0.0,22.5,13.5,0,0.0
Donna Simpson,1,0,0.0,0,0,0,1,0.0,36.0,26.0,0,0.0
Donny Paul,3,0,0.0,0,0,0,3,0.0,30.67,37.0,0,0.0
Doreen Jeffrey,3,0,0.0,0,0,0,3,0.0,32.67,29.67,0,0.0
Doug Bawel,353,0,0.0,5,23,108,355,0.0,26.17,26.45,175,0.49
Doug Cox,24,0,0.0,3,11,20,24,0.0,18.13,14.71,0,0.0
Doug Cutler,1,0,0.0,0,0,1,1,0.0,34.0,13.0,0,0.0
Doug Meeks,22,0,0.0,2,8,16,22,0.0,16.55,15.95,0,0.0
Doug Moore,13,0,0.0,0,0,7,13,0.0,22.31,20.31,0,0.0
Doug Spohn,2,0,0.0,0,0,1,2,0.0,34.5,24.0,0,0.0
Doug Stringer,4,0,0.0,0,0,0,4,0.0,34.75,30.5,0,0.0
Doug Yates,20,0,0.0,2,7,14,20,0.0,9.7,17.2,22,1.1
Douglas Ezell,1,0,0.0,0,1,1,1,0.0,,7.0,0,0.0
Douglas Smith,4,0,0.0,0,0,0,4,0.0,30.0,31.5,0,0.0
DuWayne Wahl,10,0,0.0,0,0,3,10,0.0,27.5,25.8,3,0.3
Duane Duvall,1,0,0.0,0,0,1,1,0.0,20.0,14.0,0,0.0
Dub Clewis,26,0,0.0,2,7,15,26,0.0,19.54,20.35,0,0.0
Dub Livingston,7,0,0.0,0,1,4,7,0.0,25.25,22.14,0,0.0
Dudley Farrell,15,1,0.06667,4,8,10,15,0.06667,10.47,18.4,136,9.07
