owner,owner_overall_races,owner_overall_wins,owner_overall_win_pct,owner_overall_top_5,owner_overall_top_10,owner_overall_top_20,owner_overall_cars_raced,owner_overall_car_win_pct,owner_overall_avg_start,owner_overall_avg_finish,owner_overall_laps_led,owner_overall_avg_laps_led
Don Miller,1,0,0.0,0,0,1,1,0.0,9.0,11.0,0,0.0
Don Stegall,75,0,0.0,0,4,21,75,0.0,24.24,25.97,43,0.57
Donald Fuqua,5,0,0.0,0,0,3,5,0.0,35.0,20.4,0,0.0
Donald Johnson,2,0,0.0,0,0,0,2,0.0,40.0,28.5,0,0.0
Donald Laird,49,0,0.0,0,1,18,49,0.0,26.39,25.18,10,0.2
Donald Monteith,1,0,0.0,0,0,0,1,0.0,32.0,34.0,0,0.0
Donald Stout,1,0,0.0,0,0,0,1,0.0,31.0,37.0,0,0.0
Donald Teel,1,0,0.0,0,0,1,1,0.0,24.0,12.0,0,0.0
Donnie Neuenberger,1,0,0.0,0,0,0,1,0.0,43.0,34.0,0,0.0
Donnie Richardson,8,0,0.0,0,0,0,8,0.0,41.25,40.25,0,0.0
Dorothy Farraher,1,0,0.0,0,0,1,1,0.0,25.0,20.0,0,0.0
Doug Reid III,1,0,0.0,0,0,0,1,0.0,39.0,40.0,0,0.0
Doug Stringer,27,0,0.0,0,1,4,27,0.0,28.74,30.15,0,0.0
Doug Taylor,97,1,0.01031,7,13,37,99,0.0101,22.27,23.09,107,1.08
"Doug Thorpe, Jr.",1,0,0.0,0,0,0,1,0.0,41.0,32.0,0,0.0
Douglas Brown,1,0,0.0,0,0,0,1,0.0,33.0,33.0,0,0.0
Dow,1,0,0.0,0,0,0,1,0.0,13.0,23.0,0,0.0
Downtown Radio,7,0,0.0,0,0,2,7,0.0,24.14,24.0,0,0.0
Driver's Seat,3,0,0.0,0,0,0,3,0.0,35.33,33.67,0,0.0
DuPont,1,0,0.0,0,0,0,1,0.0,30.0,31.0,0,0.0
DuPont Auto Finishes,1,0,0.0,0,0,1,1,0.0,34.0,16.0,0,0.0
Duck Graphics,1,0,0.0,0,0,1,1,0.0,32.0,16.0,0,0.0
Duke Thorson,2,0,0.0,0,0,1,2,0.0,23.0,21.5,0,0.0
Dunn's Auto Supply,1,0,0.0,0,0,1,1,0.0,23.0,20.0,0,0.0
Duraliner,1,0,0.0,0,0,1,1,0.0,22.0,14.0,0,0.0
Dusty Whitney,43,0,0.0,0,3,13,64,0.0,29.2,30.06,1,0.02
Dwayne Leik,9,0,0.0,0,0,0,9,0.0,36.33,32.67,0,0.0
Dwight Huffman,82,0,0.0,1,13,47,83,0.0,20.11,18.78,52,0.63
Dyson Racing,3,0,0.0,0,0,1,3,0.0,20.67,21.0,0,0.0
E.F. Hutton,1,0,0.0,0,0,0,1,0.0,11.0,23.0,0,0.0
East End Auto,3,0,0.0,1,1,1,3,0.0,31.33,21.0,0,0.0
Ed Evans,101,4,0.0396,12,31,60,101,0.0396,14.76,18.36,424,4.2
Ed Ferree,60,0,0.0,2,6,22,60,0.0,23.8,24.08,46,0.77
Ed Powell,1,0,0.0,0,0,0,1,0.0,34.0,23.0,0,0.0
Ed Reizen,141,1,0.00709,10,33,98,142,0.00704,21.63,16.88,144,1.01
Ed Rensi,401,5,0.01247,37,82,185,405,0.01235,23.15,21.27,1482,3.66
"Ed St. Angelo, Sr.",1,0,0.0,0,0,0,1,0.0,34.0,35.0,0,0.0
Ed Whitaker,241,28,0.11618,80,107,133,247,0.11336,13.54,17.66,4473,18.11
Ed's Auto Machine,2,0,0.0,0,1,2,2,0.0,19.0,11.0,0,0.0
Eddie D'Hondt,26,0,0.0,1,1,2,26,0.0,26.04,36.58,15,0.58
Eddie Falk,91,1,0.01099,2,25,65,91,0.01099,13.6,15.97,39,0.43
Eddie Goodson,5,0,0.0,0,0,0,5,0.0,27.2,27.0,0,0.0
Eddie Smith,25,0,0.0,0,1,8,25,0.0,22.88,26.0,0,0.0
Edgar Ryder,119,0,0.0,11,31,80,119,0.0,21.12,17.01,73,0.61
Edward Bolles,11,0,0.0,0,2,4,11,0.0,30.45,25.36,0,0.0
Edward Wallace,2,0,0.0,0,0,1,2,0.0,31.5,29.0,0,0.0
Edwards Enterprises,1,0,0.0,0,0,0,1,0.0,39.0,34.0,0,0.0
El Dorado Motor Coach,2,0,0.0,0,0,1,2,0.0,34.0,19.0,0,0.0
Elliott Racing,6,0,0.0,0,1,4,6,0.0,25.0,16.83,0,0.0
Ellis Racing,3,0,0.0,0,0,1,3,0.0,9.67,24.0,1,0.33
Elmer Simko,1,0,0.0,0,0,0,1,0.0,27.0,24.0,0,0.0
Elton Sawyer,25,0,0.0,1,3,9,25,0.0,27.56,24.56,0,0.0
Emanuel Zervakis,26,5,0.19231,12,14,18,26,0.19231,9.05,13.77,377,14.5
Emerling-Gase Motorsports,82,0,0.0,0,1,20,112,0.0,32.38,27.34,2,0.02
Emhoff Racing,1,0,0.0,0,0,0,1,0.0,19.0,21.0,0,0.0
Enterprise,2,0,0.0,0,0,1,2,0.0,34.0,19.0,0,0.0
Epperly GMC,1,0,0.0,0,0,1,1,0.0,32.0,14.0,0,0.0
Eric Bodine,1,0,0.0,0,0,0,1,0.0,41.0,27.0,0,0.0
Ernie Irvan,47,3,0.06383,10,12,15,48,0.0625,13.73,24.92,909,18.94
Eury's Garage,1,0,0.0,0,0,0,1,0.0,36.0,36.0,0,0.0
Everett Kruhm,1,0,0.0,0,0,0,1,0.0,38.0,38.0,0,0.0
Expert Aluminum,1,0,0.0,0,0,1,1,0.0,28.0,19.0,0,0.0
Expresso / Graham Piping,1,0,0.0,0,0,1,1,0.0,36.0,17.0,0,0.0
Fay's Drug Stores,1,0,0.0,0,0,0,1,0.0,28.0,28.0,0,0.0
Felix Sabates,36,1,0.02778,2,8,21,76,0.01316,26.04,26.26,108,1.42
Fil Martocci,200,9,0.045,43,75,121,200,0.045,15.57,16.47,2127,10.64
Fisher Racing,1,0,0.0,0,0,1,1,0.0,32.0,20.0,0,0.0
Flow Dynamics,2,0,0.0,1,1,2,2,0.0,15.5,12.5,0,0.0
Flute's Sheetmetal,24,0,0.0,0,4,17,24,0.0,17.83,16.63,0,0.0
Fogleman Paving,1,0,0.0,0,0,0,1,0.0,27.0,27.0,0,0.0
Food Country USA,2,0,0.0,0,0,2,2,0.0,20.0,16.5,0,0.0
Forrest Morgan,1,0,0.0,0,0,0,1,0.0,30.0,31.0,0,0.0
Fox Broadcasting,1,0,0.0,0,0,1,1,0.0,34.0,19.0,0,0.0
Frank Cicci,485,15,0.03093,78,161,288,487,0.0308,18.97,18.21,2177,4.47
Frank Dickerson,2,0,0.0,0,0,2,2,0.0,18.5,19.0,0,0.0
Frank Edwards,4,0,0.0,0,0,2,4,0.0,27.0,23.0,0,0.0
Frank Kelly,2,0,0.0,0,0,2,2,0.0,16.5,20.0,0,0.0
Frank Plessinger,14,2,0.14286,6,8,12,15,0.13333,7.0,13.2,29,1.93
Frank Schwantz,1,0,0.0,0,0,0,1,0.0,9.0,29.0,0,0.0
Frank Varischetti,6,0,0.0,0,0,2,6,0.0,30.0,27.33,0,0.0
Fred & Jack's Salvage,11,0,0.0,0,2,8,11,0.0,22.18,17.64,0,0.0
Fred Biagi,277,6,0.02166,23,56,159,278,0.02158,21.9,19.86,549,1.97
Fred Bickford,49,0,0.0,0,0,0,56,0.0,37.52,34.73,2,0.04
Fred Harris,9,0,0.0,0,1,3,9,0.0,24.44,21.67,0,0.0
Fred Horn,8,0,0.0,0,0,0,8,0.0,38.75,37.5,0,0.0
Fred Kelly,2,0,0.0,1,1,1,2,0.0,15.5,14.5,0,0.0
Fred Turner,52,1,0.01923,7,14,27,54,0.01852,16.69,20.83,240,4.44
Fred Turner / Felix Sabates,3,0,0.0,0,0,0,3,0.0,17.33,25.33,0,0.0
Frederick Maggio,26,0,0.0,1,2,9,26,0.0,24.19,28.08,0,0.0
Freedlander,17,5,0.29412,7,9,10,17,0.29412,7.82,13.29,958,56.35
Freeman's Garage,5,0,0.0,0,0,4,5,0.0,24.8,18.6,0,0.0
Fury Race Cars,12,0,0.0,1,4,10,12,0.0,19.92,15.5,5,0.42
G & B Insulation,1,0,0.0,0,0,0,1,0.0,31.0,23.0,0,0.0
G & G Racing,4,0,0.0,0,0,1,4,0.0,21.75,26.25,0,0.0
G & W Hauling & Rigging,1,0,0.0,0,0,1,1,0.0,29.0,11.0,0,0.0
G.M. Ladd,1,0,0.0,0,0,0,1,0.0,41.0,44.0,0,0.0
G.P. Fasteners,1,0,0.0,0,1,1,1,0.0,22.0,8.0,0,0.0
GM Tech Team,1,0,0.0,0,0,0,1,0.0,40.0,35.0,0,0.0
Gahan Racing,1,0,0.0,0,0,0,1,0.0,42.0,24.0,0,0.0
Gant Racing,1,0,0.0,0,0,0,1,0.0,18.0,21.0,0,0.0
Gardiner's Auto Parts,1,0,0.0,0,0,1,1,0.0,23.0,19.0,0,0.0
Gary Baker,53,0,0.0,0,0,9,53,0.0,29.77,30.77,1,0.02
Gary Bechtel,110,10,0.09091,31,55,113,185,0.05405,18.3,17.58,1099,5.94
Gary Collins,1,0,0.0,0,0,0,1,0.0,38.0,39.0,0,0.0
Gary Keller,6,0,0.0,0,0,1,6,0.0,32.0,34.5,0,0.0
Gary Neice,7,0,0.0,2,3,4,7,0.0,14.0,16.29,26,3.71
Gary Potter,5,0,0.0,0,0,4,5,0.0,27.75,18.6,0,0.0
Gary Weisbaum,42,0,0.0,0,3,21,42,0.0,25.1,21.93,1,0.02
Gene Haas,110,1,0.00909,11,30,66,110,0.00909,18.7,18.45,213,1.94
Gene Isenhour,1,0,0.0,0,0,0,1,0.0,26.0,42.0,0,0.0
Gene Petty,7,0,0.0,0,0,0,7,0.0,15.71,29.0,3,0.43
George & Marty Crenshaw,5,0,0.0,0,0,2,5,0.0,22.6,25.0,0,0.0
George Dalton,4,0,0.0,0,0,0,4,0.0,24.25,29.0,0,0.0
George Debidart,185,2,0.01081,23,57,125,244,0.0082,18.67,21.02,349,1.43
"George Gillett, Jr.",35,0,0.0,3,11,22,37,0.0,17.16,17.57,36,0.97
George McRae,6,0,0.0,0,0,0,6,0.0,37.83,26.5,0,0.0
George Smith,6,0,0.0,0,0,1,6,0.0,23.67,30.17,0,0.0
George Taylor,1,0,0.0,0,0,0,1,0.0,27.0,39.0,0,0.0
George White,6,0,0.0,0,0,0,6,0.0,39.5,38.5,0,0.0
Germain Racing,111,0,0.0,2,17,80,113,0.0,24.35,18.52,38,0.34
Gibbs Racing,1,0,0.0,0,0,0,1,0.0,11.0,30.0,0,0.0
Giles National Hardware,3,0,0.0,0,0,2,3,0.0,21.67,18.33,0,0.0
Glenn Sullivan,5,0,0.0,0,0,1,5,0.0,33.8,29.6,0,0.0
Go-Jo Industrial,1,0,0.0,0,0,1,1,0.0,19.0,11.0,0,0.0
Goodson Construction,3,0,0.0,0,0,1,3,0.0,21.67,23.67,0,0.0
Gould's,1,0,0.0,0,0,0,1,0.0,47.0,41.0,0,0.0
Graham Racing,2,0,0.0,0,0,1,2,0.0,39.0,26.5,0,0.0
Granada Shell,2,0,0.0,0,0,0,2,0.0,39.0,27.5,0,0.0
Grant's Auto Glass,1,0,0.0,0,0,0,1,0.0,38.0,25.0,0,0.0
Gratton Racing,2,0,0.0,0,0,0,2,0.0,25.0,25.0,0,0.0
Green Hill Sausage,5,0,0.0,0,1,4,5,0.0,23.4,16.6,0,0.0
Green's Automotive,1,0,0.0,0,0,0,1,0.0,34.0,28.0,0,0.0
Greg Clark,10,0,0.0,0,0,1,10,0.0,29.0,27.4,1,0.1
Greg Pollex,361,24,0.06648,122,188,322,466,0.0515,15.4,15.49,5455,11.71
Greg Sacks,4,0,0.0,0,0,0,4,0.0,25.5,36.0,0,0.0
Gregg Mixon,121,0,0.0,0,0,2,124,0.0,36.73,34.27,0,0.0
Grooms Construction,1,0,0.0,0,0,1,1,0.0,27.0,17.0,0,0.0
Group III Racing,21,0,0.0,0,0,4,23,0.0,29.52,29.91,0,0.0
Grover Shugart,65,0,0.0,8,19,35,65,0.0,13.8,18.38,178,2.74
H & J Racing,1,0,0.0,0,0,0,1,0.0,38.0,32.0,0,0.0
H.L. Rose,2,0,0.0,0,0,2,2,0.0,28.5,17.0,0,0.0
H.P. Kidd / Chaney Ent.,2,0,0.0,0,0,1,2,0.0,30.5,17.5,0,0.0
HEC,1,0,0.0,0,0,1,1,0.0,24.0,18.0,1,1.0
Hagas Racing,1,0,0.0,0,0,0,1,0.0,46.0,44.0,0,0.0
Hale-Holbrook Racing,4,0,0.0,0,0,1,4,0.0,21.5,26.25,0,0.0
Hall Ambulance,1,0,0.0,0,0,0,1,0.0,38.0,32.0,0,0.0
Hall Pontiac,34,0,0.0,2,15,22,34,0.0,16.5,15.71,235,6.91
Hamilton Racing,1,0,0.0,0,0,1,1,0.0,30.0,14.0,0,0.0
Hank Parker Sr,72,0,0.0,4,13,31,72,0.0,23.75,23.39,41,0.57
Harold Annett,4,0,0.0,0,0,2,4,0.0,27.75,23.5,0,0.0
Harold Holly,3,0,0.0,0,1,1,3,0.0,24.0,23.0,2,0.67
Harold Steele,1,0,0.0,0,0,0,1,0.0,38.0,37.0,0,0.0
Harris Buick,1,0,0.0,0,0,1,1,0.0,26.0,16.0,0,0.0
Harry Franssen,6,0,0.0,1,1,4,6,0.0,13.67,19.5,4,0.67
Harry Gant,4,1,0.25,1,2,5,5,0.2,5.6,9.4,133,26.6
Harry Lee Hill,13,0,0.0,0,1,8,14,0.0,29.46,21.36,0,0.0
Harry Ranier,9,0,0.0,0,0,3,9,0.0,26.22,26.44,0,0.0
"Harry Scott, Jr.",33,1,0.0303,4,12,23,33,0.0303,13.0,15.73,181,5.48
Hayes Jewelers,2,0,0.0,0,0,0,2,0.0,29.5,32.0,0,0.0
Hayes Jewelry,1,0,0.0,0,0,0,1,0.0,38.0,21.0,0,0.0
Heinz Ketchup,1,0,0.0,0,0,0,1,0.0,22.0,36.0,0,0.0
Henderson Drywall,20,0,0.0,0,2,9,20,0.0,19.5,19.6,0,0.0
Henry Shaw,2,0,0.0,0,0,0,2,0.0,34.5,26.0,0,0.0
"Henry Shaw, Jr.",2,0,0.0,0,0,1,2,0.0,27.5,29.5,0,0.0
Herb Adcox,1,0,0.0,0,0,1,1,0.0,31.0,18.0,0,0.0
Heritage,1,0,0.0,0,0,0,1,0.0,25.0,23.0,0,0.0
Hermie Sadler,6,0,0.0,0,0,0,6,0.0,24.67,33.5,0,0.0
Hesco Exhaust,1,0,0.0,0,0,0,1,0.0,32.0,32.0,0,0.0
Hill Enterprises,1,0,0.0,0,0,0,1,0.0,42.0,29.0,0,0.0
Hill Racing,1,0,0.0,0,0,1,1,0.0,31.0,20.0,0,0.0
Hodgdon,1,0,0.0,0,0,0,1,0.0,11.0,22.0,4,4.0
Hogan Racing,2,0,0.0,0,0,1,2,0.0,23.5,18.5,0,0.0
Hoopaugh Grading,3,0,0.0,0,1,1,3,0.0,12.67,23.0,0,0.0
Horace Isenhower,200,5,0.025,71,111,162,200,0.025,9.53,11.91,1715,8.57
Howard Thomas,199,27,0.13568,107,153,182,202,0.13366,6.07,7.97,5681,28.12
Hubert Hensley,528,11,0.02083,52,128,294,529,0.02079,20.31,19.39,3426,6.48
Hubler Chevrolet / WNDE 1260 AM,1,0,0.0,0,1,1,1,0.0,,8.0,0,0.0
Hudgins Welding,1,0,0.0,0,0,0,1,0.0,24.0,21.0,0,0.0
Hugh Connerty,1,0,0.0,0,0,0,1,0.0,2.0,39.0,0,0.0
Humphrey Racing,1,0,0.0,0,0,0,1,0.0,35.0,33.0,0,0.0
Hunt Tire,5,0,0.0,0,0,0,5,0.0,27.6,24.2,0,0.0
Hut Stricklin,10,0,0.0,0,1,4,10,0.0,20.8,24.6,1,0.1
Hylton Racing,2,0,0.0,0,0,1,2,0.0,17.0,19.5,0,0.0
Ingles Markets,1,0,0.0,0,0,0,1,0.0,14.0,25.0,0,0.0
Ingram Auto Parts,1,0,0.0,0,0,0,1,0.0,5.0,24.0,0,0.0
Inland Timber,1,0,0.0,0,0,0,1,0.0,40.0,40.0,0,0.0
Ivan Murphy,21,0,0.0,0,0,3,21,0.0,24.76,28.48,1,0.05
J & J Steel,4,0,0.0,0,1,2,4,0.0,22.25,20.75,0,0.0
J. Edwards,1,0,0.0,0,0,1,1,0.0,16.0,16.0,0,0.0
J.C. Burks,79,0,0.0,2,9,45,79,0.0,17.94,19.47,0,0.0
J.D. McDuffie,7,0,0.0,1,3,5,7,0.0,18.86,16.14,0,0.0
J.L. Pennington,1,0,0.0,0,0,0,1,0.0,43.0,26.0,0,0.0
J.R. Enterprises,1,0,0.0,0,0,0,1,0.0,35.0,34.0,0,0.0
"J.V. Huffman, Sr.",7,0,0.0,0,0,0,7,0.0,30.14,33.43,0,0.0
JP Motorsports,32,0,0.0,0,0,3,59,0.0,34.47,30.31,0,0.0
JR Motorsports,626,84,0.13419,522,1021,1441,1817,0.04623,12.03,12.63,13909,7.65
JTG-Daugherty Racing,37,2,0.05405,3,6,16,37,0.05405,22.92,26.22,179,4.84
Jack Beebe,15,2,0.13333,5,5,6,15,0.13333,9.93,17.73,298,19.87
Jack Ingram,295,30,0.10169,121,167,226,297,0.10101,14.11,12.24,3502,11.79
Jack Johnson,6,0,0.0,0,0,0,6,0.0,41.83,40.5,0,0.0
Jack Roush,728,138,0.18956,506,872,1315,1712,0.08061,12.33,13.36,23286,13.6
James Buford,1,0,0.0,0,0,1,1,0.0,10.0,17.0,0,0.0
James Carter,16,0,0.0,0,0,0,16,0.0,35.38,36.88,0,0.0
James Finch,496,13,0.02621,64,155,313,543,0.02394,18.78,19.22,2682,4.94
James Hutto,3,0,0.0,0,0,0,3,0.0,32.0,35.33,0,0.0
James Lestorti,8,0,0.0,0,0,3,8,0.0,28.88,28.38,0,0.0
James Porter,54,0,0.0,0,1,6,55,0.0,27.42,29.75,14,0.25
James Pritchard,8,0,0.0,0,0,0,8,0.0,38.25,35.25,0,0.0
James Reece,6,0,0.0,0,0,1,6,0.0,23.0,29.17,72,12.0
James Rowe,3,0,0.0,0,0,0,3,0.0,38.67,33.67,0,0.0
James Whitener,145,0,0.0,6,12,115,267,0.0,24.13,23.0,22,0.08
Jamie Aube,1,0,0.0,0,0,0,1,0.0,39.0,36.0,0,0.0
Jared Keeney,1,0,0.0,0,0,0,1,0.0,43.0,32.0,0,0.0
Jarrell Racing,1,0,0.0,0,0,0,1,0.0,38.0,36.0,0,0.0
Jason Schuler,8,0,0.0,0,0,0,8,0.0,30.63,38.75,0,0.0
Jason Sciavicco,68,0,0.0,0,1,5,108,0.0,32.14,31.03,1,0.01
Jason White,2,0,0.0,0,0,0,2,0.0,33.5,37.5,0,0.0
Jay Robinson,357,0,0.0,1,4,53,573,0.0,34.14,31.59,66,0.12
JeNet's Hair Boutique,2,0,0.0,0,0,0,2,0.0,30.0,33.0,0,0.0
Jeff Barry,15,0,0.0,0,0,2,15,0.0,29.6,27.53,0,0.0
Jeff Fuller,1,0,0.0,0,0,1,1,0.0,27.0,15.0,0,0.0
Jeff Gordon,23,2,0.08696,7,8,13,23,0.08696,17.65,19.7,174,7.57
Jeff Hensley,4,0,0.0,0,0,0,4,0.0,28.0,40.0,0,0.0
Jeff McClure,7,0,0.0,0,0,2,7,0.0,29.29,24.14,0,0.0
Jeff Spraker,25,0,0.0,0,0,2,25,0.0,32.08,31.84,0,0.0
Jeff Wyler,1,0,0.0,0,0,0,1,0.0,31.0,37.0,0,0.0
Jeffrey Shutt,18,0,0.0,0,0,0,18,0.0,40.67,37.78,0,0.0
Jeffrey Welliver,127,1,0.00787,32,53,76,127,0.00787,20.72,18.07,376,2.96
Jennette Boutique,1,0,0.0,0,0,1,1,0.0,20.0,17.0,0,0.0
Jennifer Jo Cobb,21,0,0.0,0,0,0,21,0.0,38.38,33.57,0,0.0
Jeno's Pizza,1,0,0.0,0,0,1,1,0.0,22.0,12.0,0,0.0
JerZees,4,0,0.0,0,1,3,4,0.0,20.5,17.0,0,0.0
JerZees by Russell,12,0,0.0,1,3,5,12,0.0,19.83,21.83,12,1.0
Jeremy Clements,450,2,0.00444,6,37,238,450,0.00444,21.43,20.49,91,0.2
Jerry Brown,137,1,0.0073,6,20,82,143,0.00699,20.11,19.91,67,0.47
Jerry Davis,34,0,0.0,0,0,10,34,0.0,26.21,28.18,5,0.15
Jerry Francis,12,0,0.0,0,0,2,12,0.0,23.17,30.33,0,0.0
Jerry Glanville,3,0,0.0,0,0,0,3,0.0,31.67,31.0,0,0.0
Jerry McClure,4,0,0.0,0,0,0,4,0.0,31.25,29.75,0,0.0
Jerry Reary,3,0,0.0,0,0,0,3,0.0,38.0,29.0,0,0.0
Jerry Young,32,0,0.0,0,0,10,32,0.0,33.47,27.03,4,0.13
Jerry's Used Cars,2,0,0.0,0,0,0,2,0.0,38.5,26.0,0,0.0
Jess & Nic Variety,1,0,0.0,0,0,0,1,0.0,20.0,30.0,0,0.0
Jesse Iwuji,33,0,0.0,0,1,11,33,0.0,26.18,25.33,1,0.03
Jill Burgdoff,2,0,0.0,0,0,0,2,0.0,14.5,38.5,11,5.5
Jim Clark,2,0,0.0,0,0,0,2,0.0,35.5,26.5,3,1.5
Jim Coyle,1,0,0.0,0,0,0,1,0.0,17.0,28.0,0,0.0
Jim Gardner,17,0,0.0,0,0,0,17,0.0,30.24,32.29,0,0.0
Jim Offenbach,1,0,0.0,0,0,0,1,0.0,33.0,41.0,0,0.0
Jim Stacy,1,0,0.0,0,1,1,1,0.0,7.0,9.0,0,0.0
Jimmy Craig,7,0,0.0,0,0,2,7,0.0,32.29,27.57,0,0.0
Jimmy Dick,58,0,0.0,0,0,5,58,0.0,27.83,27.78,5,0.09
Jimmy Douglas,4,0,0.0,0,0,0,4,0.0,24.5,25.75,0,0.0
Jimmy Means,494,0,0.0,1,3,32,509,0.0,34.82,31.45,11,0.02
Jimmy Spencer,73,1,0.0137,12,22,45,93,0.01075,23.41,21.2,657,7.06
Jody Looney,5,0,0.0,0,0,1,5,0.0,31.4,30.4,0,0.0
Joe Auer,3,0,0.0,0,0,0,3,0.0,28.67,29.67,0,0.0
Joe Bessey,152,1,0.00658,4,18,65,155,0.00645,22.26,23.48,314,2.03
Joe Cudmore,4,0,0.0,0,0,0,4,0.0,25.75,30.25,0,0.0
Joe Gibbs,869,211,0.24281,736,1205,1670,2156,0.09787,10.09,12.69,39457,18.3
Joe Harrison,36,0,0.0,0,0,16,36,0.0,22.89,21.56,0,0.0
Joe Keller,123,1,0.00813,12,39,74,124,0.00806,17.43,18.44,302,2.44
Joe Kelly,26,0,0.0,1,6,18,26,0.0,17.69,17.88,0,0.0
Joe Lavender,1,0,0.0,0,0,0,1,0.0,34.0,23.0,0,0.0
Joe Nemechek,481,19,0.0395,80,133,273,527,0.03605,19.33,20.78,3122,5.92
Joe Reilly,89,0,0.0,0,1,4,91,0.0,35.63,30.98,0,0.0
Joe Thurman,67,0,0.0,3,14,44,67,0.0,20.28,16.81,47,0.7
Joe Washington,56,0,0.0,0,1,12,56,0.0,27.91,28.29,0,0.0
Joel Herberg,2,0,0.0,0,0,0,2,0.0,32.5,39.0,0,0.0
John Aramendia,4,0,0.0,0,0,1,4,0.0,36.0,23.75,0,0.0
John Boatman,13,0,0.0,0,1,4,13,0.0,21.85,22.54,0,0.0
John Borneman,5,0,0.0,0,0,1,5,0.0,37.6,27.8,0,0.0
"John Borneman, Jr.",13,0,0.0,1,1,2,13,0.0,31.38,26.31,0,0.0
John Burton,32,0,0.0,2,6,19,32,0.0,19.34,17.81,14,0.44
John Clontz,1,0,0.0,0,0,1,1,0.0,,15.0,0,0.0
John Conely,1,0,0.0,0,0,0,1,0.0,25.0,29.0,0,0.0
John Jackson,153,8,0.05229,31,63,107,153,0.05229,13.39,15.5,2046,13.37
John Josey,1,0,0.0,0,0,0,1,0.0,43.0,40.0,0,0.0
John Linville,134,0,0.0,0,3,69,134,0.0,24.51,20.77,0,0.0
John McGill,104,0,0.0,0,1,13,104,0.0,31.9,28.95,18,0.17
John McNelly,93,0,0.0,0,1,15,93,0.0,30.31,30.98,25,0.27
John P. Cullinan,2,0,0.0,0,1,1,2,0.0,31.0,16.5,0,0.0
John Pharo,53,0,0.0,4,10,23,53,0.0,22.26,21.15,19,0.36
John Reiser,30,5,0.16667,13,17,23,33,0.15152,19.18,14.97,890,26.97
John Ritch,13,0,0.0,0,1,6,13,0.0,24.85,23.54,0,0.0
John Wall,5,0,0.0,0,0,0,5,0.0,28.0,25.0,0,0.0
John Walsh,22,0,0.0,0,0,5,22,0.0,33.91,27.09,0,0.0
John Young,4,0,0.0,0,0,0,4,0.0,35.0,31.5,0,0.0
Johnathan Cohen,3,0,0.0,0,0,0,3,0.0,27.0,30.33,0,0.0
Johnathon's Restaurant / Bosch,1,0,0.0,0,0,0,1,0.0,9.0,43.0,0,0.0
Johnny Davis,757,0,0.0,7,48,492,1650,0.0,27.96,25.66,131,0.08
Johnny Hayes,59,1,0.01695,12,34,49,59,0.01695,6.4,12.53,179,3.03
Johnny Henderson,1,0,0.0,0,0,0,1,0.0,35.0,33.0,0,0.0
Johnny Ray,1,0,0.0,0,0,0,1,0.0,35.0,21.0,0,0.0
Johnny Rumley,8,1,0.125,1,3,5,8,0.125,13.75,16.63,22,2.75
Johnny Talley,6,0,0.0,0,0,0,6,0.0,31.67,30.67,0,0.0
Jones Texaco,13,0,0.0,0,1,8,13,0.0,19.15,19.85,0,0.0
Jordan Anderson,109,1,0.00917,9,32,96,173,0.00578,21.34,19.8,113,0.65
Julian Burgess,28,0,0.0,0,0,6,28,0.0,36.07,30.32,0,0.0
Junior Franks,1,0,0.0,0,0,0,1,0.0,39.0,33.0,0,0.0
Junior Miller,10,0,0.0,0,1,7,10,0.0,29.83,16.9,0,0.0
Kangaroos,1,0,0.0,0,0,0,1,0.0,38.0,24.0,0,0.0
Kat Teasdale,1,0,0.0,0,0,0,1,0.0,40.0,31.0,0,0.0
Keith Barnwell,66,5,0.07576,29,39,49,66,0.07576,10.09,12.18,891,13.5
Keith Coleman,58,0,0.0,0,0,2,60,0.0,32.95,33.38,19,0.32
Keith Duesenberg,33,0,0.0,0,3,13,33,0.0,29.27,25.36,6,0.18
Keith Murt,1,0,0.0,0,0,0,1,0.0,28.0,38.0,0,0.0
Keith Simmons,1,0,0.0,0,0,1,1,0.0,30.0,19.0,0,0.0
Kelly Carroll,1,0,0.0,0,0,0,1,0.0,16.0,22.0,0,0.0
Kelly Huffman,3,0,0.0,0,0,0,3,0.0,25.33,35.0,0,0.0
Kelly Souza,2,0,0.0,0,0,0,2,0.0,37.0,31.5,0,0.0
Ken Alexander,4,0,0.0,0,0,0,4,0.0,32.5,33.0,0,0.0
Ken Curley,2,0,0.0,0,0,0,2,0.0,21.0,21.5,0,0.0
Ken Schrader,92,2,0.02174,17,32,54,92,0.02174,18.74,18.87,293,3.18
Ken Wilson,5,0,0.0,0,0,0,5,0.0,31.2,34.8,0,0.0
Ken-Tenn Raceway,3,0,0.0,0,0,2,3,0.0,23.0,18.0,0,0.0
Kenneth Appling,3,0,0.0,0,0,0,3,0.0,39.0,38.0,0,0.0
Kenneth Shaver,12,0,0.0,2,2,3,12,0.0,29.17,27.17,4,0.33
Kenny Habul,7,0,0.0,0,0,3,7,0.0,28.29,24.86,0,0.0
Kermit McGee,1,0,0.0,0,0,0,1,0.0,42.0,33.0,0,0.0
Kerry Bodenhamer,17,2,0.11765,7,8,13,17,0.11765,4.4,12.82,350,20.59
Kerry Scherer,1,0,0.0,0,0,0,1,0.0,23.0,29.0,0,0.0
Kevin Banning,1,0,0.0,0,0,0,1,0.0,42.0,40.0,0,0.0
