owner,total_races,wins,win_pct,avg_start,best_start,worst_start,avg_finish,best_finish,worst_finish,avg_laps_led,total_laps_led,most_laps_led,avg_points,avg_playoff_pts,total_money,avg_money,max_race_money,min_race_money
Frank Townsend,1,0,0.0,18.0,18,18,34.0,34,34,0.0,0,0,,,755,755,755,755
Frank Vasko,6,0,0.0,31.0,26,35,24.0,11,39,0.0,0,0,,,7477,1246,2405,555
Frank Waite,5,0,0.0,20.6,13,33,18.6,12,40,0.0,0,0,,,700,140,275,85
Frank Warren,347,0,0.0,23.0,3,49,20.5,5,50,0.21,72,71,102.95,,542670,1568,17475,100
Frankie Schneider,11,1,0.09091,6.89,3,20,12.55,1,47,9.64,106,106,,,2835,258,600,75
Fred Bear,21,0,0.0,16.57,6,35,17.33,5,35,0.0,0,0,,,15422,734,1975,200
Fred Bethune,2,0,0.0,8.0,6,10,13.5,9,18,0.0,0,0,,,125,63,75,50
Fred Bince,6,0,0.0,16.67,3,33,17.67,7,27,0.0,0,0,,,325,65,125,25
Fred Boggs,1,0,0.0,9.0,9,9,31.0,31,31,0.0,0,0,,,25,25,25,25
Fred Clark,21,0,0.0,27.33,11,39,22.29,6,45,0.38,8,8,,,8895,424,2450,50
Fred Correa,1,0,0.0,41.0,41,41,37.0,37,37,0.0,0,0,52.0,,600,600,600,600
Fred Dove,41,0,0.0,20.06,10,33,15.41,3,46,0.0,0,0,,,2550,67,450,25
Fred Elder,26,2,0.07692,11.73,3,36,14.0,1,46,4.65,121,67,139.4,,96425,3709,18715,335
Fred Frazier,8,0,0.0,21.0,4,68,13.0,5,22,0.0,0,0,,,1270,159,400,25
Fred Goad,5,0,0.0,26.4,12,43,25.4,9,41,0.0,0,0,,,1915,383,950,100
Fred Harb,140,0,0.0,15.46,1,54,16.17,2,44,0.0,0,0,,,18675,144,570,15
Fred Harless,12,0,0.0,20.83,8,39,19.67,9,41,0.0,0,0,,,3380,282,650,100
Fred Hunt,3,0,0.0,11.33,3,19,21.33,17,28,0.0,0,0,,,150,50,50,50
Fred Johnson,4,0,0.0,25.0,25,25,21.25,8,26,0.0,0,0,,,125,125,125,125
Fred Lauria,9,0,0.0,17.38,3,38,18.33,10,28,0.0,0,0,,,960,137,275,50
Fred Lorenzen,17,0,0.0,13.94,4,39,19.47,3,50,5.47,93,93,,,8240,549,2600,25
Fred Lovette,13,1,0.07692,7.69,1,17,19.77,1,44,21.85,284,178,,,5175,431,1270,125
Fred Sheibert,3,0,0.0,27.0,18,45,26.0,5,48,0.0,0,0,,,310,310,310,310
Fred Steinbroner,2,0,0.0,21.0,15,27,16.5,12,21,0.0,0,0,,,120,60,80,40
Fred Stoke,28,0,0.0,28.96,10,43,30.07,13,41,0.11,3,3,72.04,,63585,2355,10840,745
Fred Wheat,14,0,0.0,24.71,7,45,26.93,6,52,0.0,0,0,,,4065,313,1200,70
Freddie Farmer,4,0,0.0,32.33,17,50,30.25,20,51,0.0,0,0,,,150,50,100,25
Friday Hassler,48,0,0.0,13.4,1,33,17.5,2,40,1.48,71,52,,,52220,1088,3460,205
Fritz Wilson,8,0,0.0,18.14,3,35,21.13,2,56,0.5,4,4,,,2175,311,600,50
G.A. Faver,2,0,0.0,,,,22.5,19,26,0.0,0,0,,,50,25,25,25
G.B. Auto Salvage,1,0,0.0,29.0,29,29,24.0,24,24,0.0,0,0,,,1075,1075,1075,1075
G.C. Spencer,437,0,0.0,15.99,1,45,18.63,2,49,0.29,126,23,84.18,,317392,740,10980,50
G.T. Tallas,6,0,0.0,27.17,13,37,30.0,11,45,0.0,0,0,76.0,,6520,1087,1620,745
Garland Miller,6,0,0.0,21.33,11,36,14.0,8,19,0.5,3,3,,,1970,328,775,100
Gary Baird,5,0,0.0,25.0,19,34,21.2,15,25,0.0,0,0,,,1895,379,790,200
Gary Bechtel,129,0,0.0,27.43,4,42,26.19,4,43,0.47,61,15,85.22,,2226894,17263,72065,4150
Gary Brooks,1,0,0.0,40.0,40,40,39.0,39,39,0.0,0,0,46.0,,3425,3425,3425,3425
Gary Drake,28,0,0.0,17.67,8,26,16.57,4,43,0.0,0,0,,,2240,90,350,25
Gary Matthews,3,0,0.0,25.33,21,33,16.33,8,26,0.0,0,0,130.0,,4520,1507,2485,725
Gary Myers,34,0,0.0,27.38,18,40,21.29,11,34,0.0,0,0,98.13,,35465,1043,3315,275
Gary Sigman,5,0,0.0,30.4,23,40,25.2,12,41,0.0,0,0,,,5760,1152,2220,625
Gary Smith,12,0,0.0,18.42,8,32,25.17,8,42,0.08,1,1,88.33,,25455,2121,5005,645
Gary Weaver,22,0,0.0,19.36,5,38,17.18,3,43,0.86,19,16,,,8325,396,1500,100
Gaunt Brothers,81,0,0.0,33.2,19,40,27.1,13,39,0.25,20,19,6.2,0.0,0,,,
Gayle Ferree,3,0,0.0,32.67,30,35,30.67,27,36,0.0,0,0,71.0,,16900,5633,7425,4035
Gayle Warren,2,0,0.0,27.0,27,27,39.0,23,55,0.0,0,0,,,150,75,100,50
Gene Black,59,0,0.0,22.56,7,43,20.02,3,44,0.0,0,0,,,15019,278,1085,100
Gene Cline,63,0,0.0,22.65,9,44,18.25,5,42,0.0,0,0,,,15210,262,1250,100
Gene Comstock,55,0,0.0,25.04,9,68,18.85,4,48,0.0,0,0,,,3965,76,500,10
Gene Darragh,4,0,0.0,37.0,19,54,37.5,19,62,0.0,0,0,,,60,30,35,25
Gene Evans,1,0,0.0,32.0,32,32,27.0,27,27,0.0,0,0,,,700,700,700,700
Gene Haas,284,0,0.0,26.8,2,43,27.02,5,43,0.38,109,30,80.96,,24507187,86293,287928,39075
Gene Hege,1,0,0.0,31.0,31,31,25.0,25,25,0.0,0,0,,,0,,,
Gene Hobby,41,0,0.0,20.32,11,40,16.37,4,36,0.0,0,0,,,5955,153,375,100
Gene Horne,2,0,0.0,47.0,47,47,18.5,18,19,0.0,0,0,,,75,38,50,25
Gene Isenhour,9,0,0.0,26.33,9,36,32.22,20,41,0.11,1,1,66.89,,55490,6166,8650,4090
Gene Marquardt,1,0,0.0,7.0,7,7,30.0,30,30,0.0,0,0,73.0,,775,775,775,775
Gene Simpson,9,0,0.0,14.63,11,28,18.67,5,52,0.0,0,0,,,1025,114,300,50
Gene Stokes,4,0,0.0,26.5,16,53,24.0,12,48,0.0,0,0,,,435,109,200,50
Gene Thonesen,1,0,0.0,40.0,40,40,22.0,22,22,0.0,0,0,97.0,,2125,2125,2125,2125
Gene White,18,0,0.0,14.5,5,36,17.72,6,37,0.0,0,0,,,3065,192,600,50
Geoff Burney,2,0,0.0,30.0,29,31,35.5,33,38,0.0,0,0,56.5,,13720,6860,10095,3625
Geoffrey Bodine,130,4,0.03077,17.81,1,41,20.73,1,44,14.97,1946,334,104.32,,3843418,29565,103270,9357
George Alsobrook,1,0,0.0,13.0,13,13,14.0,14,14,0.0,0,0,,,100,100,100,100
George Altheide,18,0,0.0,26.72,8,43,24.44,15,40,0.0,0,0,,,17325,963,1920,225
George Augustine,3,0,0.0,32.5,17,48,24.67,14,45,0.0,0,0,,,155,78,85,70
George Avery,1,0,0.0,44.0,44,44,21.0,21,21,0.0,0,0,100.0,,1670,1670,1670,1670
George Bignotti,2,0,0.0,5.5,3,8,8.5,6,11,0.0,0,0,,,400,200,250,150
George Clugston,1,0,0.0,17.0,17,17,27.0,27,27,0.0,0,0,,,0,,,
George Davis,28,0,0.0,19.43,8,37,18.43,4,40,0.0,0,0,,,6890,255,760,100
George Debidart,4,0,0.0,27.75,15,42,34.75,29,42,0.25,1,1,60.0,,240635,60159,93830,37945
George Elliott,68,0,0.0,19.62,1,48,20.28,2,45,0.79,54,17,111.21,,238675,3510,30615,505
George England,3,0,0.0,30.33,27,36,27.33,26,29,0.0,0,0,,,1485,495,700,310
George Gallup,5,0,0.0,21.2,2,43,24.2,8,46,2.6,13,13,,,225,56,100,25
George Green,8,0,0.0,17.75,13,22,14.0,9,22,0.0,0,0,,,800,100,150,50
George Hakes,7,0,0.0,35.29,32,38,30.14,20,39,0.0,0,0,72.57,,22185,3169,5120,2150
George Harrivel,1,0,0.0,25.0,25,25,33.0,33,33,0.0,0,0,64.0,,780,780,780,780
George Hartley,3,0,0.0,43.5,34,53,38.0,14,71,0.0,0,0,,,50,25,25,25
George Hicks,1,0,0.0,12.0,12,12,15.0,15,15,0.0,0,0,,,25,25,25,25
George Hutchens,64,2,0.03125,16.08,1,46,15.33,1,66,3.02,193,89,,,14465,268,1250,25
George Jefferson,24,0,0.0,25.46,8,40,21.58,6,36,0.0,0,0,90.95,,57028,2376,5075,535
George Mantooth,1,0,0.0,,,,26.0,26,26,0.0,0,0,,,0,,,
George Mellinger,2,0,0.0,14.0,12,16,30.5,12,49,0.0,0,0,,,75,75,75,75
George Miller,26,1,0.03846,12.56,1,46,12.65,1,34,13.46,350,184,,,5975,249,1000,25
George Norton,4,0,0.0,27.25,14,39,19.75,8,31,0.0,0,0,,,355,89,150,35
George Osborne,3,0,0.0,29.5,25,34,29.33,16,55,0.0,0,0,,,300,150,275,25
George Parrish,15,0,0.0,22.62,9,64,23.27,10,69,0.0,0,0,,,925,77,250,25
George Poulos,24,0,0.0,21.42,12,36,17.25,9,27,0.0,0,0,,,3530,147,490,100
George Rogge,1,0,0.0,,,,40.0,40,40,0.0,0,0,,,40,40,40,40
George Seeger,3,0,0.0,12.0,7,17,29.67,23,34,0.0,0,0,,,60,20,25,10
George Smith,23,0,0.0,33.87,21,40,28.83,13,39,0.0,0,0,76.52,,77537,3371,16800,1175
George Sparks,2,0,0.0,46.5,32,61,31.0,26,36,0.0,0,0,,,200,200,200,200
George Stark,2,0,0.0,31.5,29,34,17.5,13,22,0.0,0,0,110.5,,2440,1220,1400,1040
George Turner,1,0,0.0,34.0,34,34,15.0,15,15,0.0,0,0,,,875,875,875,875
George Wiltshire,3,0,0.0,30.33,28,34,31.67,28,35,0.0,0,0,67.0,,1370,457,640,100
Gerald Craker,18,0,0.0,15.22,2,32,24.44,7,39,0.5,9,3,91.53,,30175,1676,4400,570
Gerald Duke,19,0,0.0,21.0,2,68,22.05,4,65,0.0,0,0,,,6995,411,3675,50
Gerald Smith,1,0,0.0,38.0,38,38,29.0,29,29,0.0,0,0,76.0,,3230,3230,3230,3230
Germain Racing,425,0,0.0,27.19,1,43,25.66,3,43,0.34,146,27,21.36,0.02,24446130,100189,470178,58730
Gifford Wood,4,0,0.0,34.0,34,34,20.75,13,32,0.0,0,0,,,125,31,50,25
Gil Cramer,1,0,0.0,22.0,22,22,37.0,37,37,0.0,0,0,,,915,915,915,915
Gil Roth,1,0,0.0,33.0,33,33,34.0,34,34,0.0,0,0,61.0,,615,615,615,615
Gilbert Hildebrant,1,0,0.0,30.0,30,30,24.0,24,24,0.0,0,0,,,890,890,890,890
Gilbert Moore,1,0,0.0,39.0,39,39,17.0,17,17,0.0,0,0,112.0,,2415,2415,2415,2415
Gilbreath Motors,1,0,0.0,35.0,35,35,44.0,44,44,0.0,0,0,,,0,,,
Gillett Evernham Motorsports,134,2,0.01493,18.81,1,43,22.88,1,43,4.11,551,305,96.48,,15633798,116670,430015,64375
Gilliam Racing,1,0,0.0,35.0,35,35,25.0,25,25,0.0,0,0,,,1025,1025,1025,1025
Gilmer Goode,1,0,0.0,9.0,9,9,17.0,17,17,0.0,0,0,,,25,25,25,25
Glen Dorrity,8,0,0.0,31.0,20,42,28.0,18,40,0.0,0,0,,,6585,823,1075,500
Glen Steurer,5,0,0.0,24.8,15,33,17.8,10,41,0.0,0,0,101.8,,18530,3706,6975,925
Glen Sweet,26,0,0.0,15.65,3,40,19.58,2,39,0.0,0,0,,,8180,315,1055,100
Glenn Dunaway,17,0,0.0,15.13,1,25,13.94,2,39,7.88,134,134,,,2200,183,750,25
Gober Sosebee,61,1,0.01639,14.54,1,51,15.85,1,52,4.05,247,112,65.5,,14630,266,1260,25
Golding Goodyear Tire,1,0,0.0,,,,20.0,20,20,0.0,0,0,,,25,25,25,25
Gordon Bishop,2,0,0.0,60.0,60,60,35.5,15,56,0.0,0,0,,,25,25,25,25
Gordon Bracken,7,0,0.0,23.0,23,23,19.43,10,30,0.0,0,0,,,240,34,50,25
Gordon Chilson,5,0,0.0,34.8,28,39,30.0,22,40,0.0,0,0,73.0,,10180,2036,2470,1600
Gordon Smith,15,0,0.0,22.33,10,58,19.8,6,65,0.0,0,0,,,975,81,250,50
Gordon Van Liew,30,0,0.0,27.6,13,44,22.97,7,36,0.0,0,0,,,35425,1181,3365,290
Grady Cole / Bruce Griffin,1,0,0.0,5.0,5,5,2.0,2,2,0.0,0,0,,,1000,1000,1000,1000
Grady Quinn,1,0,0.0,25.0,25,25,51.0,51,51,0.0,0,0,,,0,,,
Graham Shaw,8,0,0.0,12.13,6,21,15.5,6,22,1.75,14,14,,,3025,378,1200,100
Granger Motors,1,0,0.0,43.0,43,43,35.0,35,35,0.0,0,0,,,50,50,50,50
Grant Sniffen,6,0,0.0,3.67,3,5,8.33,2,19,13.67,82,82,,,1650,275,700,25
Greg Hamson,1,0,0.0,20.0,20,20,32.0,32,32,0.0,0,0,67.0,,790,790,790,790
Greg Heller,3,0,0.0,36.67,33,39,30.67,29,34,0.0,0,0,68.5,,2105,702,850,575
Greg Pollex,31,0,0.0,26.13,4,42,29.45,8,43,0.03,1,1,74.9,,1079165,34812,247538,4475
Greg Sacks,3,0,0.0,33.67,25,41,42.67,42,43,0.0,0,0,35.0,,134238,44746,58394,17450
Griffin Motors,1,0,0.0,5.0,5,5,2.0,2,2,0.0,0,0,,,1000,1000,1000,1000
Grimes Holcomb,8,0,0.0,29.17,24,35,29.38,18,38,0.0,0,0,69.4,,6315,1053,1650,50
Gus Davis,7,0,0.0,6.71,3,16,6.86,2,16,11.29,79,79,,,2645,378,700,50
Gus Holzmueller,26,0,0.0,21.12,8,54,13.35,4,30,0.0,0,0,,,3185,123,365,25
Gus Wilson,6,0,0.0,22.0,20,25,19.0,17,24,0.0,0,0,,,375,63,100,50
Guy Kimball,5,0,0.0,13.75,1,33,7.6,3,23,0.0,0,0,,,1935,387,750,100
H.B. Bailey,85,0,0.0,28.98,2,49,26.55,5,49,0.14,12,11,75.85,,152020,1788,7700,100
H.B. Bassett,2,0,0.0,9.0,8,10,23.5,16,31,0.0,0,0,,,80,80,80,80
H.B. Cunningham,173,0,0.0,17.2,2,40,20.23,3,42,0.65,112,16,106.16,,356938,2063,17825,130
H.B. Ranier,27,0,0.0,21.42,5,62,20.41,2,52,0.0,0,0,,,11530,501,3000,25
H.C. Porter,1,0,0.0,38.0,38,38,24.0,24,24,0.0,0,0,91.0,,1235,1235,1235,1235
H.G. Rosier,6,0,0.0,18.17,6,33,20.33,4,41,0.0,0,0,,,1790,298,550,50
H.J. Brooking,8,0,0.0,14.13,2,35,20.38,3,35,0.25,2,2,,,8189,1024,2100,250
H.L. Rose,1,0,0.0,34.0,34,34,30.0,30,30,0.0,0,0,73.0,,1200,1200,1200,1200
H.L. Waters,20,0,0.0,33.6,22,39,30.1,17,40,0.05,1,1,72.0,,77930,3897,23285,1050
H.R. Robertson,1,0,0.0,5.0,5,5,37.0,37,37,0.0,0,0,,,25,25,25,25
HFJ Racing,1,0,0.0,16.0,16,16,18.0,18,18,0.0,0,0,109.0,,1300,1300,1300,1300
Hal Callentine,2,0,0.0,27.5,26,29,17.5,12,23,0.0,0,0,94.0,,4065,2033,2590,1475
Hal Hicks / Mike Witters,38,0,0.0,23.84,5,36,31.45,13,43,1.68,64,63,68.92,,1399659,36833,84610,19869
Hal Needham,237,9,0.03797,9.92,1,32,15.47,1,42,20.94,4963,294,123.08,,2771408,11694,54100,570
Hal Prentice,1,0,0.0,21.0,21,21,16.0,16,16,0.0,0,0,,,110,110,110,110
Hammer Mason,1,0,0.0,36.0,36,36,30.0,30,30,0.0,0,0,,,735,735,735,735
Hank Chapman,1,0,0.0,37.0,37,37,35.0,35,35,0.0,0,0,,,25,25,25,25
Hank Grilliot,1,0,0.0,21.0,21,21,25.0,25,25,0.0,0,0,,,150,150,150,150
Hank Richardson,4,0,0.0,23.0,15,38,25.5,12,38,0.0,0,0,,,2345,586,1045,350
Hank Salat,9,0,0.0,20.0,8,32,17.22,6,35,0.0,0,0,,,575,72,175,25
Hanley Dawson,10,0,0.0,15.0,5,37,19.3,2,52,0.0,0,0,,,14035,1404,7475,200
Hanlon Motors,1,0,0.0,58.0,58,58,13.0,13,13,0.0,0,0,,,110,110,110,110
Hans Winter,3,0,0.0,21.0,8,28,28.33,4,54,0.0,0,0,,,575,288,550,25
Hap Jones,1,0,0.0,57.0,57,57,43.0,43,43,0.0,0,0,,,0,,,
Happy Steigel,18,0,0.0,27.83,8,53,24.61,11,45,0.0,0,0,,,3120,195,300,50
Harlan Richardson,10,0,0.0,15.6,6,31,16.5,6,28,0.0,0,0,,,1120,112,300,50
Harley Briggs,1,0,0.0,21.0,21,21,23.0,23,23,0.0,0,0,,,25,25,25,25
Harley Smith,38,0,0.0,20.74,6,39,22.61,6,58,0.0,0,0,,,43363,1141,4025,250
Harold Beal,8,0,0.0,10.0,4,17,10.88,4,19,0.0,0,0,,,1265,158,395,50
Harold Burke,5,0,0.0,30.0,26,40,25.4,21,34,0.0,0,0,86.8,,8880,1776,2355,1000
Harold Collins,9,0,0.0,32.56,16,39,29.89,19,41,0.0,0,0,,,4155,462,1075,100
Harold Elder,1,0,0.0,,,,16.0,16,16,0.0,0,0,,,25,25,25,25
Harold Furr,11,0,0.0,17.82,6,31,30.55,16,44,0.0,0,0,,,7535,685,1350,245
Harold Kite,5,2,0.4,7.75,1,22,11.2,1,38,45.6,228,153,,,3550,888,1500,50
Harold Lucas,7,0,0.0,33.0,29,37,16.29,3,28,0.0,0,0,,,875,125,450,25
Harold Mays,34,0,0.0,25.19,8,72,20.94,3,42,0.0,0,0,,,7430,225,925,10
Harold McClure,10,0,0.0,13.63,4,35,10.6,4,15,0.0,0,0,,,1480,148,365,50
Harold Miller,22,0,0.0,32.36,14,48,26.86,13,42,0.0,0,0,84.85,,27285,1240,2620,100
Harold Nash,4,0,0.0,43.0,26,60,29.5,19,46,0.0,0,0,,,50,25,25,25
Harold Nelson,1,0,0.0,,,,11.0,11,11,0.0,0,0,,,25,25,25,25
Harold Rhodes,35,0,0.0,23.14,7,41,22.11,7,47,0.0,0,0,,,24330,695,1725,100
Harraka Enterprises,1,0,0.0,12.0,12,12,21.0,21,21,0.0,0,0,,,440,440,440,440
Harry Clary,14,0,0.0,16.86,8,31,25.5,9,40,0.0,0,0,86.71,,25870,1848,8265,305
Harry Dinwiddie,1,0,0.0,26.0,26,26,24.0,24,24,0.0,0,0,91.0,,1360,1360,1360,1360
Harry Goularte,7,0,0.0,35.14,33,39,25.86,20,33,0.0,0,0,85.43,,11650,1664,3095,905
Harry Huhn,4,0,0.0,35.5,11,56,31.5,27,38,0.0,0,0,,,575,192,300,75
Harry Leake,18,0,0.0,16.78,8,29,14.56,8,28,0.0,0,0,,,2200,122,325,35
Harry Melling,464,34,0.07328,14.66,1,43,16.47,1,42,17.52,8127,392,118.84,,11526504,24842,1053725,975
Harry Melton,44,0,0.0,25.02,12,40,18.52,9,42,0.0,0,0,,,21512,489,1355,220
Harry Neal,21,0,0.0,21.57,10,48,15.52,6,31,0.0,0,0,,,7175,359,1585,100
Harry Parry,1,0,0.0,32.0,32,32,25.0,25,25,0.0,0,0,,,100,100,100,100
Harry Ranier,276,24,0.08696,9.95,1,41,14.58,1,42,25.48,7033,262,127.47,,3859238,13983,160300,150
Harry Schilling,1,0,0.0,,,,9.0,9,9,1.0,1,1,,,125,125,125,125
"Harry Scott, Jr.",189,0,0.0,30.82,12,43,28.4,7,43,0.15,29,6,13.79,,12317862,105281,330945,51205
Harry Sims,3,0,0.0,12.5,6,19,14.67,10,23,0.0,0,0,,,580,193,425,25
Harvey Eakin,17,0,0.0,35.0,22,51,25.24,15,42,0.0,0,0,,,1110,79,250,25
Harvey Hege,32,0,0.0,20.68,9,44,18.09,6,47,0.0,0,0,,,3045,105,225,25
Harvey Henderson,39,0,0.0,18.89,5,68,16.64,5,43,0.0,0,0,,,3420,95,300,25
Harvey Walters,4,0,0.0,19.25,16,24,44.75,13,74,0.0,0,0,,,100,50,50,50
Hawks Enterprises,1,0,0.0,25.0,25,25,14.0,14,14,0.0,0,0,,,615,615,615,615
Heidi O'Neil,1,0,0.0,32.0,32,32,34.0,34,34,0.0,0,0,61.0,,4450,4450,4450,4450
Helen Rae Smith,11,0,0.0,22.82,10,33,29.0,22,39,0.09,1,1,76.5,,18915,1720,3100,910
Henley Gray,458,0,0.0,25.63,7,50,20.66,5,44,0.03,12,7,90.06,,541155,1184,12570,100
Henry Alves,1,0,0.0,30.0,30,30,21.0,21,21,0.0,0,0,,,50,50,50,50
Henry Bryant,1,0,0.0,,,,11.0,11,11,0.0,0,0,,,25,25,25,25
Henry Dunbar,6,0,0.0,22.33,15,32,21.67,13,32,0.0,0,0,,,1830,305,625,125
Henry Ford,11,0,0.0,12.7,2,23,14.64,3,25,0.73,8,8,,,1400,140,475,25
Henry Woodfield,6,0,0.0,20.83,8,42,14.0,5,33,0.0,0,0,,,1980,330,865,100
Herb Adams,1,0,0.0,16.0,16,16,15.0,15,15,0.0,0,0,,,1195,1195,1195,1195
Herb Adcox,62,0,0.0,25.1,4,46,22.13,5,40,0.21,13,8,97.53,,149185,2406,11870,200
Herb Eberhart,14,0,0.0,13.21,5,34,14.21,2,29,0.0,0,0,,,2100,150,700,10
Herb Fry,1,0,0.0,59.0,59,59,23.0,23,23,0.0,0,0,,,95,95,95,95
Herb Onash,2,0,0.0,19.0,14,24,17.5,12,23,0.0,0,0,,,850,425,725,125
Herb Thomas,251,44,0.1753,7.16,1,41,10.25,1,60,23.92,6004,311,,,123545,528,8800,10
Herb Tillman,2,0,0.0,29.5,14,45,28.0,16,40,0.0,0,0,,,50,25,25,25
Herb Trimble,2,0,0.0,66.0,66,66,38.5,9,68,0.0,0,0,,,75,75,75,75
Herman Beam,275,0,0.0,18.69,1,62,13.44,2,39,0.04,10,10,,,70290,261,2525,50
Hermie Sadler,42,0,0.0,36.48,8,43,36.24,18,43,0.05,2,1,51.68,,2174116,51765,67855,30750
Herschel Buchanan,22,0,0.0,16.25,3,46,15.68,3,49,0.0,0,0,,,4625,220,750,25
Herschel White,1,0,0.0,25.0,25,25,28.0,28,28,0.0,0,0,,,50,50,50,50
Hershel McGriff,18,0,0.0,22.71,5,44,22.44,4,54,5.67,102,101,68.1,,20570,1210,5075,25
Heyward Grooms,3,0,0.0,34.33,26,40,27.67,18,33,0.0,0,0,80.0,,7005,2335,3400,1665
Hight-Riley Motors,1,0,0.0,49.0,49,49,35.0,35,35,0.0,0,0,,,50,50,50,50
Hiram Handy,20,0,0.0,31.05,22,38,20.85,8,38,0.0,0,0,90.41,,24600,1230,3720,425
Holman-Moody Racing,526,96,0.18251,6.28,1,53,10.81,1,45,47.51,24989,494,,,1484428,2838,48900,38
Homer O'Dell,16,0,0.0,24.69,7,43,24.06,9,39,0.0,0,0,,,2595,216,675,100
Honda of Danville,1,0,0.0,29.0,29,29,26.0,26,26,0.0,0,0,,,875,875,875,875
Hooker Hood,6,0,0.0,14.0,8,22,21.67,8,41,0.0,0,0,,,400,80,150,25
Hoss Ellington,265,5,0.01887,12.46,1,39,19.29,1,45,10.15,2690,374,110.11,,1392398,5274,40800,200
Hoss Kagle,8,0,0.0,19.67,14,26,15.63,5,32,0.0,0,0,,,710,101,225,25
Howard Ball,1,0,0.0,11.0,11,11,34.0,34,34,0.0,0,0,,,100,100,100,100
Howard Coulter,4,0,0.0,9.25,1,16,20.75,18,22,0.0,0,0,,,345,86,125,60
Howard Mark,1,0,0.0,36.0,36,36,36.0,36,36,0.0,0,0,55.0,,875,875,875,875
Howard Moore,1,0,0.0,20.0,20,20,10.0,10,10,0.0,0,0,,,550,550,550,550
Howard Phillippi,11,0,0.0,16.6,4,34,16.45,9,25,0.0,0,0,,,835,93,160,35
Howard York,1,0,0.0,36.0,36,36,16.0,16,16,0.0,0,0,,,580,580,580,580
Hoyt Platt,9,0,0.0,20.0,10,31,14.67,6,25,0.0,0,0,,,925,103,210,35
Hub McBride,1,0,0.0,8.0,8,8,32.0,32,32,0.0,0,0,,,0,,,
Hubert Hamilton,8,0,0.0,28.5,14,62,10.25,3,28,0.0,0,0,,,1600,200,450,25
Hubert Howard,3,0,0.0,18.33,8,27,21.67,5,46,0.0,0,0,,,1395,465,1020,100
Hubert Westmoreland,109,4,0.0367,14.32,1,45,12.19,1,65,6.13,668,351,,,40800,412,10510,10
Huck Spaulding,8,0,0.0,17.14,13,28,13.0,7,27,0.0,0,0,,,1130,141,175,100
Hudler Motor Co.,1,0,0.0,12.0,12,12,21.0,21,21,0.0,0,0,,,50,50,50,50
Hugh Babb,58,5,0.08621,8.36,1,53,8.55,1,40,11.29,655,165,,,24075,422,3170,25
Hugh Pearson,9,0,0.0,21.67,11,36,24.78,8,37,0.0,0,0,101.8,,10075,1119,2490,555
I.D. Stenstrom,1,0,0.0,28.0,28,28,67.0,67,67,0.0,0,0,,,0,,,
Iggy Katona,8,0,0.0,30.0,4,75,20.25,8,44,0.0,0,0,,,990,124,715,25
Ike Kiser,26,0,0.0,21.5,4,70,19.54,6,53,0.0,0,0,,,1720,86,250,25
Irv Sanderson,24,0,0.0,23.79,7,34,26.96,8,38,0.0,0,0,82.25,,43755,1823,7050,570
Irving Frye,17,0,0.0,21.27,5,59,20.59,5,57,1.0,17,13,,,1265,74,200,25
Irvington Willys Co.,1,0,0.0,47.0,47,47,35.0,35,35,0.0,0,0,,,25,25,25,25
Irwin Sandlin,2,0,0.0,34.0,31,37,18.0,8,28,0.0,0,0,,,1550,775,1050,500
Ivan Baldwin,7,0,0.0,30.86,19,40,23.86,10,39,0.0,0,0,97.33,,10020,1431,3515,500
J & M Garage,3,0,0.0,17.0,17,17,21.0,12,35,0.0,0,0,,,75,25,25,25
J & S Trucking,1,0,0.0,19.0,19,19,36.0,36,36,0.0,0,0,55.0,,500,500,500,500
J. Marvin Mills,48,0,0.0,26.17,9,47,20.46,5,38,0.0,0,0,,,63391,1321,4145,345
J.A. Delvecchio,2,0,0.0,16.0,15,17,28.5,26,31,0.0,0,0,,,1980,990,1060,920
J.B. Cunningham,3,0,0.0,17.67,14,23,21.33,10,43,0.0,0,0,,,125,63,100,25
J.B. Richter,2,0,0.0,,,,31.0,17,45,0.0,0,0,,,50,25,25,25
J.B. Watkins,9,0,0.0,21.86,10,39,25.56,6,39,0.0,0,0,,,470,59,200,10
J.C. Crews,26,0,0.0,35.27,18,60,28.77,12,54,0.0,0,0,,,23648,910,1500,560
J.C. Danielsen,2,0,0.0,35.0,35,35,24.5,19,30,0.0,0,0,,,3140,1570,2120,1020
J.C. Parker,50,0,0.0,14.72,2,43,14.08,2,39,0.0,0,0,,,11953,239,823,50
J.C. Van Landingham,2,0,0.0,3.5,2,5,6.0,5,7,0.0,0,0,,,875,438,450,425
J.C. Weaver,3,0,0.0,32.67,24,38,30.67,27,36,0.0,0,0,71.0,,6940,2313,2895,2015
J.D. Braswell,8,1,0.125,21.13,2,42,25.75,1,54,22.25,178,178,,,3690,461,2000,140
J.D. Johnson,23,0,0.0,24.09,12,40,20.96,8,40,0.3,7,4,101.09,,42485,1847,9055,540
J.D. McDuffie,641,0,0.0,24.06,1,46,19.71,3,45,0.25,161,111,97.92,,1220553,1913,15235,50
J.E. Hardie,3,0,0.0,40.33,19,73,33.67,14,45,0.0,0,0,,,75,38,50,25
J.E. Peters,2,0,0.0,30.0,15,45,26.0,11,41,0.0,0,0,,,25,25,25,25
J.H. Crawford,3,0,0.0,14.33,7,24,27.67,16,34,0.0,0,0,,,1010,337,480,150
