owner,total_races,wins,win_pct,avg_start,best_start,worst_start,avg_finish,best_finish,worst_finish,avg_laps_led,total_laps_led,most_laps_led,avg_points,avg_playoff_pts,total_money,avg_money,max_race_money,min_race_money
23XI Racing,214,6,0.02804,14.88,1,40,17.45,1,39,7.14,1528,174,22.36,0.21,0,,,
A.C. Rakestraw,5,0,0.0,30.0,20,43,28.2,8,42,0.0,0,0,,,3165,633,1125,250
A.J. Blackwelder,5,0,0.0,21.2,9,34,23.8,11,36,0.0,0,0,,,625,208,300,125
A.J. Cox,3,0,0.0,31.0,22,39,29.0,22,33,0.0,0,0,,,1815,605,875,325
A.J. Foyt,191,0,0.0,24.51,1,43,28.63,3,43,0.5,95,24,73.95,,6192479,32592,212487,550
A.J. King,34,0,0.0,13.74,2,32,20.59,5,48,2.06,70,24,25.0,,29089,856,2725,135
A.J. Kurten,6,0,0.0,27.17,11,37,26.83,20,36,0.0,0,0,73.33,,7300,1217,1580,750
A.J. Lorenzo,7,0,0.0,19.43,9,31,16.86,7,34,0.0,0,0,,,445,64,120,25
A.J. Parker,1,0,0.0,38.0,38,38,31.0,31,31,0.0,0,0,70.0,,6330,6330,6330,6330
A.L. Bumgarner,46,0,0.0,10.55,1,53,18.83,3,51,4.91,226,136,,,5425,139,400,25
A.T. Mulherin,1,0,0.0,22.0,22,22,29.0,29,29,0.0,0,0,,,0,,,
A.W. Miller,1,0,0.0,74.0,74,74,70.0,70,70,0.0,0,0,,,0,,,
Acey Taylor,4,0,0.0,25.5,19,32,25.75,14,47,0.0,0,0,,,1425,356,550,75
Adele Emerson,3,0,0.0,42.0,39,44,41.0,40,43,0.0,0,0,38.5,,11175,3725,4725,3225
Adelmo Tiezzi,4,0,0.0,36.0,14,73,27.75,13,39,0.0,0,0,,,200,50,100,25
Al Brand,1,0,0.0,26.0,26,26,44.0,44,44,0.0,0,0,,,500,500,500,500
Al Clark,3,0,0.0,14.33,11,21,26.0,20,29,0.0,0,0,85.0,,3285,1095,1745,700
Al Holbert,6,0,0.0,15.0,8,20,26.0,8,38,0.83,5,5,100.5,,14170,2362,8315,895
Al Holz,1,0,0.0,3.0,3,3,25.0,25,25,0.0,0,0,,,110,110,110,110
Al Jacobs,4,0,0.0,17.0,15,19,19.5,12,34,0.0,0,0,,,100,25,25,25
Al Keller,4,0,0.0,15.25,4,40,15.0,2,30,0.0,0,0,,,1300,650,700,600
Al Liberty,7,0,0.0,16.83,10,37,23.0,8,32,0.0,0,0,,,550,92,325,25
Al Liggons,7,0,0.0,11.57,1,22,14.29,3,25,0.0,0,0,,,910,152,450,25
Al McCline,5,0,0.0,30.6,19,43,29.4,12,40,0.0,0,0,,,1750,350,725,100
Al Neal,1,0,0.0,,,,55.0,55,55,0.0,0,0,,,0,,,
Al Neves,4,0,0.0,17.0,11,27,14.5,4,26,0.0,0,0,,,515,129,350,25
Al Rudd,50,0,0.0,17.48,2,40,19.74,4,41,1.88,94,62,108.38,,148930,2979,15350,400
Al Schmidhamer,5,1,0.2,1.0,1,1,7.0,1,11,20.0,100,100,,,1755,351,940,100
Al Self,3,0,0.0,36.67,30,43,36.0,26,43,0.0,0,0,,,1200,400,500,200
Al Straub,3,0,0.0,25.67,19,33,32.33,30,35,0.0,0,0,,,2125,708,950,300
Al Tasnady,2,0,0.0,18.5,14,23,44.5,12,77,0.0,0,0,,,110,110,110,110
Al Wagoner,2,0,0.0,13.0,13,13,6.5,5,8,0.0,0,0,,,275,138,200,75
Al Watkins,5,0,0.0,17.6,13,23,15.2,11,18,0.0,0,0,,,450,90,175,50
Al Wheatley,23,0,0.0,22.29,5,46,18.96,2,54,0.0,0,0,,,3250,155,750,25
Al White,36,0,0.0,21.64,4,48,15.81,6,42,0.0,0,0,,,4425,130,250,35
Alan Aroneck,15,0,0.0,34.93,25,40,33.0,21,40,0.0,0,0,64.0,,75155,5010,17805,1740
"Alan Dillard, Jr.",53,0,0.0,22.57,1,42,27.85,2,42,2.21,117,43,80.43,,661880,12488,47925,4375
Alan Kulwicki,218,5,0.02294,12.08,1,41,16.58,1,40,12.33,2687,282,117.76,,3446092,15808,89000,1550
Alfred McClure,16,0,0.0,25.27,5,41,19.69,5,41,0.0,0,0,99.54,,33060,2066,5815,50
Allan Brooke,9,0,0.0,22.78,9,46,19.89,2,50,0.67,6,6,,,26870,2986,7930,710
Allan Brown,9,0,0.0,23.44,15,33,23.22,18,33,0.0,0,0,,,2635,293,485,200
Allan Clarke,2,0,0.0,24.0,22,26,13.0,11,15,0.0,0,0,,,50,25,25,25
Allan Grice,1,0,0.0,32.0,32,32,34.0,34,34,0.0,0,0,61.0,,1900,1900,1900,1900
Allan Harley,2,0,0.0,33.0,23,43,34.5,25,44,0.0,0,0,,,150,150,150,150
Allan Schlauer,45,0,0.0,23.8,1,40,24.64,9,40,0.0,0,0,,,30290,673,2000,200
Allen Franklin,2,0,0.0,31.0,25,37,34.0,30,38,0.0,0,0,,,225,113,125,100
Allen Heath,6,0,0.0,18.33,13,24,25.33,17,30,0.0,0,0,,,140,28,40,25
Allen McMillion,40,0,0.0,25.33,15,41,15.7,5,32,0.0,0,0,,,8250,223,1030,100
Alton Haddock,2,0,0.0,45.0,17,73,55.0,38,72,0.0,0,0,,,125,63,100,25
Alvin Woodall,1,0,0.0,25.0,25,25,14.0,14,14,0.0,0,0,,,110,110,110,110
Amos Johnson,1,0,0.0,35.0,35,35,13.0,13,13,0.0,0,0,,,1450,1450,1450,1450
Andrew Scott,1,0,0.0,29.0,29,29,18.0,18,18,0.0,0,0,109.0,,2965,2965,2965,2965
Andy Hillenburg,2,0,0.0,34.5,32,37,36.0,32,40,0.0,0,0,55.0,,7520,3760,4120,3400
Andy Petree,322,2,0.00621,20.05,1,43,22.36,1,43,2.27,732,196,97.31,,17602031,54665,313480,14995
Andy Pierce,2,0,0.0,1.0,1,1,25.5,18,33,0.0,0,0,,,25,25,25,25
Andy Winfree,10,0,0.0,21.0,10,27,14.6,7,26,0.0,0,0,,,615,68,150,25
Ann Bunselmeyer,1,0,0.0,,,,18.0,18,18,0.0,0,0,,,0,,,
Ansel Rakestraw,6,0,0.0,27.17,14,63,18.67,7,46,0.0,0,0,,,500,125,200,100
Anthony Davella,1,0,0.0,7.0,7,7,36.0,36,36,0.0,0,0,,,0,,,
Archie Smith,112,0,0.0,25.65,1,43,21.38,2,43,0.18,20,20,,,46215,413,1580,100
Archie St. Hilaire,242,0,0.0,32.67,9,43,29.64,6,43,0.18,43,12,8.52,0.0,5268940,84983,321103,50540
Arden Mounts,13,0,0.0,22.69,1,59,22.85,8,70,0.0,0,0,,,875,73,150,25
Arley Scranton,9,0,0.0,22.78,4,39,25.11,10,43,0.0,0,0,,,780,111,500,25
Armando Fitz / Terry Bradshaw,1,0,0.0,22.0,22,22,36.0,36,36,0.0,0,0,55.0,,40275,40275,40275,40275
Arnie Sacks,38,0,0.0,24.21,13,38,24.71,6,39,0.05,2,2,89.65,,132405,3484,44695,785
Arnold Bennett,1,0,0.0,26.0,26,26,30.0,30,30,0.0,0,0,,,0,,,
Art Binkley,4,0,0.0,32.25,27,38,24.5,21,28,0.0,0,0,,,540,135,150,125
Art Krebs,8,0,0.0,20.57,9,37,20.38,7,34,0.0,0,0,,,805,115,375,25
Art Watts,1,0,0.0,8.0,8,8,26.0,26,26,0.0,0,0,,,100,100,100,100
Arthur Godfrey,2,0,0.0,27.0,13,41,27.5,27,28,0.0,0,0,80.5,,2225,1113,1200,1025
Arthur Williams,1,0,0.0,21.0,21,21,14.0,14,14,0.0,0,0,,,100,100,100,100
Atlanta Muffler,1,0,0.0,,,,22.0,22,22,0.0,0,0,,,50,50,50,50
Aubrey Boles,5,0,0.0,24.2,16,36,22.0,9,33,0.0,0,0,,,350,88,140,50
Auto Merchant,1,0,0.0,30.0,30,30,25.0,25,25,0.0,0,0,88.0,,2225,2225,2225,2225
Axel Anderson,3,0,0.0,28.67,8,41,22.0,15,29,0.0,0,0,,,275,92,150,50
B & W Auto Supply,1,0,0.0,37.0,37,37,30.0,30,30,0.0,0,0,73.0,,3125,3125,3125,3125
B.A. Pless,19,2,0.10526,10.0,1,37,12.84,1,32,10.74,204,82,,,6315,332,2225,25
B.B. Morris,2,0,0.0,35.5,16,55,27.5,11,44,0.0,0,0,,,250,125,150,100
B.E. Renfro,2,0,0.0,,,,20.5,17,24,0.0,0,0,,,25,25,25,25
B.G. Holloway,129,7,0.05426,11.15,1,47,10.42,1,43,15.33,1977,250,,,75941,603,4475,25
B.J. Dantone,14,0,0.0,30.57,4,54,18.93,4,44,0.0,0,0,,,1275,106,600,25
B.J. McLeod,126,0,0.0,34.19,21,40,30.34,7,40,0.13,16,5,2.3,0.0,0,,,
B.R. Waller,2,0,0.0,9.0,9,9,36.0,7,65,0.0,0,0,,,125,125,125,125
B.S. Beeson,1,0,0.0,19.0,19,19,20.0,20,20,0.0,0,0,,,0,,,
BK Racing,520,0,0.0,34.1,8,43,31.09,6,43,0.08,43,4,10.13,0.0,32551205,94351,334346,45350
Baird & Trivette,1,0,0.0,40.0,40,40,19.0,19,19,0.0,0,0,,,1150,1150,1150,1150
Banjo Matthews,158,8,0.05063,8.27,1,35,16.09,1,62,25.55,4037,269,,,369854,2386,39750,50
Banks Racing,1,0,0.0,33.0,33,33,33.0,33,33,0.0,0,0,,,835,835,835,835
Banks Simpson,8,0,0.0,22.75,12,39,16.5,11,25,0.0,0,0,,,825,138,475,50
Barney Shore,19,0,0.0,18.71,5,49,20.53,5,42,0.0,0,0,,,1795,128,250,25
Barney Smith,6,0,0.0,16.0,9,32,11.67,6,16,0.0,0,0,,,635,106,275,25
Barney Visser,451,18,0.03991,17.71,1,43,19.69,1,43,14.31,6452,392,41.06,0.78,34751374,113197,404153,60025
Barry Haefele,1,0,0.0,43.0,43,43,43.0,43,43,0.0,0,0,34.0,,65496,65496,65496,65496
Barry Owen,5,0,0.0,33.0,23,38,24.0,15,36,0.0,0,0,91.0,,37635,7527,10600,5000
Basil Whittaker,4,0,0.0,26.5,16,42,27.5,18,43,0.0,0,0,,,1460,365,500,275
Baxter Price,104,0,0.0,29.09,10,41,21.98,11,37,0.0,0,0,97.06,,141235,1358,4635,320
Bay Darnell,3,0,0.0,32.0,22,38,23.67,7,32,0.0,0,0,106.5,,30340,10113,27900,600
Beard Motorsports,28,0,0.0,32.57,16,40,20.46,5,39,0.61,17,6,2.89,0.0,0,,,
Beau Morgan,31,0,0.0,20.58,2,42,19.52,2,48,0.06,2,2,,,9590,320,1625,50
Ben Arnold,75,0,0.0,22.36,7,53,17.61,6,52,0.0,0,0,,,80499,1088,3015,100
Ben Hess,10,0,0.0,28.0,14,36,20.2,15,24,0.0,0,0,102.4,,46860,4686,14300,1850
Benny Georgeson,1,0,0.0,,,,27.0,27,27,0.0,0,0,,,0,,,
Benny Parsons,2,0,0.0,17.0,14,20,10.5,7,14,0.0,0,0,,,2070,1035,1725,345
Berendt Johnson,10,0,0.0,30.1,22,37,33.9,14,43,0.0,0,0,61.3,,75750,7575,10805,4540
Bernard Alvarez,25,0,0.0,16.16,4,35,21.68,3,37,1.08,27,27,,,8695,378,1375,100
Bernard Friedland,10,0,0.0,30.14,13,50,21.7,7,42,0.0,0,0,,,1175,131,250,25
Bernie Hentges,3,0,0.0,33.0,23,48,33.33,12,51,0.0,0,0,,,210,105,110,100
Bert Letner,9,0,0.0,12.0,6,27,18.22,7,30,0.0,0,0,,,525,58,200,25
Beryl Jackson,32,0,0.0,10.72,1,46,10.44,2,23,7.41,237,125,,,31445,1014,6025,25
Beth Ann Morgenthau,167,0,0.0,30.8,3,43,29.47,6,43,0.26,43,17,75.0,,12133043,72653,274766,35290
Bettie Panch,14,0,0.0,15.64,5,39,25.14,5,49,0.57,8,4,89.93,,32535,2324,8950,880
Betty Getty,1,0,0.0,,,,5.0,5,5,0.0,0,0,,,255,255,255,255
Betty Lilly,39,0,0.0,19.36,3,44,20.33,3,41,0.79,31,31,,,28505,750,4250,100
Bill Adams,4,0,0.0,6.5,2,11,9.5,6,16,0.0,0,0,,,500,125,200,50
Bill Amberg,1,0,0.0,,,,30.0,30,30,0.0,0,0,,,25,25,25,25
Bill Amick,15,1,0.06667,10.47,1,33,12.13,1,43,2.0,30,19,,,6870,491,2075,50
Bill Andersen,2,0,0.0,37.5,36,39,27.0,20,34,0.0,0,0,,,1820,910,1015,805
Bill Appleton,1,0,0.0,6.0,6,6,14.0,14,14,0.0,0,0,,,50,50,50,50
Bill Baker,3,0,0.0,31.0,27,33,26.0,16,34,0.0,0,0,70.0,,3090,1030,1645,550
Bill Baumgardner,44,0,0.0,33.39,4,43,29.75,6,43,0.02,1,1,73.98,,2506448,56965,171851,37610
Bill Bennett,1,0,0.0,41.0,41,41,11.0,11,11,0.0,0,0,,,100,100,100,100
Bill Benson,16,0,0.0,20.86,2,36,17.63,7,33,0.0,0,0,,,1310,94,175,50
Bill Blair,63,1,0.01587,17.42,2,68,15.59,1,55,0.92,58,50,,,9535,154,1500,25
Bill Bowman,8,0,0.0,24.25,7,59,14.63,7,35,0.0,0,0,,,1220,153,260,100
Bill Caltrider,9,0,0.0,40.0,8,76,21.11,6,59,0.0,0,0,,,1275,159,400,25
Bill Champion,304,0,0.0,21.28,4,49,20.68,5,43,0.0,0,0,92.44,,238341,787,3070,75
Bill Church,8,0,0.0,23.75,14,35,18.88,10,37,0.0,0,0,,,1690,211,640,95
Bill Clinton,21,0,0.0,20.28,3,44,18.57,5,44,0.0,0,0,,,10835,542,1450,25
Bill Cornwall,1,0,0.0,18.0,18,18,53.0,53,53,0.0,0,0,,,0,,,
Bill Cramer,1,0,0.0,8.0,8,8,3.0,3,3,0.0,0,0,,,450,450,450,450
Bill Davis,722,5,0.00693,23.33,1,43,23.58,1,43,2.85,2059,188,93.6,,49540481,68616,1409017,5580
Bill Dennis,26,0,0.0,20.31,6,41,21.46,6,42,0.0,0,0,,,14590,561,1350,200
Bill Edwards,14,0,0.0,21.64,10,41,22.5,6,42,1.0,14,9,96.57,,120022,8573,52525,2050
Bill Elliott,230,0,0.0,20.35,1,43,20.55,2,43,3.66,841,181,103.39,,9190668,39959,526475,6225
Bill Ellis,15,0,0.0,14.27,5,45,15.53,3,40,0.33,5,4,,,24745,1768,7050,425
Bill Flowers,3,0,0.0,14.67,10,19,17.67,14,20,0.0,0,0,,,965,322,470,235
Bill France,1,0,0.0,13.0,13,13,9.0,9,9,28.0,28,28,,,1675,1675,1675,1675
Bill Galdarisi,1,0,0.0,30.0,30,30,15.0,15,15,0.0,0,0,,,100,100,100,100
Bill Gazaway,7,0,0.0,35.86,21,64,29.71,12,51,0.0,0,0,,,2275,379,1025,100
Bill Gleason,2,0,0.0,24.0,24,24,15.0,13,17,0.0,0,0,,,100,50,50,50
Bill Gray,44,0,0.0,23.75,8,39,21.61,8,40,0.02,1,1,98.57,,66590,1513,10985,350
Bill Groves,1,0,0.0,15.0,15,15,5.0,5,5,0.0,0,0,,,1850,1850,1850,1850
Bill Harrison,6,0,0.0,19.5,17,22,11.0,6,27,0.0,0,0,,,550,110,150,25
Bill Hasley,1,0,0.0,25.0,25,25,33.0,33,33,0.0,0,0,,,100,100,100,100
Bill Hemby,1,0,0.0,18.0,18,18,11.0,11,11,0.0,0,0,,,1550,1550,1550,1550
Bill Hollar,34,0,0.0,28.38,15,39,26.38,9,40,0.0,0,0,76.83,,22955,675,2060,220
Bill House,4,0,0.0,18.0,10,23,11.25,5,16,0.0,0,0,,,375,94,200,25
Bill Jarick,1,0,0.0,29.0,29,29,44.0,44,44,0.0,0,0,,,100,100,100,100
Bill Jenkins,27,0,0.0,34.3,16,43,29.3,8,40,1.11,30,10,76.7,,2526230,93564,282470,71325
Bill Jones,2,0,0.0,30.5,30,31,18.5,18,19,0.0,0,0,,,315,158,195,120
Bill Joslin,6,0,0.0,23.5,22,25,17.67,11,28,0.0,0,0,,,100,25,25,25
"Bill Kimmel, Sr.",1,0,0.0,25.0,25,25,20.0,20,20,0.0,0,0,,,220,220,220,220
Bill Lamont,1,0,0.0,16.0,16,16,12.0,12,12,0.0,0,0,,,25,25,25,25
Bill Ledbetter,3,0,0.0,7.0,7,7,15.33,6,26,0.0,0,0,,,200,67,150,25
Bill Leonard,8,0,0.0,36.13,28,40,31.75,15,39,0.0,0,0,67.75,,12960,1620,2850,850
Bill Lloyd,3,0,0.0,25.33,21,30,22.33,13,30,0.0,0,0,,,275,92,125,50
Bill McAnally,1,0,0.0,32.0,32,32,38.0,38,38,0.0,0,0,49.0,,57950,57950,57950,57950
Bill Meazell,1,0,0.0,32.0,32,32,32.0,32,32,0.0,0,0,67.0,,1000,1000,1000,1000
Bill Monaghan,15,0,0.0,18.53,2,34,19.67,5,40,0.07,1,1,105.53,,43445,2896,13800,285
Bill Moore,7,0,0.0,13.0,4,29,22.0,6,33,0.0,0,0,,,520,74,250,30
Bill Morehart,1,0,0.0,7.0,7,7,23.0,23,23,0.0,0,0,94.0,,1100,1100,1100,1100
Bill Morton,20,0,0.0,23.21,4,46,16.4,7,38,0.0,0,0,,,3650,215,600,50
Bill Osborne,6,0,0.0,31.17,11,42,25.67,16,35,0.0,0,0,91.0,,7815,1303,2340,575
Bill Payne,2,0,0.0,19.0,19,19,11.5,10,13,0.0,0,0,,,200,100,100,100
Bill Poor,33,0,0.0,21.41,6,36,15.55,5,29,0.0,0,0,,,3800,119,280,50
Bill Saunders,72,0,0.0,30.11,8,43,24.58,3,41,0.83,60,28,89.75,,6578116,91363,268558,58025
Bill Schade,2,0,0.0,28.5,27,30,19.0,16,22,0.0,0,0,,,50,25,25,25
Bill Schmitt,44,0,0.0,24.55,4,43,21.98,4,41,0.02,1,1,97.42,,143145,3253,8235,675
Bill Seifert,355,0,0.0,21.54,3,44,18.82,3,47,0.02,7,4,,,219109,624,6325,100
Bill Sheldon,6,0,0.0,11.0,4,23,29.83,12,62,0.0,0,0,,,85,21,25,10
Bill Shirey,69,0,0.0,23.67,6,49,24.01,9,47,0.0,0,0,,,29850,446,1085,100
Bill Small,1,0,0.0,26.0,26,26,36.0,36,36,0.0,0,0,,,500,500,500,500
Bill Snowden,25,0,0.0,15.53,2,55,12.12,4,31,0.0,0,0,,,3890,169,950,25
Bill Stammer,7,0,0.0,12.86,2,18,17.0,8,27,0.29,2,2,,,640,91,250,25
Bill Strauser,1,0,0.0,43.0,43,43,42.0,42,42,0.0,0,0,37.0,,21825,21825,21825,21825
Bill Strong,39,0,0.0,26.9,12,47,25.95,6,40,0.0,0,0,,,24235,621,1535,210
Bill Stroppe,153,5,0.03268,10.74,1,34,15.16,1,61,6.4,979,201,64.0,,147795,1041,21410,50
Bill Taylor,1,0,0.0,27.0,27,27,15.0,15,15,0.0,0,0,,,125,125,125,125
Bill Terry,11,0,0.0,26.64,12,40,21.82,13,39,0.0,0,0,97.55,,29405,2673,5350,595
Bill Ward,1,0,0.0,43.0,43,43,28.0,28,28,0.0,0,0,79.0,,1320,1320,1320,1320
Bill White,1,0,0.0,35.0,35,35,55.0,55,55,0.0,0,0,,,0,,,
Bill Widenhouse,5,0,0.0,40.75,13,80,21.8,15,26,0.0,0,0,,,225,56,150,25
Bill's Custom Machine,1,0,0.0,36.0,36,36,27.0,27,27,0.0,0,0,82.0,,750,750,750,750
Billie Harvey,14,0,0.0,27.0,8,40,28.57,11,41,0.0,0,0,60.25,,25905,1850,3875,610
Billy Hagan,547,6,0.01097,13.85,1,41,15.61,1,42,6.5,3553,306,120.21,,5526995,10104,103240,375
Billy Irvin,4,0,0.0,29.67,12,54,20.25,11,44,0.0,0,0,,,75,25,25,25
Billy Jones,11,0,0.0,25.45,7,36,33.73,21,43,0.0,0,0,61.82,,343960,31269,48600,20215
Billy Matthews,15,0,0.0,26.07,6,39,23.6,8,39,0.07,1,1,94.5,,58700,3913,15925,600
Billy Moyer,17,0,0.0,19.47,9,40,18.06,5,28,0.35,6,6,110.29,,28550,1679,9665,490
Billy Myers,12,0,0.0,13.91,3,29,16.5,4,52,0.0,0,0,,,2430,243,1125,50
Billy Rafter,34,0,0.0,17.73,3,55,15.44,5,42,0.0,0,0,,,3875,121,250,25
Billy Standridge,5,0,0.0,27.8,18,36,35.2,28,43,0.0,0,0,57.4,,169840,33968,74005,21500
Billy Tibbert,2,0,0.0,57.0,36,78,32.0,15,49,0.0,0,0,,,75,38,50,25
Billy White,1,0,0.0,37.0,37,37,33.0,33,33,0.0,0,0,64.0,,3750,3750,3750,3750
Bishop Brothers,32,0,0.0,12.77,3,37,17.84,2,39,1.72,55,55,,,3845,133,750,25
Black Gold Oil,2,0,0.0,33.0,28,38,31.0,22,40,0.0,0,0,,,2065,1033,1365,700
Blackbunt Service,1,0,0.0,15.0,15,15,23.0,23,23,0.0,0,0,,,25,25,25,25
Blackie Pitt,1,0,0.0,15.0,15,15,10.0,10,10,0.0,0,0,,,130,130,130,130
Blackie Wangerin,29,0,0.0,28.55,11,40,29.76,13,42,0.0,0,0,74.15,,43840,1624,4950,670
Bluegrass Express,1,0,0.0,35.0,35,35,28.0,28,28,0.0,0,0,79.0,,800,800,800,800
Bo Gibson,1,0,0.0,32.0,32,32,34.0,34,34,0.0,0,0,61.0,,1300,1300,1300,1300
Bo Reeder,2,0,0.0,41.5,39,44,26.0,12,40,0.0,0,0,,,1200,600,700,500
Bob Adams,57,0,0.0,20.77,5,42,16.42,4,42,0.0,0,0,,,16415,293,1025,50
Bob Apperson,10,0,0.0,42.25,21,61,23.8,11,61,0.0,0,0,,,325,46,75,25
Bob Appleton,1,0,0.0,,,,15.0,15,15,0.0,0,0,,,50,50,50,50
Bob Barron,37,0,0.0,23.16,12,55,18.54,8,37,0.0,0,0,,,5610,156,900,50
Bob Beck,2,0,0.0,24.5,20,29,17.5,11,24,0.0,0,0,,,75,75,75,75
Bob Bilby,2,0,0.0,32.5,28,37,23.0,12,34,0.0,0,0,94.0,,5320,2660,3075,2245
Bob Bondurant,2,0,0.0,30.5,26,35,25.0,21,29,0.0,0,0,100.0,,1330,665,1130,200
Bob Bristol,15,0,0.0,30.53,3,41,23.13,5,42,0.0,0,0,,,9800,653,1650,250
Bob Bunselmeyer,5,0,0.0,33.6,16,71,19.6,7,38,0.0,0,0,,,450,90,200,25
Bob Burcham,1,0,0.0,36.0,36,36,34.0,34,34,0.0,0,0,,,900,900,900,900
Bob Cancro,5,0,0.0,15.4,7,22,25.6,8,54,0.0,0,0,,,200,67,150,25
Bob Carpenter,7,0,0.0,17.5,10,28,12.43,4,29,0.0,0,0,,,700,100,350,25
Bob Casperson,2,0,0.0,36.0,33,39,28.0,21,35,0.0,0,0,,,1405,703,1075,330
Bob Chapman,2,0,0.0,43.0,28,58,42.0,31,53,0.0,0,0,,,250,250,250,250
Bob Clark,38,0,0.0,27.76,5,42,24.55,9,42,1.08,41,18,88.32,,146680,3860,13570,1250
Bob Clough,1,0,0.0,22.0,22,22,8.0,8,8,0.0,0,0,,,1270,1270,1270,1270
Bob Colvin,2,0,0.0,,,,34.5,21,48,0.0,0,0,,,100,100,100,100
Bob Cooper,173,0,0.0,18.73,2,41,18.6,2,44,0.09,16,16,,,49185,300,1350,25
Bob Derrington,79,0,0.0,19.51,3,42,14.86,3,38,0.01,1,1,,,22205,285,1370,100
Bob England,8,0,0.0,36.5,15,51,27.25,12,44,0.0,0,0,,,7355,919,1275,620
Bob Finale,1,0,0.0,16.0,16,16,9.0,9,9,0.0,0,0,,,165,165,165,165
Bob Fish,4,0,0.0,11.25,1,33,45.25,9,66,1.0,4,4,,,390,195,250,140
Bob Fisher,2,0,0.0,29.0,17,41,28.5,25,32,0.0,0,0,77.5,,11290,5645,6360,4930
Bob Francy,1,0,0.0,21.0,21,21,21.0,21,21,0.0,0,0,,,0,,,
Bob Freeman,12,0,0.0,25.25,20,37,20.92,12,37,0.0,0,0,,,4580,382,770,200
Bob Gilreath,5,0,0.0,27.6,23,35,25.0,14,35,0.0,0,0,,,600,150,200,100
Bob Greeley,1,0,0.0,28.0,28,28,13.0,13,13,0.0,0,0,,,500,500,500,500
Bob Greer,5,0,0.0,12.0,12,12,30.0,22,36,0.0,0,0,,,70,18,25,10
Bob Griffin,91,8,0.08791,8.18,1,58,10.03,1,69,15.79,1437,193,,,41390,470,6285,25
Bob Haas,1,0,0.0,28.0,28,28,29.0,29,29,0.0,0,0,76.0,,900,900,900,900
Bob Hancher,10,0,0.0,27.6,2,43,28.5,10,40,4.6,46,46,78.1,,213410,21341,33575,13160
Bob Havemann,11,0,0.0,15.0,2,22,13.45,6,31,0.0,0,0,,,1165,106,250,40
Bob Jenkins,1331,4,0.00301,29.18,1,43,27.08,1,43,0.54,713,58,20.88,0.01,65015867,97329,818171,53750
Bob Keefe,1,0,0.0,44.0,44,44,5.0,5,5,0.0,0,0,,,725,725,725,725
Bob Keselowski,5,0,0.0,35.8,12,43,39.8,38,41,0.0,0,0,3.6,,537388,107478,273663,60675
Bob Kitchell,2,0,0.0,29.0,20,38,19.0,19,19,0.0,0,0,,,775,388,525,250
Bob Korn,2,0,0.0,36.0,22,50,26.0,21,31,0.0,0,0,,,160,80,110,50
Bob Labonte,2,0,0.0,36.5,33,40,36.0,34,38,0.0,0,0,55.0,,8350,4175,4550,3800
Bob Lehman,1,0,0.0,42.0,42,42,30.0,30,30,0.0,0,0,73.0,,1000,1000,1000,1000
Bob Lipseia,3,0,0.0,30.0,22,43,34.33,27,44,0.0,0,0,60.0,,10700,3567,3800,3225
Bob McDonald,1,0,0.0,20.0,20,20,15.0,15,15,0.0,0,0,,,615,615,615,615
Bob Moore,8,0,0.0,16.25,5,44,20.38,3,46,0.0,0,0,,,600,120,450,25
Bob Morris,6,0,0.0,31.5,22,40,29.0,20,41,0.0,0,0,76.0,,7480,1247,1500,710
Bob Osiecki,30,0,0.0,25.69,3,72,22.93,5,68,0.57,17,17,,,7915,293,1225,25
Bob Penrod,1,0,0.0,34.0,34,34,39.0,39,39,0.0,0,0,46.0,,955,955,955,955
Bob Perry,15,0,0.0,25.08,9,43,20.07,5,48,0.0,0,0,,,3340,239,575,25
Bob Phillippi,1,1,1.0,4.0,4,4,1.0,1,1,156.0,156,156,,,1875,1875,1875,1875
Bob Potter,5,0,0.0,21.0,7,45,24.8,10,53,0.0,0,0,,,790,198,350,140
Bob Prince,1,0,0.0,41.0,41,41,24.0,24,24,0.0,0,0,,,25,25,25,25
Bob Pronger,8,0,0.0,31.43,1,57,36.63,7,54,0.0,0,0,,,950,238,750,25
Bob Rauscher,3,0,0.0,16.5,7,26,13.33,5,25,0.0,0,0,,,435,145,270,25
Bob Riley,4,0,0.0,32.5,29,36,28.25,14,38,0.0,0,0,64.0,,5630,1408,2100,880
Bob Rogers,44,0,0.0,17.82,2,39,19.57,5,37,0.66,29,14,104.98,,113935,2589,12125,475
Bob Rose,3,0,0.0,26.67,16,46,21.67,14,26,0.0,0,0,,,600,300,350,250
Bob Rosenthal,2,0,0.0,21.5,3,40,32.0,28,36,2.0,4,4,,,1070,1070,1070,1070
Bob Ross,11,0,0.0,14.2,1,33,12.82,2,34,0.0,0,0,,,2570,257,575,75
Bob Ruppert,3,0,0.0,15.33,9,25,14.33,6,24,0.0,0,0,,,350,117,200,35
Bob Sampson,1,0,0.0,40.0,40,40,41.0,41,41,0.0,0,0,,,0,,,
Bob Schacht,8,0,0.0,29.63,22,40,28.63,16,42,0.0,0,0,77.13,,46955,5869,32605,550
Bob Seharns,1,0,0.0,19.0,19,19,11.0,11,11,0.0,0,0,,,130,130,130,130
Bob Smith,14,0,0.0,17.73,4,29,13.0,4,27,0.0,0,0,,,2130,152,305,25
Bob Sutton,9,0,0.0,25.78,4,41,25.44,3,35,0.0,0,0,87.89,,976603,108511,249838,73925
