driver,total_races,wins,win_pct,avg_start,best_start,worst_start,avg_finish,best_finish,worst_finish,avg_laps_led,total_laps_led,most_laps_led,avg_points,avg_playoff_pts,total_money,avg_money,max_race_money,min_race_money
Hoss Kagle,2,0,0.0,11.0,6,16,14.0,11,17,0.0,0,0,,,225,113,125,100
Howard Elder,1,0,0.0,,,,16.0,16,16,0.0,0,0,,,25,25,25,25
Howard Mark,1,0,0.0,36.0,36,36,36.0,36,36,0.0,0,0,55.0,,875,875,875,875
Howard Phillippi,11,0,0.0,19.4,9,34,19.55,10,30,0.0,0,0,,,685,86,160,35
Howard Rose,1,0,0.0,34.0,34,34,30.0,30,30,0.0,0,0,73.0,,1200,1200,1200,1200
Hub McBride,2,0,0.0,30.0,8,52,35.0,32,38,0.0,0,0,,,25,25,25,25
Hubert Johnson,1,0,0.0,10.0,10,10,18.0,18,18,0.0,0,0,,,50,50,50,50
Huck Spaulding,9,0,0.0,17.14,13,28,14.22,7,27,0.0,0,0,,,1180,131,175,50
Hugh Darragh,3,0,0.0,,,,22.0,16,33,0.0,0,0,,,0,,,
Hugh Pearson,9,0,0.0,21.67,11,36,24.78,8,37,0.0,0,0,101.8,,10075,1119,2490,555
Hughie Dunn,1,0,0.0,24.0,24,24,10.0,10,10,0.0,0,0,,,75,75,75,75
Hully Bunn,1,0,0.0,,,,11.0,11,11,0.0,0,0,,,25,25,25,25
Hut Stricklin,328,0,0.0,24.91,1,43,24.4,2,43,1.45,476,143,90.62,,6719523,20486,110175,1610
Iggy Katona,13,0,0.0,32.91,4,75,18.0,7,44,0.0,0,0,,,3915,301,1675,25
Innes Ireland,2,0,0.0,15.5,11,20,18.5,10,27,0.0,0,0,,,1265,633,1115,150
Irv Atkinson,1,0,0.0,,,,24.0,24,24,0.0,0,0,,,0,,,
Irv Hoerr,7,0,0.0,20.71,13,32,24.86,8,41,0.43,3,3,75.86,,32330,4619,7775,1705
Irv Leitch,2,0,0.0,,,,21.5,20,23,0.0,0,0,,,25,25,25,25
Irwin Blatt,4,0,0.0,17.75,5,40,18.0,13,30,0.0,0,0,,,295,74,100,50
Ivan Baldwin,6,0,0.0,29.5,14,40,28.5,16,39,0.0,0,0,58.0,,5695,949,1650,520
J.C. Danielsen,5,0,0.0,31.6,20,38,19.4,9,30,0.0,0,0,79.0,,6975,1395,2120,890
J.C. Hendrix,6,0,0.0,17.83,1,32,14.5,9,27,0.0,0,0,,,1785,298,875,70
J.C. Spradley,1,0,0.0,38.0,38,38,22.0,22,22,0.0,0,0,,,1075,1075,1075,1075
J.C. Van Landingham,1,0,0.0,2.0,2,2,5.0,5,5,0.0,0,0,,,450,450,450,450
J.C. White,5,0,0.0,16.33,9,22,16.4,11,26,0.0,0,0,,,125,25,25,25
J.C. Yarborough,2,0,0.0,17.0,16,18,20.5,20,21,0.0,0,0,,,415,208,210,205
J.D. Edwards,1,0,0.0,,,,12.0,12,12,0.0,0,0,,,50,50,50,50
J.D. McDuffie,653,0,0.0,24.23,1,46,19.91,3,45,0.25,162,111,97.66,,1277715,1966,15235,50
J.E. Hardie,4,0,0.0,40.75,19,73,37.25,14,48,0.0,0,0,,,75,38,50,25
J.J. Yeley,380,0,0.0,32.28,1,43,30.95,2,43,0.22,85,15,26.62,0.0,23995395,94470,344338,47050
J.L. Justice,3,0,0.0,35.0,35,35,40.0,31,49,0.0,0,0,,,145,48,110,10
J.O. Staton,7,0,0.0,19.0,12,28,22.71,8,35,0.0,0,0,,,250,42,100,25
J.R. Charbonneau,1,0,0.0,25.0,25,25,32.0,32,32,0.0,0,0,67.0,,650,650,650,650
J.R. Skinner,1,0,0.0,34.0,34,34,35.0,35,35,0.0,0,0,,,640,640,640,640
J.T. Hayes,1,0,0.0,38.0,38,38,38.0,38,38,0.0,0,0,49.0,,2700,2700,2700,2700
J.T. Putney,125,0,0.0,17.26,2,46,14.81,2,44,0.26,32,31,,,55615,460,2525,50
J.W. Gentry,1,0,0.0,13.0,13,13,12.0,12,12,0.0,0,0,,,25,25,25,25
J.W. King,1,0,0.0,34.0,34,34,30.0,30,30,0.0,0,0,,,1000,1000,1000,1000
Jabe Thomas,322,0,0.0,21.98,3,51,17.23,4,42,0.0,0,0,105.43,,233359,734,4365,100
Jack Anderson,37,0,0.0,20.59,7,39,19.16,4,38,0.0,0,0,,,10205,300,1500,60
Jack Austin,1,0,0.0,11.0,11,11,15.0,15,15,0.0,0,0,,,75,75,75,75
Jack Bowsher,4,0,0.0,16.5,2,25,23.5,11,42,2.75,11,11,,,3415,854,1100,605
Jack Carr,2,0,0.0,66.0,66,66,49.5,25,74,0.0,0,0,,,0,,,
Jack Choquette,6,0,0.0,12.17,6,27,19.5,2,68,0.0,0,0,,,925,185,650,25
Jack Clarke,3,0,0.0,,,,15.67,11,21,0.0,0,0,,,65,33,40,25
Jack Conely,1,0,0.0,7.0,7,7,15.0,15,15,0.0,0,0,,,50,50,50,50
Jack Culpepper,1,0,0.0,21.0,21,21,15.0,15,15,0.0,0,0,,,25,25,25,25
Jack Cummiford,1,0,0.0,,,,13.0,13,13,0.0,0,0,,,25,25,25,25
Jack D. McCoy,10,0,0.0,20.78,7,43,18.1,5,38,0.0,0,0,,,1370,171,550,50
Jack Deniston,2,0,0.0,16.5,15,18,16.5,12,21,0.0,0,0,,,185,93,135,50
Jack Donohue,5,0,0.0,26.6,18,31,24.8,19,36,0.0,0,0,87.0,,3700,740,1035,375
Jack Ely,3,0,0.0,36.67,36,37,26.67,20,35,0.0,0,0,80.5,,6945,2315,3010,1800
Jack Etheridge,5,0,0.0,22.75,13,37,20.2,10,38,0.0,0,0,,,820,164,435,75
Jack Farnell,1,0,0.0,,,,41.0,41,41,0.0,0,0,,,25,25,25,25
Jack Farris,1,0,0.0,11.0,11,11,34.0,34,34,0.0,0,0,,,25,25,25,25
Jack Fisher,2,0,0.0,32.0,25,39,27.0,21,33,0.0,0,0,,,60,30,35,25
Jack Fleming,1,0,0.0,,,,34.0,34,34,0.0,0,0,,,10,10,10,10
Jack Flynn,2,0,0.0,,,,13.0,6,20,0.0,0,0,,,175,88,150,25
Jack Gaynor,1,0,0.0,23.0,23,23,24.0,24,24,0.0,0,0,,,25,25,25,25
Jack Goodwin,9,0,0.0,36.71,21,52,22.67,6,36,0.0,0,0,,,1110,159,400,25
Jack Harden,10,0,0.0,26.2,10,38,22.2,11,33,0.0,0,0,,,4450,494,1375,100
Jack Harrison,2,0,0.0,22.0,22,22,17.0,13,21,0.0,0,0,,,75,38,50,25
Jack Hart,2,0,0.0,18.0,15,21,16.0,14,18,0.0,0,0,,,205,103,145,60
Jack Hauher,1,0,0.0,15.0,15,15,17.0,17,17,0.0,0,0,,,25,25,25,25
Jack Holloway,6,0,0.0,27.25,14,38,15.0,7,29,0.0,0,0,,,325,54,150,25
Jack Hubbard,1,0,0.0,18.0,18,18,24.0,24,24,0.0,0,0,,,50,50,50,50
Jack Ingram,19,0,0.0,16.21,2,32,24.37,2,38,0.0,0,0,73.25,,16720,929,4400,100
Jack Kabat,2,0,0.0,,,,17.5,7,28,0.0,0,0,,,175,88,150,25
Jack Lawrence,24,0,0.0,16.91,8,36,17.17,6,35,0.0,0,0,,,4840,242,725,25
Jack Marlin,1,0,0.0,14.0,14,14,10.0,10,10,0.0,0,0,,,300,300,300,300
Jack Marsh,3,0,0.0,16.0,14,19,13.67,8,17,0.0,0,0,,,365,122,165,100
Jack McClure,2,0,0.0,11.0,11,11,23.0,18,28,0.0,0,0,,,50,25,25,25
Jack McCoy,19,0,0.0,23.11,4,44,19.79,5,38,0.21,4,4,,,24375,1283,2420,540
Jack Montgangelo,1,0,0.0,31.0,31,31,20.0,20,20,0.0,0,0,,,100,100,100,100
Jack Mulrain,1,0,0.0,11.0,11,11,13.0,13,13,0.0,0,0,,,25,25,25,25
Jack Norton,6,0,0.0,25.8,19,42,16.33,10,28,0.0,0,0,,,1015,169,325,60
Jack O'Brien,2,0,0.0,18.0,18,18,27.5,17,38,0.0,0,0,,,0,,,
Jack Oldenhage,3,0,0.0,20.0,13,30,13.67,9,20,0.0,0,0,,,250,83,125,50
Jack Pennington,16,0,0.0,30.31,17,40,24.63,11,38,0.44,7,6,91.27,,98135,6133,20935,2150
Jack Radtke,2,0,0.0,50.5,43,58,11.5,10,13,0.0,0,0,,,260,130,150,110
Jack Reynolds,14,0,0.0,17.09,6,40,14.5,4,34,0.0,0,0,,,1925,148,500,25
Jack Richardson,2,0,0.0,8.5,4,13,22.0,17,27,0.0,0,0,,,25,25,25,25
Jack Rounds,1,0,0.0,46.0,46,46,12.0,12,12,0.0,0,0,,,150,150,150,150
Jack Russell,5,0,0.0,31.5,29,34,21.0,7,42,0.0,0,0,,,275,92,100,75
Jack Sellers,2,0,0.0,43.5,43,44,40.0,40,40,0.0,0,0,43.0,,7950,3975,4725,3225
Jack Simpson,3,0,0.0,33.67,30,36,21.33,16,26,0.0,0,0,97.0,,2705,902,1105,725
Jack Smith,265,21,0.07925,10.28,1,53,12.4,1,70,13.4,3551,250,,,123639,495,11500,25
Jack Soper,1,0,0.0,29.0,29,29,26.0,26,26,0.0,0,0,,,0,,,
Jack Spearman,1,0,0.0,,,,28.0,28,28,0.0,0,0,,,0,,,
Jack Sprague,24,0,0.0,27.88,5,43,31.46,14,42,0.08,2,2,68.83,,1330166,55424,184901,10170
Jack Tykarski,1,0,0.0,20.0,20,20,13.0,13,13,0.0,0,0,,,225,225,225,225
Jack Wade,2,0,0.0,24.0,22,26,21.0,19,23,0.0,0,0,,,50,25,25,25
Jack White,12,1,0.08333,29.75,16,53,19.5,1,41,5.5,66,66,,,2110,234,1500,10
Jack Williams,1,0,0.0,25.0,25,25,17.0,17,17,0.0,0,0,,,50,50,50,50
Jack Yardley,1,0,0.0,69.0,69,69,73.0,73,73,0.0,0,0,,,0,,,
Jack Zink,1,0,0.0,7.0,7,7,12.0,12,12,0.0,0,0,,,100,100,100,100
Jackie Fox,2,0,0.0,24.0,24,24,26.0,23,29,0.0,0,0,,,0,,,
Jackie Oliver,8,0,0.0,18.5,10,31,29.38,4,44,0.0,0,0,,,12180,1523,3550,605
Jackie Rogers,41,0,0.0,19.66,9,34,20.8,7,39,0.15,6,2,94.53,,64432,1572,4325,515
Jacques Villeneuve,5,0,0.0,27.6,6,43,30.8,21,41,0.0,0,0,46.8,0.0,345675,86419,137725,62380
Jake Hatcher,1,0,0.0,13.0,13,13,11.0,11,11,0.0,0,0,,,100,100,100,100
Jake Jacobs,1,0,0.0,19.0,19,19,14.0,14,14,0.0,0,0,,,100,100,100,100
James Cox,22,0,0.0,27.18,7,40,26.32,13,36,0.0,0,0,,,7560,344,665,100
James Davison,35,0,0.0,34.54,26,39,32.4,22,39,0.0,0,0,4.94,0.0,0,,,
James Ellis,1,0,0.0,3.0,3,3,12.0,12,12,0.0,0,0,,,25,25,25,25
James Hylton,602,2,0.00332,17.03,1,44,13.52,1,45,1.7,1021,160,108.57,,1154786,1918,24865,100
James Jones,2,0,0.0,36.0,21,51,22.0,15,29,0.0,0,0,,,200,100,100,100
James Kilgore,1,0,0.0,,,,16.0,16,16,0.0,0,0,,,130,130,130,130
James Norton,6,0,0.0,18.83,10,33,17.67,10,40,0.0,0,0,,,815,136,275,50
James Sears,6,0,0.0,28.83,14,37,26.5,7,39,0.0,0,0,,,4150,692,1390,275
James Shields,1,0,0.0,,,,13.0,13,13,0.0,0,0,,,25,25,25,25
James Ward,1,0,0.0,29.0,29,29,26.0,26,26,0.0,0,0,,,25,25,25,25
Jamie McMurray,584,7,0.01199,18.06,1,42,18.2,1,43,3.26,1903,148,67.48,0.0,57934990,122226,1508449,43565
Jan Magnussen,1,0,0.0,32.0,32,32,12.0,12,12,0.0,0,0,127.0,,92500,92500,92500,92500
Jan Opperman,1,0,0.0,14.0,14,14,8.0,8,8,0.0,0,0,,,1850,1850,1850,1850
Janet Guthrie,33,0,0.0,19.88,9,39,19.27,6,40,0.15,5,5,109.15,,79409,2406,13925,555
Jason Hedlesky,1,0,0.0,41.0,41,41,43.0,43,43,0.0,0,0,34.0,,39160,39160,39160,39160
Jason Jarrett,2,0,0.0,33.5,25,42,34.5,29,40,0.0,0,0,59.5,,104145,52073,52640,51505
Jason Keller,2,0,0.0,27.5,12,43,29.0,26,32,0.0,0,0,76.0,,128007,64004,78332,49675
Jason Leffler,73,0,0.0,28.86,1,43,29.75,10,43,0.56,41,19,70.38,,4983138,68262,244988,36800
Jason Small,1,0,0.0,41.0,41,41,41.0,41,41,0.0,0,0,40.0,,41130,41130,41130,41130
Jason White,2,0,0.0,41.0,41,41,32.0,31,33,0.0,0,0,0.0,,142785,71393,76610,66175
Jay Hedgecock,3,0,0.0,31.0,30,32,29.0,25,36,0.0,0,0,76.0,,14255,4752,4780,4700
Jay Sauter,2,0,0.0,39.0,35,43,40.0,37,43,0.0,0,0,43.0,,94682,47341,50200,44482
Jay Sommers,1,0,0.0,36.0,36,36,37.0,37,37,0.0,0,0,52.0,,1510,1510,1510,1510
Jeb Burton,33,0,0.0,37.67,27,43,35.76,27,43,0.0,0,0,6.55,0.0,2132439,76159,99690,51830
Jeff Burton,695,21,0.03022,21.14,1,42,16.47,1,43,9.4,6532,300,104.54,,71913072,103472,840825,7090
Jeff Davis,3,0,0.0,40.33,39,42,35.0,26,42,0.0,0,0,58.0,,42090,14030,30745,4785
Jeff Fuller,14,0,0.0,27.86,7,43,38.43,22,43,0.07,1,1,48.07,,606436,43317,75875,4000
Jeff Gordon,805,93,0.11553,10.51,1,43,12.51,1,43,30.98,24936,431,111.16,,108897229,136634,1497150,4180
Jeff Green,270,0,0.0,26.31,1,43,25.66,2,43,0.98,265,71,86.06,,21123999,78237,289499,4700
Jeff Halverson,1,0,0.0,34.0,34,34,36.0,36,36,0.0,0,0,55.0,,490,490,490,490
Jeff Handy,2,0,0.0,33.5,28,39,24.0,20,28,0.0,0,0,103.0,,2190,1095,1820,370
Jeff Hawkins,9,0,0.0,19.78,7,43,18.67,5,33,0.0,0,0,,,2685,298,1085,100
Jeff Hooker,5,0,0.0,32.8,22,40,30.0,20,40,0.0,0,0,80.5,,5595,1119,1400,710
Jeff Krogh,2,0,0.0,36.0,28,44,38.0,35,41,0.0,0,0,49.0,,19680,9840,10215,9465
Jeff McClure,1,0,0.0,39.0,39,39,31.0,31,31,0.0,0,0,70.0,,5990,5990,5990,5990
Jeff McDuffie,5,0,0.0,28.0,20,34,18.6,16,23,0.0,0,0,110.5,,5605,1121,1875,775
Jeff Purvis,50,0,0.0,25.76,6,39,31.32,12,43,0.08,4,2,69.14,,787748,15755,111384,2375
Jeff Swindell,2,0,0.0,22.0,11,33,32.5,31,34,0.0,0,0,65.5,,6390,3195,5230,1160
Jeffrey Earnhardt,76,0,0.0,36.18,19,42,32.96,11,40,0.03,2,2,5.45,0.0,141695,70848,78990,62705
Jenson Button,3,0,0.0,21.0,8,31,22.33,18,28,0.0,0,0,15.0,0.0,0,,,
Jeremy Mayfield,433,5,0.01155,20.9,1,43,21.52,1,44,5.66,2451,173,100.57,,29435083,67979,375705,4830
Jerome Warren,5,0,0.0,26.8,20,35,27.2,18,35,0.0,0,0,,,435,87,125,50
Jerry Barnett,2,0,0.0,33.5,33,34,33.5,30,37,0.0,0,0,,,1260,630,680,580
Jerry Benjamin,5,0,0.0,26.0,13,48,30.8,24,39,0.0,0,0,,,185,46,100,10
Jerry Bowman,19,0,0.0,30.89,23,39,28.79,13,38,0.0,0,0,76.63,,27880,1467,2515,750
Jerry Burnett,1,0,0.0,12.0,12,12,16.0,16,16,0.0,0,0,,,75,75,75,75
Jerry Carver,2,0,0.0,,,,14.5,11,18,0.0,0,0,,,50,25,25,25
Jerry Churchill,7,0,0.0,30.57,21,39,26.0,14,40,0.0,0,0,61.0,,2685,384,870,200
Jerry Cranmer,10,0,0.0,29.1,23,35,21.3,13,26,0.0,0,0,98.13,,44170,4417,5735,3375
Jerry Draper,10,0,0.0,19.0,3,37,18.6,6,40,0.0,0,0,,,915,102,200,25
Jerry Earl,1,0,0.0,,,,8.0,8,8,0.0,0,0,,,100,100,100,100
Jerry Grant,19,0,0.0,16.42,7,43,22.21,5,43,0.11,2,1,,,18305,963,4725,100
Jerry Green,1,0,0.0,26.0,26,26,25.0,25,25,0.0,0,0,,,65,65,65,65
Jerry Griffin,1,0,0.0,34.0,34,34,21.0,21,21,0.0,0,0,,,790,790,790,790
Jerry Groh,2,0,0.0,,,,15.0,14,16,0.0,0,0,,,50,25,25,25
Jerry Hansen,3,0,0.0,34.67,30,39,29.67,25,38,0.0,0,0,,,3230,1077,1160,950
Jerry Hill,8,0,0.0,38.38,36,40,36.25,27,38,0.0,0,0,54.25,,37565,4696,6460,3475
Jerry Holden,3,0,0.0,38.67,37,40,33.33,28,42,0.0,0,0,58.0,,5300,1767,2850,1200
Jerry Hufflin,3,0,0.0,32.33,27,40,28.33,23,37,0.0,0,0,52.0,,3650,1217,2750,415
Jerry Johnson,1,0,0.0,27.0,27,27,11.0,11,11,0.0,0,0,,,100,100,100,100
Jerry Jolly,5,0,0.0,33.0,26,39,31.2,20,40,0.0,0,0,69.4,,8895,1779,3720,715
Jerry Kempf,1,0,0.0,34.0,34,34,49.0,49,49,0.0,0,0,,,0,,,
Jerry Keyes,1,0,0.0,19.0,19,19,23.0,23,23,0.0,0,0,,,25,25,25,25
Jerry Morese,3,0,0.0,,,,9.0,5,11,0.0,0,0,,,325,108,200,25
Jerry Nadeau,177,1,0.00565,20.92,2,42,26.27,1,43,3.66,648,155,85.51,,9003701,50868,210875,14890
Jerry O'Neil,16,0,0.0,34.5,25,39,32.25,21,40,0.0,0,0,66.25,,78415,4901,17805,1740
Jerry Oliver,9,0,0.0,28.22,14,40,19.67,5,31,0.0,0,0,,,8885,987,1945,510
Jerry Plotts,1,0,0.0,,,,27.0,27,27,0.0,0,0,,,25,25,25,25
Jerry Robertson,1,0,0.0,43.0,43,43,41.0,41,41,0.0,0,0,40.0,,60035,60035,60035,60035
Jerry Roedell,1,0,0.0,28.0,28,28,31.0,31,31,0.0,0,0,,,200,200,200,200
Jerry Russo,1,0,0.0,3.0,3,3,22.0,22,22,0.0,0,0,,,0,,,
Jerry Schild,5,0,0.0,25.8,18,37,22.2,8,40,0.0,0,0,,,8396,1679,3100,1075
Jerry Sisco,4,0,0.0,24.0,15,29,20.25,11,26,0.0,0,0,104.0,,3365,841,1275,295
Jerry Smith,3,0,0.0,26.67,19,36,18.0,18,18,0.0,0,0,,,275,92,165,50
Jerry Titus,1,0,0.0,23.0,23,23,39.0,39,39,0.0,0,0,,,500,500,500,500
Jerry Wimbish,9,0,0.0,11.14,6,20,14.0,5,23,0.0,0,0,,,845,94,300,25
Jess Anderson,1,0,0.0,20.0,20,20,21.0,21,21,0.0,0,0,,,25,25,25,25
Jess Nelson,1,0,0.0,18.0,18,18,15.0,15,15,0.0,0,0,,,50,50,50,50
Jesse James Taylor,16,0,0.0,24.83,1,75,25.0,2,69,6.88,110,95,,,3775,270,2800,25
Jesse Little,2,0,0.0,35.5,33,38,35.0,35,35,0.0,0,0,0.0,0.0,0,,,
Jesse Samples,1,0,0.0,33.0,33,33,25.0,25,25,0.0,0,0,,,495,495,495,495
"Jesse Samples, Jr.",2,0,0.0,26.0,25,27,35.0,29,41,0.0,0,0,58.0,,2410,1205,1250,1160
Jesse White,1,0,0.0,,,,15.0,15,15,0.0,0,0,,,25,25,25,25
Jim Austin,7,0,0.0,27.0,15,57,22.43,12,50,0.0,0,0,,,750,107,200,70
Jim Baker,1,0,0.0,,,,13.0,13,13,0.0,0,0,,,25,25,25,25
Jim Bennett,7,0,0.0,12.29,3,22,19.29,5,41,0.0,0,0,,,1450,242,500,50
Jim Bickerstaff,1,0,0.0,19.0,19,19,22.0,22,22,0.0,0,0,,,50,50,50,50
Jim Blomgren,20,0,0.0,18.61,4,28,14.7,4,27,0.0,0,0,,,2695,142,500,25
Jim Bossic,1,0,0.0,14.0,14,14,14.0,14,14,0.0,0,0,,,25,25,25,25
Jim Bown,23,0,0.0,27.22,7,42,29.96,10,42,0.17,4,4,71.89,,55000,2391,6675,625
Jim Boyd,2,0,0.0,32.5,26,39,20.5,14,27,0.0,0,0,101.5,,2335,1168,1335,1000
Jim Bray,15,0,0.0,28.6,15,45,24.6,13,42,0.0,0,0,,,6470,431,1090,75
Jim Byrd,3,0,0.0,18.0,18,18,16.67,10,23,0.0,0,0,,,100,33,50,25
Jim Carrusso,2,0,0.0,,,,19.5,19,20,0.0,0,0,,,25,25,25,25
Jim Clark,7,0,0.0,16.33,7,30,14.43,6,30,0.0,0,0,,,425,61,250,25
Jim Conway,2,0,0.0,23.5,14,33,29.0,14,44,0.0,0,0,,,600,300,500,100
Jim Cook,39,1,0.02564,21.14,1,51,20.05,1,45,2.23,87,87,,,10770,291,1100,25
Jim Cooper,1,0,0.0,,,,26.0,26,26,0.0,0,0,,,0,,,
Jim Cushman,7,0,0.0,33.71,17,47,18.86,9,27,0.0,0,0,,,1525,218,550,50
Jim Delaney,11,0,0.0,33.0,3,72,20.18,5,53,0.0,0,0,,,625,69,200,25
Jim Derhaag,1,0,0.0,38.0,38,38,20.0,20,20,0.0,0,0,103.0,,5120,5120,5120,5120
Jim Dimeo,3,0,0.0,26.0,21,36,19.0,8,36,0.0,0,0,,,385,128,175,100
Jim Donovan,2,0,0.0,18.0,18,18,14.5,14,15,0.0,0,0,,,200,100,100,100
Jim Dunn,1,0,0.0,42.0,42,42,42.0,42,42,0.0,0,0,,,100,100,100,100
Jim Ewing,1,0,0.0,,,,18.0,18,18,0.0,0,0,,,25,25,25,25
Jim Fiebelkorn,18,0,0.0,30.29,11,52,18.94,2,42,0.0,0,0,,,1385,81,700,10
Jim Fitzgerald,2,0,0.0,36.0,35,37,28.0,17,39,0.0,0,0,79.0,,2600,1300,1675,925
Jim Fox,1,0,0.0,,,,16.0,16,16,0.0,0,0,,,25,25,25,25
Jim Frey,1,0,0.0,,,,25.0,25,25,0.0,0,0,,,0,,,
Jim Gillette,2,0,0.0,35.0,35,35,24.0,24,24,0.0,0,0,,,140,140,140,140
Jim Gilliam,1,0,0.0,35.0,35,35,25.0,25,25,0.0,0,0,,,1025,1025,1025,1025
Jim Graham,5,0,0.0,7.6,3,15,10.4,3,21,0.0,0,0,,,995,249,495,100
Jim Hart,1,0,0.0,,,,16.0,16,16,0.0,0,0,,,25,25,25,25
Jim Heath,2,0,0.0,18.0,18,18,17.0,9,25,0.0,0,0,,,140,70,100,40
Jim Hendrickson,2,0,0.0,25.0,16,34,20.0,17,23,0.0,0,0,,,275,138,200,75
Jim Hopkinson,1,0,0.0,36.0,36,36,27.0,27,27,0.0,0,0,82.0,,750,750,750,750
Jim Hull,2,0,0.0,35.0,29,41,27.5,23,32,0.0,0,0,80.5,,6960,3480,5390,1570
Jim Hunter,5,0,0.0,14.4,1,36,15.2,3,33,0.0,0,0,,,1020,255,400,120
Jim Hurlbert,3,0,0.0,29.67,27,32,34.0,24,40,0.0,0,0,61.0,,5780,1927,2950,1400
Jim Hurtubise,36,1,0.02778,18.67,3,47,19.36,1,42,4.44,160,139,74.8,,60245,1721,18370,100
Jim Inglebright,2,0,0.0,31.0,28,34,25.5,19,32,0.0,0,0,86.5,,117740,58870,70550,47190
Jim Jones,1,0,0.0,17.0,17,17,26.0,26,26,0.0,0,0,,,0,,,
Jim Lacy,4,0,0.0,,,,32.0,14,62,0.0,0,0,,,125,42,75,25
Jim Lamport,1,0,0.0,30.0,30,30,12.0,12,12,0.0,0,0,,,150,150,150,150
Jim Lee,3,0,0.0,29.33,24,36,29.67,23,34,0.0,0,0,77.5,,2410,803,1150,610
Jim Lineberger,1,0,0.0,37.0,37,37,34.0,34,34,0.0,0,0,,,925,925,925,925
Jim Linke,7,0,0.0,22.29,8,52,21.71,7,50,0.0,0,0,,,570,95,175,50
Jim Little,1,0,0.0,,,,9.0,9,9,0.0,0,0,,,75,75,75,75
Jim Locke,1,0,0.0,45.0,45,45,35.0,35,35,0.0,0,0,,,225,225,225,225
Jim Luke,1,0,0.0,,,,22.0,22,22,0.0,0,0,,,0,,,
Jim Malloy,1,0,0.0,30.0,30,30,21.0,21,21,0.0,0,0,,,100,100,100,100
Jim Mayes,2,0,0.0,12.0,12,12,23.5,13,34,0.0,0,0,,,50,25,25,25
Jim McCorkindale,1,0,0.0,12.0,12,12,30.0,30,30,0.0,0,0,,,110,110,110,110
Jim McElreath,4,0,0.0,18.25,6,26,22.25,13,36,0.0,0,0,,,2790,698,1440,125
Jim McGuirk,9,0,0.0,28.89,13,53,22.89,11,38,0.0,0,0,,,1975,329,650,100
Jim McLain,4,0,0.0,24.33,22,26,23.25,20,29,0.0,0,0,,,160,40,50,25
Jim Metzler,1,0,0.0,,,,39.0,39,39,0.0,0,0,,,10,10,10,10
Jim Millard,1,0,0.0,14.0,14,14,7.0,7,7,0.0,0,0,,,100,100,100,100
Jim Miller,1,0,0.0,29.0,29,29,33.0,33,33,0.0,0,0,,,0,,,
Jim Mundy,1,0,0.0,24.0,24,24,19.0,19,19,0.0,0,0,,,50,50,50,50
Jim Murray,2,0,0.0,28.0,19,37,15.5,5,26,0.0,0,0,,,330,165,270,60
Jim Ord,2,0,0.0,20.0,14,26,10.5,8,13,0.0,0,0,,,225,113,175,50
Jim Parsley,11,0,0.0,18.88,12,29,13.73,6,26,0.0,0,0,,,1285,117,200,50
Jim Paschal,421,25,0.05938,10.91,1,55,12.53,1,66,11.33,4771,368,,,280453,706,28450,10
Jim Raptis,3,0,0.0,30.67,21,39,36.33,30,40,0.0,0,0,44.5,,2530,843,1070,640
Jim Rathmann,3,0,0.0,13.33,9,18,32.0,12,52,0.0,0,0,,,50,50,50,50
Jim Reed,106,7,0.06604,12.09,1,53,15.71,1,54,14.66,1554,300,,,51674,574,17250,25
Jim Reich,2,0,0.0,20.0,19,21,14.5,10,19,0.0,0,0,120.0,,4865,2433,3515,1350
Jim Rhoades,6,0,0.0,24.6,16,38,22.67,9,34,0.0,0,0,,,485,81,150,50
Jim Robinson,21,0,0.0,22.95,11,41,20.9,6,36,0.0,0,0,100.57,,58470,2784,5835,755
Jim Romine,5,0,0.0,15.0,15,15,26.0,10,47,0.0,0,0,,,100,33,50,25
Jim Roper,2,1,0.5,12.0,12,12,8.0,1,15,23.5,47,47,,,2050,1025,2000,50
Jim Ross,2,0,0.0,19.0,19,19,22.0,17,27,0.0,0,0,,,50,25,25,25
Jim Russell,4,0,0.0,20.75,15,23,30.25,17,56,0.0,0,0,,,150,75,100,50
Jim Sauter,76,0,0.0,30.08,5,41,25.45,9,41,0.28,21,8,86.47,,452102,5949,28645,900
Jim Sills,1,0,0.0,23.0,23,23,11.0,11,11,0.0,0,0,,,150,150,150,150
Jim Southard,5,0,0.0,35.8,29,39,24.8,20,31,0.0,0,0,86.5,,8935,1787,2750,900
Jim Stapley,1,0,0.0,19.0,19,19,29.0,29,29,0.0,0,0,,,0,,,
Jim Stewart,1,0,0.0,,,,12.0,12,12,0.0,0,0,,,100,100,100,100
Jim Street,1,0,0.0,17.0,17,17,24.0,24,24,0.0,0,0,,,50,50,50,50
Jim Tatum,5,0,0.0,23.6,21,28,19.4,12,29,0.0,0,0,,,545,109,125,100
Jim Thirkettle,9,0,0.0,18.0,10,29,19.89,8,34,0.11,1,1,104.56,,15045,1672,3740,715
Jim Thompson,2,0,0.0,37.5,8,67,36.5,19,54,0.0,0,0,,,200,100,150,50
Jim V. Cook,1,0,0.0,,,,23.0,23,23,0.0,0,0,,,0,,,
Jim Vandiver,85,0,0.0,20.45,2,40,22.25,2,51,1.38,117,102,87.88,,166528,1959,12400,100
Jim Watkins,3,0,0.0,16.67,13,20,15.33,12,18,0.0,0,0,,,300,100,100,100
